,Applicant Country,Applicant Number,Assignee Location,Assignee Name,Family ID,Fields,File Date,Patent Date,Patent Number,Title (Patent Number),fetched
29,,"09/380,875","Osaka, JP",Chisso Corporation,14180210,C07C 25/24 (20130101); C09K 19/18 (20130101); C09K 2019/186 (20130101),"September 10, 1999","January 2, 2001","6,168,728",#6168728,True
30,,"08/462,395","New York, NY",Mount Sinai School of Medicine of New York University,22661359,A61K 39/0005 (20130101); A61K 39/0011 (20130101); C07K 14/4702 (20130101); A61K 38/00 (20130101); Y02A 50/484 (20180101); Y10S 530/806 (20130101); Y10S 530/828 (20130101); Y10S 436/823 (20130101),"June 5, 1995","January 2, 2001","6,168,793",#6168793,True
31,,"09/147,429","Wurzburg, DE",Koenig & Bauer Aktiengesellschaft,7797942,B65H 19/102 (20130101); B65H 2301/46075 (20130101); Y10S 428/906 (20130101); Y10T 428/149 (20150115); Y10T 428/192 (20150115); Y10T 428/1495 (20150115); Y10T 428/15 (20150115); Y10T 428/24273 (20150115); Y10T 428/19 (20150115); Y10T 428/14 (20150115),"December 23, 1998","January 2, 2001","6,168,842",#6168842,True
32,,"09/205,125","Rochester, NY",NexPress Solutions LLC,22760904,B32B 15/08 (20130101); C08L 83/04 (20130101); B32B 38/0008 (20130101); G03G 15/2057 (20130101); C08L 83/04 (20130101); C08L 83/00 (20130101); C08G 77/16 (20130101); C08G 77/70 (20130101); C08G 77/80 (20130101); Y10T 428/1393 (20150115); C08L 2666/44 (20130101),"December 3, 1998","January 2, 2001","6,168,867",#6168867,True
33,,"09/135,553","Tokyo, JP","Oki Electric Industry Co., Ltd.",16888010,H01L 23/5258 (20130101); H01L 2924/0002 (20130101); H01L 2924/0002 (20130101); H01L 2924/00 (20130101),"August 18, 1998","January 2, 2001","6,168,977",#6168977,True
34,,"09/144,956","Detroit, MI",Wayne State University,24935684,A61K 9/10 (20130101); A61K 9/107 (20130101); A61K 9/127 (20130101); Y10S 514/937 (20130101); Y10S 514/938 (20130101); Y10S 514/939 (20130101),"September 1, 1998","January 2, 2001","6,169,117",#6169117,True
35,,"09/353,659","Heerlen, NL",DSM N.V.,22171891,C03C 25/1065 (20130101); Y10T 428/2962 (20150115); Y10T 428/2947 (20150115); Y10T 428/2938 (20150115); Y10T 428/2967 (20150115); Y10T 428/2942 (20150115),"July 15, 1999","January 2, 2001","6,169,126",#6169126,True
36,,"08/808,681","Courbevoie, FR",Rhone Poulenc Chimie,27252797,C01B 33/193 (20130101); C08K 3/36 (20130101); C08K 3/36 (20130101); C08L 21/00 (20130101); C01P 2004/10 (20130101); C01P 2004/20 (20130101); C01P 2004/32 (20130101); C01P 2004/50 (20130101); C01P 2004/61 (20130101); C01P 2006/11 (20130101); C01P 2006/12 (20130101); C01P 2006/14 (20130101); C01P 2006/16 (20130101); C01P 2006/17 (20130101),"February 28, 1997","January 2, 2001","6,169,135",#6169135,True
37,,"09/301,427","Pittsburgh, PA",Bayer Corporation,23163305,C08G 18/289 (20130101); C08G 18/307 (20130101); C08G 18/6229 (20130101); C08G 18/718 (20130101); C08G 18/792 (20130101),"April 28, 1999","January 2, 2001","6,169,140",#6169140,True
38,,"09/228,968","Tokyo, JP","Idemitsu Petrochemical Co., Ltd.",26353108,C08L 25/06 (20130101); C08L 25/06 (20130101); C08L 25/06 (20130101); C08L 53/02 (20130101); C08L 71/12 (20130101); C08L 2205/02 (20130101); C08L 2666/04 (20130101); C08L 2666/02 (20130101),"January 12, 1999","January 2, 2001","6,169,146",#6169146,True
39,,"09/227,228","Palo Alto, CA",The Board of Trustees of the Leland Stanford Junior University,22098935,C08F 10/00 (20130101); C08F 10/02 (20130101); C08F 210/16 (20130101); C08F 10/00 (20130101); C08F 4/65925 (20130101); C08F 10/02 (20130101); C08F 4/65925 (20130101); C08F 210/16 (20130101); C08F 4/63925 (20130101); C08F 2500/20 (20130101); C08F 2500/03 (20130101); C08F 2500/06 (20130101); C08F 210/06 (20130101); C08F 210/16 (20130101); C08F 2500/12 (20130101); C08F 2500/03 (20130101); C08F 210/06 (20130101); C08F 210/16 (20130101); C08F 2500/04 (20130101); C08F 210/16 (20130101); C08F 210/14 (20130101); C08F 2500/20 (20130101); C08F 2500/03 (20130101); C08F 2500/08 (20130101); C08F 2500/06 (20130101); C08F 210/16 (20130101); C08F 210/14 (20130101); C08F 2500/20 (20130101); C08F 2500/03 (20130101); C08F 2500/10 (20130101); C08F 2500/06 (20130101); C08F 210/16 (20130101); C08F 210/06 (20130101); C08F 2500/20 (20130101); C08F 2500/06 (20130101); C08F 210/16 (20130101); C08F 210/14 (20130101); C08F 2500/20 (20130101); C08F 2500/03 (20130101); C08F 2500/06 (20130101); C08F 4/63912 (20130101); C08F 4/65912 (20130101); C08F 4/65927 (20130101); C08F 110/02 (20130101); C08F 110/06 (20130101); C08F 210/06 (20130101); C08F 110/02 (20130101); C08F 2500/01 (20130101); C08F 110/06 (20130101); C08F 2500/12 (20130101); C08F 110/06 (20130101); C08F 2500/20 (20130101); C08F 210/06 (20130101); C08F 210/16 (20130101); Y10S 526/943 (20130101),"January 8, 1999","January 2, 2001","6,169,151",#6169151,True
40,,"09/219,414","Osaka, JP",Toyo Boseki Kabushiki Kaisha,18441816,C08G 73/18 (20130101); C08G 73/22 (20130101); C08G 75/32 (20130101),"December 23, 1998","January 2, 2001","6,169,165",#6169165,True
41,,"09/000,145",Inra,Institut National de la Recherche Agronomique,9481649,C07K 14/72 (20130101); C07K 2319/00 (20130101),"March 16, 1998","January 2, 2001","6,169,172",#6169172,True
42,,"09/254,456","Ludwigschafen, DE",BASF Aktiengesellschaft,7805314,C07D 213/62 (20130101),"March 10, 1999","January 2, 2001","6,169,184",#6169184,True
43,,"09/319,141","Jerusalem, IL",Yissum Research Development Company of the Hebrew University of Jerusalem,26323329,C07D 307/62 (20130101),"August 9, 1999","January 2, 2001","6,169,187",#6169187,True
44,,"09/463,820","Ludwigshafen, DE",BASF Aktiengesellshaft,7837954,C07C 253/10 (20130101); C07C 253/10 (20130101); C07C 255/04 (20130101); C07C 253/10 (20130101); C07C 255/07 (20130101),"February 1, 2000","January 2, 2001","6,169,198",#6169198,True
45,,"09/490,112","Minami-Ashigara, JP","Fuji Photo Film Co., Ltd.",17051451,G03C 7/4136 (20130101),"January 24, 2000","January 2, 2001","6,169,206",#6169206,True
46,,"09/510,841","Hamamatsu, JP",Yamaha Corporation,12746058,G10K 15/02 (20130101),"February 23, 2000","January 2, 2001","6,169,243",#6169243,True
47,,"09/260,042","Tokyo, JP",Sony Corporation,13067947,H02J 7/0068 (20130101); H02J 9/005 (20130101); Y10T 307/826 (20150401); Y10T 307/707 (20150401); Y10T 307/675 (20150401),"March 2, 1999","January 2, 2001","6,169,341",#6169341,True
48,,"09/174,128",,,26741755,H02K 35/02 (20130101),"October 16, 1998","January 2, 2001","6,169,343",#6169343,True
49,,"09/389,349",,,3488746,H05H 1/30 (20130101); H05H 2001/3431 (20130101); H05H 2001/3478 (20130101),"September 3, 1999","January 2, 2001","6,169,370",#6169370,True
50,,"09/216,221","Milwaukee, WI",General Electric Company,22806238,G01R 33/3806 (20130101),"December 18, 1998","January 2, 2001","6,169,404",#6169404,True
51,,"09/397,963","Tokyo, JP",NEC Corporation,10839015,H03H 11/04 (20130101); H03J 7/04 (20130101); H03L 7/0812 (20130101),"September 17, 1999","January 2, 2001","6,169,447",#6169447,True
52,,"08/977,389","Tokyo, JP",Canon Kabushiki Kaisha,27518357,B41J 35/08 (20130101),"November 24, 1997","January 2, 2001","6,169,560",#6169560,True
53,,"09/103,495","Grossmehring, DE",Temic Telefumken,26774710,H03J 5/244 (20130101),"June 24, 1998","January 2, 2001","6,169,569",#6169569,True
54,,,,,,,,,,#6169598,True
55,,"09/053,499","Kawasaki, JP",Fujitsu Limited,17711493,H04B 10/6931 (20130101),"April 2, 1998","January 2, 2001","6,169,619",#6169619,True
56,,"09/099,378","Munich, DE",Siemens Aktiengesellschaft,8041814,H05K 9/0032 (20130101),"June 18, 1998","January 2, 2001","6,169,665",#6169665,True
57,,"09/045,446","Villingen-Schwenningen, DE",Deutsche Thomson-Brandt GmbH,7826309,G11B 20/10009 (20130101); G11B 20/1407 (20130101); G11B 7/004 (20130101),"March 20, 1998","January 2, 2001","6,169,716",#6169716,True
58,,"09/079,651","Los Angeles, CA",Northrop Grumman Corporation,22151921,H04B 7/2656 (20130101),"May 15, 1998","January 2, 2001","6,169,730",#6169730,True
59,,"09/040,836",JP,Seiko Instruments Inc.,26391692,G01J 5/061 (20130101),"March 18, 1998","January 2, 2001","6,169,775",#6169775,True
60,,"09/436,054","Fremont, CA",Avanex Corporation,22440898,G02B 6/29302 (20130101); G02B 6/29349 (20130101); G02B 6/29358 (20130101); G02B 6/29383 (20130101); G02B 6/29386 (20130101),"November 8, 1999","January 2, 2001","6,169,828",#6169828,True
61,,"09/314,081","Tokyo, JP",Bridgestone Corporation,15217359,G02B 1/046 (20130101); G02B 6/001 (20130101); G02B 6/02033 (20130101); G02B 6/0001 (20130101); Y10S 385/901 (20130101),"May 19, 1999","January 2, 2001","6,169,836",#6169836,True
62,,"09/415,620","Lexmark, KY","Lexmark International, Inc.",27084208,G03G 15/0822 (20130101); G03G 15/0896 (20130101); G03G 21/1896 (20130101); G03G 15/0856 (20130101); G03G 15/0858 (20130101); G03G 15/0889 (20130101); G03G 2221/1838 (20130101),"October 12, 1999","January 2, 2001","6,169,860",#6169860,True
63,,"09/053,302","Kawasaki, JP",Fujitsu Limited,17294345,H04M 1/72561 (20130101); H04W 4/029 (20180201); H04L 67/18 (20130101); H04L 69/329 (20130101); H04L 67/16 (20130101); H04W 48/08 (20130101); H04W 64/00 (20130101),"April 1, 1998","January 2, 2001","6,169,897",#6169897,True
64,,"09/091,949","Espoo, FI",Nokia Telecommunications OY,8544633,H04B 7/18541 (20130101); H04W 36/12 (20130101); H04W 36/0079 (20180801),"June 26, 1998","January 2, 2001","6,169,900",#6169900,True
65,,"08/984,175","Charlotte, NC","Glenayre Electronics, Inc.",25530363,G10L 21/0208 (20130101); G10L 21/0232 (20130101),"December 3, 1997","January 2, 2001","6,169,971",#6169971,True
66,,"08/890,245","Atlanta, GA",LDC Direct Ltd.,21804137,G06K 7/084 (20130101); G06K 17/00 (20130101); G06Q 20/04 (20130101); G06Q 20/10 (20130101); G06Q 20/20 (20130101); G06Q 20/28 (20130101); G07F 7/1008 (20130101); G06Q 20/342 (20130101); G06Q 20/355 (20130101); G06Q 20/40 (20130101); G07F 7/025 (20130101); G07F 7/10 (20130101); G06Q 20/341 (20130101),"July 9, 1997","January 2, 2001","6,169,975",#6169975,True
67,,"08/104,819","London, GB",International Computers Limited,22302565,H04L 29/06 (20130101),"August 10, 1993","January 2, 2001","6,170,003",#6170003,True
68,,"09/272,221","Washington, DC",Community Learning and Information Network,26761839,G06F 21/10 (20130101); G06Q 20/382 (20130101); G06Q 30/04 (20130101); H04L 29/06 (20130101); H04L 67/06 (20130101); H04L 67/306 (20130101); H04L 67/10 (20130101); G06Q 20/14 (20130101); G06Q 20/145 (20130101); H04L 63/10 (20130101); G06Q 40/06 (20130101); G06Q 50/184 (20130101); H04L 67/104 (20130101); G06F 21/602 (20130101); G06Q 20/102 (20130101); H04L 69/329 (20130101); H04L 67/42 (20130101); G06F 2221/2135 (20130101),"March 18, 1999","January 2, 2001","6,170,014",#6170014,True
69,,"08/921,361","San Jose, CA","VLSI Technology, Inc.",25445323,G06F 17/5045 (20130101); G06F 17/5072 (20130101),"August 29, 1997","January 2, 2001","6,170,080",#6170080,True
70,,"09/201,760",,,22747169,B25B 27/00 (20130101); B25B 27/14 (20130101); Y10T 29/53913 (20150115); Y10T 29/49696 (20150115); Y10T 29/49895 (20150115); Y10T 29/53978 (20150115),"December 1, 1998","January 9, 2001","6,170,140",#6170140,True
71,,"09/384,185","Grand Rapids, MI",Steelcase Development Inc.,27538909,E04B 2/827 (20130101); E04H 1/1272 (20130101); E06B 3/903 (20130101); G09F 15/0068 (20130101); E04F 13/0733 (20130101); E04B 2001/2406 (20130101); E04B 2001/2472 (20130101); E04B 2002/7488 (20130101); E05Y 2900/132 (20130101),"August 27, 1999","January 9, 2001","6,170,200",#6170200,True
72,,"09/008,437",,,21731593,B28B 19/003 (20130101); E04B 2/8641 (20130101); E04G 17/06 (20130101); E04B 2002/867 (20130101),"January 16, 1998","January 9, 2001","6,170,220",#6170220,True
73,,"09/306,087","New Holland, PA","New Holland North America, Inc.",22187712,A01F 15/07 (20130101); A01F 15/0833 (20130101); A01F 2015/077 (20130101); A01F 2015/079 (20130101); A01F 2015/0795 (20130101); A01F 2015/186 (20130101),"May 6, 1999","January 9, 2001","6,170,245",#6170245,True
74,,"09/305,840","Portland, OR","Columbia Steel Casting Co., Inc.",22861391,F16G 13/12 (20130101); E02F 3/58 (20130101),"May 5, 1999","January 9, 2001","6,170,248",#6170248,True
75,,"09/384,091","Troy, MI","Delphi Technologies, Inc.",23515999,F25B 39/04 (20130101); F25B 43/003 (20130101); F25B 2339/0441 (20130101); F25B 2500/01 (20130101),"August 27, 1999","January 9, 2001","6,170,287",#6170287,True
76,,"09/258,775","Palo Alto, CA",Hewlett-Packard Company,22982069,E05B 67/36 (20130101); E05C 5/02 (20130101); E05B 73/0082 (20130101); Y10T 70/40 (20150401); Y10T 70/8649 (20150401); Y10T 70/5009 (20150401),"February 26, 1999","January 9, 2001","6,170,304",#6170304,True
77,,"09/238,709","Arlington, VA","United Defense, L.P.",22899003,G05G 1/40 (20130101); Y10T 74/20195 (20150115); Y10T 74/20528 (20150115); Y10T 74/209 (20150115),"January 28, 1999","January 9, 2001","6,170,355",#6170355,True
78,,"09/271,416","Manchester, CT","Gerber Scientific Products, Inc.",23035458,B21D 37/205 (20130101); B23P 15/406 (20130101); B26F 1/44 (20130101); B26F 2001/4463 (20130101); Y10T 83/9478 (20150401); Y10T 83/929 (20150401); Y10T 83/9473 (20150401); Y10T 82/10 (20150115); Y10T 82/16016 (20150115); Y10T 407/1946 (20150115); Y10T 407/195 (20150115),"March 17, 1999","January 9, 2001","6,170,376",#6170376,True
79,,"09/201,405","Troy, MI","Delphi Technologies, Inc.",10823347,B60T 13/563 (20130101); B60T 13/5675 (20130101),"November 30, 1998","January 9, 2001","6,170,385",#6170385,True
80,,"09/510,411","Sunnyvale, CA","Advanced Micro Devices, Inc.",26861093,B05B 15/555 (20180201); B05B 15/55 (20180201); G03F 7/162 (20130101); B05B 14/00 (20180201),"February 22, 2000","January 9, 2001","6,170,494",#6170494,True
81,,"09/071,392","Wolfstein, DE",Karl Otto Braun KG,7828486,E03F 3/06 (20130101); F16L 55/1656 (20130101); F16L 58/04 (20130101); B32B 5/02 (20130101); B32B 5/06 (20130101); B32B 5/08 (20130101); B32B 7/12 (20130101); B32B 27/12 (20130101); B32B 27/283 (20130101); B32B 27/32 (20130101); B32B 27/36 (20130101); B32B 27/40 (20130101); B29C 63/34 (20130101); B32B 1/08 (20130101); F16L 1/00 (20130101); E03F 2003/065 (20130101); B32B 2250/02 (20130101); B32B 2255/02 (20130101); B32B 2255/10 (20130101); B32B 2255/205 (20130101); B32B 2260/021 (20130101); B32B 2260/046 (20130101); B32B 2262/0261 (20130101); B32B 2262/0269 (20130101); B32B 2262/0276 (20130101); B32B 2262/0292 (20130101); B32B 2262/101 (20130101); B32B 2262/14 (20130101); B32B 2307/51 (20130101); B32B 2307/546 (20130101); B32B 2307/5825 (20130101); B32B 2307/732 (20130101); B32B 2597/00 (20130101),"May 1, 1998","January 9, 2001","6,170,531",#6170531,True
82,,"09/086,566","Tokyo, JPHokuetsu Industries Co., Ltd.","Hitachi Construction Machinery Co., Ltd.",15716496,E02F 3/325 (20130101); E02F 9/0891 (20130101); E02F 9/0866 (20130101),"May 29, 1998","January 9, 2001","6,170,588",#6170588,True
83,,"09/242,629","Tokyo, JPTranstron, Inc.",Isuzu Motors Limited,15755575,F16D 48/064 (20130101); B60W 2510/0208 (20130101); B60W 2510/1005 (20130101); F16D 2500/1026 (20130101),"February 19, 1999","January 9, 2001","6,170,624",#6170624,True
84,,"09/362,845","Mobile Post Ephraim, IL",Zriha Hlavin Industries Ltd.,23427764,A47F 7/141 (20130101); B42F 7/145 (20130101),"July 28, 1999","January 9, 2001","6,170,677",#6170677,True
85,,"08/851,975","Wilmington, DE","MiTek Holdings, Inc.",25312186,B65D 9/14 (20130101); B65D 19/14 (20130101); B65D 2519/00169 (20130101); B65D 2519/00203 (20130101); B65D 2519/00502 (20130101); B65D 2519/00601 (20130101); B65D 2519/00641 (20130101); B65D 2519/00731 (20130101); B65D 2519/0091 (20130101); Y02W 30/807 (20150501),"May 6, 1997","January 9, 2001","6,170,688",#6170688,True
86,,"09/402,915",CH,Valmet Fibertech Aktiebolag,20406552,D21D 5/026 (20130101),"October 13, 1999","January 9, 2001","6,170,769",#6170769,True
87,,"09/195,160",,,22720275,A47G 1/1686 (20130101),"November 18, 1998","January 9, 2001","6,170,793",#6170793,True
88,,"09/090,448","Houston, TX","Smith International, Inc.",24922019,E21B 10/25 (20130101); F16J 15/32 (20130101); F16J 15/344 (20130101); Y10S 277/91 (20130101); Y10S 277/944 (20130101),"June 4, 1998","January 9, 2001","6,170,830",#6170830,True
89,,"09/048,379","Longview, TX",Stemco Inc,21954258,F16J 15/3244 (20130101); F16J 15/3264 (20130101),"March 26, 1998","January 9, 2001","6,170,833",#6170833,True
90,,"09/283,287",,,25133605,B62B 7/06 (20130101); B62B 7/044 (20130101); B62B 2205/10 (20130101),"April 1, 1999","January 9, 2001","6,170,853",#6170853,True
91,,"09/100,218","Lexington, KY","Lemark International, Inc.",22278672,B41J 2/14072 (20130101); B41J 2/1603 (20130101); B41J 2/1623 (20130101); B41J 2/1635 (20130101); B41J 2202/20 (20130101),"June 19, 1998","January 9, 2001","6,170,931",#6170931,True
92,,"09/391,532","Hsinchu, TW",Industrial Technology Research Institute,23546982,F16C 23/06 (20130101); F16C 25/06 (20130101); F16C 35/06 (20130101); F16C 2229/00 (20130101); Y10T 409/309352 (20150115),"September 8, 1999","January 9, 2001","6,170,987",#6170987,True
93,,"09/156,997",,,19510659,F16B 7/18 (20130101); F16B 12/40 (20130101); F16B 12/52 (20130101); Y10T 403/4602 (20150115); Y10T 403/42 (20150115),"September 18, 1998","January 9, 2001","6,171,013",#6171013,True
94,,"09/175,299","Augusta, KS","Concrete Systems, Inc.",22639750,E01C 11/14 (20130101),"October 20, 1998","January 9, 2001","6,171,016",#6171016,True
95,,"09/386,324","Stockton, CA",California Cedar Products Company,21817368,B43K 19/16 (20130101),"August 30, 1999","January 9, 2001","6,171,096",#6171096,True
96,,"09/274,735",CA,Phillips & Temro Industries Ltd.,23049410,H01R 13/447 (20130101),"March 23, 1999","January 9, 2001","6,171,118",#6171118,True
97,,"09/019,770","Redwood City, CA","Halo Electronics, Inc.",46255899,H01F 27/027 (20130101); H01F 41/10 (20130101); H01R 13/6633 (20130101); H05K 3/301 (20130101); H01R 13/719 (20130101); H01F 17/062 (20130101); H01F 27/292 (20130101); H01F 41/005 (20130101); H05K 3/3421 (20130101); H01R 13/6461 (20130101),"February 6, 1998","January 9, 2001","6,171,151",#6171151,True
98,,"09/295,633","Taipei Hsien, TW","Hon Hai Precision Ind. Co., Ltd.",23138556,H01R 4/028 (20130101),"April 20, 1999","January 9, 2001","6,171,156",#6171156,True
99,,"09/375,962","Wilmington, DE","Rodel Holdings, Inc.",23483104,B24B 37/205 (20130101); B24D 3/28 (20130101),"August 17, 1999","January 9, 2001","6,171,181",#6171181,True
100,,"09/254,978","Diegem, BE",Esco Transmissions,3889985,F16D 3/185 (20130101); Y10S 464/904 (20130101),"March 17, 1999","January 9, 2001","6,171,197",#6171197,True
