,Applicant Country,Applicant Number,Assignee Location,Assignee Name,Family ID,Fields,File Date,Patent Date,Patent Number,Title (Patent Number),fetched
18,,"10/877,075","Newton, MA","Arichell Technologies, Inc.",56290370,E03C 1/057 (20130101); E03D 3/02 (20130101); E03D 3/06 (20130101); E03D 5/105 (20130101); Y10T 137/7761 (20150401); Y10T 137/8242 (20150401),"June 25, 2004","January 2, 2007","7,156,363",#7156363,True
19,,"10/481,412",,,8160733,E06B 1/6069 (20130101); E06B 3/5409 (20130101); Y10S 52/01 (20130101); Y10T 292/71 (20150401),"September 16, 2002","January 2, 2007","7,156,431",#7156431,True
20,,"10/702,082","Tokyo, JP",Seiko Epson Corporation,32702641,B65H 3/44 (20130101); H04N 1/00623 (20130101); H04N 1/00681 (20130101); H04N 1/00689 (20130101); H04N 1/00708 (20130101); H04N 1/00732 (20130101); H04N 1/00734 (20130101); B65H 2402/10 (20130101); B65H 2557/10 (20130101),"November 6, 2003","January 2, 2007","7,156,479",#7156479,True
21,,"09/942,070","Houston, TX","Hewlett Packard Development Company, L. P.",25477533,B41J 25/308 (20130101); B41J 2/04556 (20130101); B41J 29/393 (20130101),"August 28, 2001","January 2, 2007","7,156,482",#7156482,True
22,,"10/860,209","Lexington, KY","Lexmark International, Inc.",35447160,B41J 29/393 (20130101),"June 3, 2004","January 2, 2007","7,156,483",#7156483,True
23,,"11/114,935","Lebanon, NH","Dimatix, Inc.",23062577,B41J 2/155 (20130101); B41J 2/515 (20130101); B41J 2202/19 (20130101); B41J 2202/20 (20130101),"April 26, 2005","January 2, 2007","7,156,502",#7156502,True
24,,"10/891,692",,,34199330,G03B 21/16 (20130101); G03B 21/2033 (20130101); G03B 21/2093 (20130101); G09G 3/002 (20130101); H04N 9/3111 (20130101); H04N 9/3144 (20130101); H04N 9/3155 (20130101); H04N 9/3161 (20130101); H04N 9/3164 (20130101),"July 14, 2004","January 2, 2007","7,156,522",#7156522,True
25,,"10/891,716","Hong Kong, CN",Wai Kwong Industrial Products Limited,35599208,F21S 6/003 (20130101); F21S 9/02 (20130101); F21V 21/26 (20130101); F21V 5/04 (20130101),"July 14, 2004","January 2, 2007","7,156,541",#7156541,True
26,,"10/974,051","Dearborn, MI","Ford Global Technologies, LLC",35480730,F16B 19/02 (20130101); F16B 35/06 (20130101); F16B 37/048 (20130101); Y10T 16/476 (20150115),"October 27, 2004","January 2, 2007","7,156,598",#7156598,True
27,,"10/437,680","Jacksonville, FL",Johnson & Johnson Vision Products Inc.,23182796,B29C 33/3842 (20130101); B29C 33/40 (20130101); B29C 33/44 (20130101); B29C 45/2673 (20130101); Y10S 425/808 (20130101); B29C 2045/2679 (20130101); B29L 2011/0041 (20130101); B29L 2031/757 (20130101),"May 14, 2003","January 2, 2007","7,156,638",#7156638,True
28,,"10/866,641","Troisdorf, DE",Reifenhauser GmbH & Co. Maschinenfabrik,33185895,D01D 4/06 (20130101); B29C 48/00 (20190201); B29C 48/05 (20190201); B29C 48/693 (20190201); B29C 48/705 (20190201); B29C 48/345 (20190201),"June 10, 2004","January 2, 2007","7,156,639",#7156639,True
29,,"11/184,384","Seoul, KR",LG Electronics Inc.,36091733,H01R 35/04 (20130101); H01R 13/6675 (20130101); H01R 24/68 (20130101); H01R 2103/00 (20130101),"July 18, 2005","January 2, 2007","7,156,673",#7156673,True
30,,"11/127,126","Tokyo, JP","The Yokohama Rubber Co., Ltd.",27482250,A63B 53/00 (20130101); A63B 53/047 (20130101); A63B 60/46 (20151001); A63B 53/0466 (20130101); A63B 2053/005 (20130101); A63B 2053/0408 (20130101); A63B 2060/002 (20151001); A63B 60/42 (20151001),"May 12, 2005","January 2, 2007","7,156,749",#7156749,True
31,,"10/189,117","Calumet City, ILCasner, Jr.; Kenneth","Casner, Sr.; Kenneth",29999617,A63B 53/0487 (20130101); A63B 2053/0433 (20130101),"July 2, 2002","January 2, 2007","7,156,753",#7156753,True
32,,"10/694,320",,,37592216,A63B 63/08 (20130101); A63B 67/002 (20130101); A63B 2243/0037 (20130101); A63B 2243/0066 (20130101),"October 27, 2003","January 2, 2007","7,156,762",#7156762,True
33,,"10/934,183","Friedrichshafen, DE",ZF Friedrichshafen AG,34223335,F16H 3/666 (20130101); F16H 2200/006 (20130101); F16H 2200/0091 (20130101); F16H 2200/201 (20130101); F16H 2200/2097 (20130101),"September 3, 2004","January 2, 2007","7,156,767",#7156767,True
34,,"10/223,674","Raynham, MA","DePuy Spine, Inc.",31715187,A61F 2/0095 (20130101); A61F 2/4644 (20130101); A61F 2002/2835 (20130101); A61F 2002/4693 (20130101); A61B 2050/0064 (20160201); A61B 2050/0079 (20160201); A61B 2050/0083 (20160201); A61B 2050/005 (20160201); A61B 2050/006 (20160201); A61B 50/33 (20160201),"August 19, 2002","January 2, 2007","7,156,803",#7156803,True
35,,"11/229,414","Minneapolis, MN","Medtronic, Inc.",32718882,A61B 18/14 (20130101); A61B 18/1482 (20130101); A61B 2018/00005 (20130101); A61B 2018/00053 (20130101); A61B 2018/00291 (20130101); A61B 2018/00642 (20130101); A61B 2018/00702 (20130101); A61B 2018/00791 (20130101); A61B 2018/00875 (20130101); A61B 2018/126 (20130101); A61B 2018/1472 (20130101); A61B 2218/002 (20130101); A61B 2218/007 (20130101),"September 16, 2005","January 2, 2007","7,156,845",#7156845,True
36,,"10/478,861","Paris, FR",Universite Pierre & Marie Curie,8863842,C23C 22/34 (20130101); C23C 22/57 (20130101); Y02T 50/6765 (20180501); Y02T 50/67 (20130101),"May 31, 2002","January 2, 2007","7,156,905",#7156905,True
37,,"10/915,928","Red Bud, IL","The Material Works, Ltd.",33097789,B08B 1/02 (20130101); B08B 1/04 (20130101); B21B 45/06 (20130101); B21B 45/0218 (20130101); B21B 45/0251 (20130101); B21B 45/0287 (20130101); B21B 45/04 (20130101); B21B 2015/0071 (20130101); Y10T 29/4533 (20150115); Y10T 29/4567 (20150115); Y10T 29/4517 (20150115),"August 11, 2004","January 2, 2007","7,156,926",#7156926,True
38,,"10/728,138","Curacao, AN",Velcro Industries B.V.,32469517,A44B 18/0011 (20130101); B32B 5/06 (20130101); D04H 11/00 (20130101); D04H 11/08 (20130101); D04H 18/02 (20130101); B32B 27/32 (20130101); B32B 27/12 (20130101); B32B 3/266 (20130101); B32B 2309/105 (20130101); B32B 2262/02 (20130101); B32B 2038/008 (20130101); B32B 2307/72 (20130101); B32B 2555/02 (20130101),"December 3, 2003","January 2, 2007","7,156,937",#7156937,True
39,,"10/467,201","Sakai, JP","Daicel Chemical Industries, Ltd.",18980040,B01J 20/26 (20130101); B01J 20/262 (20130101); B01J 20/265 (20130101); B01J 20/285 (20130101); B01J 20/29 (20130101); B01J 20/3253 (20130101); C07B 57/00 (20130101); B01D 15/3833 (20130101); B01J 2220/54 (20130101),"April 25, 2002","January 2, 2007","7,156,989",#7156989,True
40,,"10/887,034",,,34079148,C14C 9/00 (20130101); D06M 13/005 (20130101); D06M 13/35 (20130101); D06M 13/358 (20130101); D06M 15/277 (20130101); D06M 15/576 (20130101); D06M 15/643 (20130101); D06M 23/06 (20130101); D06M 2200/25 (20130101),"July 8, 2004","January 2, 2007","7,157,018",#7157018,True
41,,"10/196,946","Pohang, KR",Pohang University of Science and Technology Foundation,19712252,B01L 3/502715 (20130101); G01N 21/05 (20130101); G01N 21/59 (20130101); B01L 3/502707 (20130101); B01L 2200/10 (20130101); B01L 2300/0654 (20130101); G01N 2021/058 (20130101); G01N 2021/0346 (20130101),"July 18, 2002","January 2, 2007","7,157,053",#7157053,True
42,,"10/949,675","Idaho Falls, ID","Battelle Energy Alliance, LLC",36653439,C22B 3/0005 (20130101); C22B 30/06 (20130101); C22B 60/00 (20130101); C22B 60/0295 (20130101); G21G 4/00 (20130101); Y02P 10/234 (20151101),"September 24, 2004","January 2, 2007","7,157,061",#7157061,True
43,,"10/651,799",,,31983567,A23L 2/02 (20130101); A23L 2/52 (20130101); A23L 2/54 (20130101); A23V 2002/00 (20130101); A23V 2002/00 (20130101); A23V 2250/708 (20130101); A23V 2250/704 (20130101); A23V 2250/702 (20130101); A23V 2250/71 (20130101); A23V 2250/712 (20130101); A23V 2250/714 (20130101); A23V 2250/156 (20130101),"August 29, 2003","January 2, 2007","7,157,109",#7157109,True
44,,"10/173,299","Minami-Ashigara, JP","Fuji Photo Film Co., Ltd.",26617173,B41M 5/368 (20130101); G03F 7/0007 (20130101); B41C 1/1041 (20130101); G03F 7/0035 (20130101),"June 18, 2002","January 2, 2007","7,157,193",#7157193,True
45,,"10/275,092","London, GB",AstraZeneca UK Limited,9891211,C07C 67/03 (20130101); C07C 69/675 (20130101); C07D 319/06 (20130101); C12P 7/62 (20130101); C12P 17/06 (20130101); C07C 67/03 (20130101); C07C 69/716 (20130101),"May 1, 2001","January 2, 2007","7,157,255",#7157255,True
46,,"11/050,559","South San Francisco, CA","Genentech, Inc.",34811903,C07K 14/47 (20130101),"February 2, 2005","January 2, 2007","7,157,267",#7157267,True
47,,"10/319,492","Cambridge, CA",Spectromedical Inc.,46282104,G01N 33/72 (20130101); G01N 33/96 (20130101); G01N 2496/15 (20130101); Y10T 436/106664 (20150115); Y10T 436/103332 (20150115); Y10T 436/10 (20150115); Y10T 436/105831 (20150115),"March 7, 2003","January 2, 2007","7,157,282",#7157282,True
48,,"10/655,699","Boise, ID","Micron Technology, Inc.",34226178,C23C 16/0272 (20130101); C23C 16/402 (20130101); H01L 21/02145 (20130101); H01L 21/02164 (20130101); H01L 21/02214 (20130101); H01L 21/02271 (20130101); H01L 21/31612 (20130101); H01L 21/76227 (20130101),"September 5, 2003","January 2, 2007","7,157,385",#7157385,True
49,,"10/251,610","Neenah, WI","Kimberly-Clark Worldwide, Inc.",31992780,A61K 8/0208 (20130101); A61K 8/8152 (20130101); A61Q 19/00 (20130101); C08F 8/44 (20130101); A61K 2800/5426 (20130101); Y10T 442/2352 (20150401); Y10T 442/60 (20150401); Y10T 442/2508 (20150401); Y10T 442/2525 (20150401); Y10T 442/689 (20150401),"September 20, 2002","January 2, 2007","7,157,389",#7157389,True
50,,"10/893,479",,,35600173,C04B 35/6261 (20130101); C04B 35/62625 (20130101); C04B 35/6303 (20130101); C04B 35/593 (20130101); C04B 35/5935 (20130101); C04B 2235/3206 (20130101); C04B 2235/3225 (20130101); C04B 2235/3232 (20130101); C04B 2235/3248 (20130101); C04B 2235/3418 (20130101); C04B 2235/3445 (20130101); C04B 2235/36 (20130101); C04B 2235/3865 (20130101); C04B 2235/3878 (20130101); C04B 2235/3895 (20130101); C04B 2235/5276 (20130101); C04B 2235/5436 (20130101); C04B 2235/5445 (20130101); C04B 2235/77 (20130101); C04B 2235/80 (20130101); C04B 2235/96 (20130101); B23B 2222/14 (20130101),"July 17, 2004","January 2, 2007","7,157,394",#7157394,True
51,,"10/620,041","Houston, TX",M-I LLC,32033306,C09K 8/12 (20130101); C09K 8/604 (20130101); C09K 8/68 (20130101); C09K 2208/30 (20130101),"July 15, 2003","January 2, 2007","7,157,409",#7157409,True
52,,"10/788,041","Cedex, FRAventis Pharmaceuticals Inc.",Aventis Pharma S.A.,37568350,A61K 31/727 (20130101),"February 27, 2004","January 2, 2007","7,157,445",#7157445,True
53,,"10/181,051","Leverkusen, DE",Bayer HealthCare AG,7934434,A61K 31/5377 (20130101); C07D 333/38 (20130101); C07D 409/12 (20130101); C07D 413/10 (20130101); C07D 498/04 (20130101); C07D 413/14 (20130101); C07D 417/14 (20130101); C07D 495/04 (20130101); C07D 413/12 (20130101),"December 11, 2000","January 2, 2007","7,157,456",#7157456,True
54,,"11/115,394","Tokyo, JP","Taiho Pharmaceutical Co., Ltd.",35187886,A61K 31/513 (20130101); A61K 31/7072 (20130101),"April 27, 2005","January 2, 2007","7,157,459",#7157459,True
55,,"10/466,249","Indianapolis, IN",Eli Lilly and Company,23002443,C07D 209/44 (20130101); C07D 217/26 (20130101); C07D 401/12 (20130101); C07D 401/14 (20130101),"January 23, 2002","January 2, 2007","7,157,463",#7157463,True
56,,"10/080,471","Thousand Oaks, CA",Immunex Corporation,23033913,C07K 1/1133 (20130101); C07K 1/1136 (20130101); C07K 14/70575 (20130101),"February 22, 2002","January 2, 2007","7,157,557",#7157557,True
57,,"10/216,168","South San Francisco, CA","Genentech, Inc.",22384629,C07K 14/47 (20130101); G01N 33/574 (20130101); C07K 14/705 (20130101),"August 9, 2002","January 2, 2007","7,157,558",#7157558,True
58,,"11/030,110","Hsinchu, TW",Industrial Technology Research Institute,36099645,C12N 15/85 (20130101); G01N 33/5067 (20130101); C12N 2830/008 (20130101); C12N 2830/85 (20130101); G01N 2800/52 (20130101),"January 7, 2005","January 2, 2007","7,157,571",#7157571,True
59,,"10/770,508","Chiba, JP","Shinjo Co., Ltd.",33447855,G10D 3/163 (20130101),"February 4, 2004","January 2, 2007","7,157,635",#7157635,True
60,,"11/256,355","Munich, DE",BSH Bosch und Siemens Hausgeraete GmbH,33154433,F24C 15/04 (20130101); F24C 15/008 (20130101); F21W 2131/307 (20130101),"October 21, 2005","January 2, 2007","7,157,667",#7157667,True
61,,"10/559,733","Madison, WI",Imago Scientific Instruments Corporation,33551590,B82Y 15/00 (20130101); H01J 37/05 (20130101); H01J 37/10 (20130101); H01J 37/285 (20130101); H01J 2237/024 (20130101); H01J 2237/0492 (20130101); H01J 2237/053 (20130101); H01J 2237/244 (20130101),"May 26, 2004","January 2, 2007","7,157,702",#7157702,True
62,,"10/837,068","Ann Arbor, MI",The Regents of the University of Michigan,35186147,G01T 1/18 (20130101),"April 30, 2004","January 2, 2007","7,157,718",#7157718,True
63,,"10/169,413","Tokyo, JP",Sony Corporation,26603295,H01G 4/005 (20130101); H01G 4/008 (20130101); H01L 28/60 (20130101); H01L 28/75 (20130101); H01L 28/55 (20130101),"November 1, 2001","January 2, 2007","7,157,738",#7157738,True
64,,"10/855,032","Santa Clara, CA",Intel Corporation,27732743,H01L 21/76804 (20130101); H01L 21/76807 (20130101); H01L 21/76831 (20130101); H01L 21/76898 (20130101); H01L 23/544 (20130101); H01L 25/0657 (20130101); H01L 25/50 (20130101); H01L 2223/54426 (20130101); H01L 2223/54473 (20130101); H01L 2224/0557 (20130101); H01L 2224/13025 (20130101); H01L 2224/81894 (20130101); H01L 2225/06513 (20130101); H01L 2225/06524 (20130101); H01L 2225/06541 (20130101); H01L 2225/06589 (20130101); H01L 2924/01079 (20130101); H01L 2924/0002 (20130101); H01L 2924/0002 (20130101); H01L 2224/05552 (20130101); H01L 2924/13091 (20130101); H01L 2224/80895 (20130101); H01L 2224/8083 (20130101); H01L 2224/0401 (20130101); H01L 2224/94 (20130101); H01L 2224/94 (20130101); H01L 2224/81 (20130101); H01L 2224/94 (20130101); H01L 2224/83 (20130101),"May 26, 2004","January 2, 2007","7,157,787",#7157787,True
65,,"11/136,110","Osaka, JP","Matsushita Electric Industrial Co., Ltd.",35424255,H01L 23/5389 (20130101); H01L 24/24 (20130101); H01L 24/82 (20130101); H01L 25/0657 (20130101); H01L 24/50 (20130101); H01L 24/86 (20130101); H01L 2224/2402 (20130101); H01L 2224/24051 (20130101); H01L 2224/24145 (20130101); H01L 2224/24226 (20130101); H01L 2224/24227 (20130101); H01L 2224/32225 (20130101); H01L 2224/48091 (20130101); H01L 2224/48227 (20130101); H01L 2224/92 (20130101); H01L 2224/92244 (20130101); H01L 2225/0651 (20130101); H01L 2225/06517 (20130101); H01L 2225/06524 (20130101); H01L 2225/06551 (20130101); H01L 2924/01013 (20130101); H01L 2924/01015 (20130101); H01L 2924/01027 (20130101); H01L 2924/01029 (20130101); H01L 2924/01033 (20130101); H01L 2924/01049 (20130101); H01L 2924/01058 (20130101); H01L 2924/01064 (20130101); H01L 2924/01078 (20130101); H01L 2924/01079 (20130101); H01L 2924/01082 (20130101); H01L 2924/09701 (20130101); H01L 2924/14 (20130101); H01L 2924/15153 (20130101); H01L 2924/15165 (20130101); H01L 2924/15311 (20130101); H01L 2924/1532 (20130101); H01L 2924/19043 (20130101); H01L 2924/3011 (20130101); H01L 2924/3025 (20130101); H01L 2224/92 (20130101); H01L 2224/83 (20130101); H01L 2224/82 (20130101); H01L 2224/48091 (20130101); H01L 2924/00014 (20130101); H01L 2924/15165 (20130101); H01L 2924/15153 (20130101); H01L 2224/24227 (20130101); H01L 2924/15165 (20130101); H01L 2224/32145 (20130101); H01L 2224/48247 (20130101); H01L 2224/73265 (20130101); H01L 24/48 (20130101); H01L 2924/01005 (20130101); H01L 2924/01006 (20130101); H01L 2924/01023 (20130101); H01L 2924/01047 (20130101); H01L 2924/014 (20130101); H01L 2224/73204 (20130101); H01L 2224/16225 (20130101); H01L 2224/32225 (20130101); H01L 2924/00 (20130101); H01L 2224/16225 (20130101); H01L 2224/73204 (20130101); H01L 2224/45144 (20130101); H01L 2924/12041 (20130101); H01L 2924/15311 (20130101); H01L 2224/73204 (20130101); H01L 2224/16225 (20130101); H01L 2224/32225 (20130101); H01L 2924/00 (20130101); H01L 2924/00014 (20130101); H01L 2924/00014 (20130101); H01L 2224/05599 (20130101); H01L 2224/05573 (20130101); H01L 2224/05568 (20130101); H01L 2224/05624 (20130101); H01L 2224/05624 (20130101); H01L 2924/00014 (20130101); H01L 2224/45144 (20130101); H01L 2924/00014 (20130101); H01L 24/45 (20130101); H01L 2224/73265 (20130101); H01L 2224/32145 (20130101); H01L 2224/48247 (20130101); H01L 2924/00 (20130101); H01L 2224/73265 (20130101); H01L 2224/32225 (20130101); H01L 2224/48227 (20130101); H01L 2924/00 (20130101); H01L 2224/73265 (20130101); H01L 2224/32145 (20130101); H01L 2224/48227 (20130101); H01L 2924/00 (20130101); H01L 2924/15311 (20130101); H01L 2224/32225 (20130101); H01L 2224/73265 (20130101); H01L 2924/00 (20130101); H01L 2224/48227 (20130101),"May 24, 2005","January 2, 2007","7,157,789",#7157789,True
66,,"11/145,227","Kawasaki, JP",Fujitsu Limited,36260886,H01L 23/53238 (20130101); H01L 27/105 (20130101); H01L 27/115 (20130101); H01L 27/11521 (20130101); G11C 16/0416 (20130101); H01L 2924/0002 (20130101); H01L 2924/0002 (20130101); H01L 2924/00 (20130101),"June 6, 2005","January 2, 2007","7,157,797",#7157797,True
67,,"11/190,809","Aichi-ken, JPAismagama Seiki Co., Ltd.","Aisin AW Co., Ltd",35942179,G01D 5/2046 (20130101),"July 28, 2005","January 2, 2007","7,157,820",#7157820,True
68,,"10/404,090","Uppsala, SE",Piezomotor Uppsala AB,33096884,H02N 2/0015 (20130101); H02N 2/026 (20130101); H02N 2/065 (20130101),"April 2, 2003","January 2, 2007","7,157,830",#7157830,True
69,,"11/293,430","Stafford, TX",Southwest Electronic Energy Corporation,37592287,H02J 7/0016 (20130101); H02J 7/0024 (20130101),"December 2, 2005","January 2, 2007","7,157,881",#7157881,True
70,,"11/415,465",KR,"Samsung Electronics Co., Ltd.",36931463,H03K 17/04106 (20130101); H03M 1/685 (20130101); H03M 1/687 (20130101); H03M 1/745 (20130101); H03M 1/747 (20130101),"May 1, 2006","January 2, 2007","7,157,941",#7157941,True
71,,"11/007,546","Tokyo, JP",Seiko Epson Corporation,36573513,H03D 13/002 (20130101); H03L 7/085 (20130101); H03L 7/095 (20130101),"December 8, 2004","January 2, 2007","7,157,942",#7157942,True
72,,"10/731,393","Santa Clara, CA",Intel Corporation,34634353,G01R 19/16552 (20130101); H04B 15/005 (20130101),"December 9, 2003","January 2, 2007","7,157,947",#7157947,True
73,,"10/937,911","Milpitas, CA",LSI Logic Corporation,36033238,G11C 7/1066 (20130101); G11C 7/22 (20130101); G11C 7/222 (20130101); G11C 11/4076 (20130101); H03L 7/0805 (20130101); H03L 7/085 (20130101); H03L 7/0995 (20130101),"September 10, 2004","January 2, 2007","7,157,948",#7157948,True
74,,"10/879,232","Tokyo, JP","Oki Electric Industry, Co., Ltd.",34074505,G07C 9/00182 (20130101),"June 30, 2004","January 2, 2007","7,158,007",#7158007,True
75,,"10/705,685","Boise, ID","Micron Technology, Inc.",33494331,G01S 13/758 (20130101); G01S 13/767 (20130101); G06K 19/0702 (20130101); G06K 19/0723 (20130101); G06K 19/0728 (20130101); G06K 19/073 (20130101); G06K 19/07749 (20130101); G06K 19/07758 (20130101); G06K 19/0776 (20130101); G06K 19/07786 (20130101); H04L 29/12254 (20130101); H04L 29/12264 (20130101); H04L 29/12311 (20130101); H04L 29/12801 (20130101); H04L 29/12839 (20130101); H04L 61/2038 (20130101); H04L 61/2046 (20130101); H04L 61/2084 (20130101); H04L 61/6004 (20130101); H04L 61/6022 (20130101); G07B 2017/00629 (20130101),"November 10, 2003","January 2, 2007","7,158,031",#7158031,True
76,,"09/934,739","San Jose, CA",Immersion Corporation,26690330,A63F 13/285 (20140902); A63F 13/10 (20130101); B25J 9/1689 (20130101); G05G 9/047 (20130101); G06F 3/016 (20130101); G06F 3/0383 (20130101); A63F 13/573 (20140902); A63F 13/577 (20140902); A63F 13/812 (20140902); A63B 24/00 (20130101); A63F 2300/1025 (20130101); A63F 2300/1037 (20130101); A63F 2300/64 (20130101); A63F 2300/8011 (20130101); G05G 2009/04766 (20130101); G05G 2009/04777 (20130101); G06F 2203/014 (20130101); G06F 2203/015 (20130101); H01H 2003/008 (20130101); H04L 67/38 (20130101); A63F 13/335 (20140902); A63F 11/0051 (20130101),"August 22, 2001","January 2, 2007","7,158,112",#7158112,True
77,,"09/270,256","Christchurch, BB",ATI International SRL,37592316,G06F 3/1438 (20130101),"March 15, 1999","January 2, 2007","7,158,140",#7158140,True
78,,"10/923,808","Kanagawa, JP","Fuji Photo Film Co., Ltd.",34280197,B41J 2/32 (20130101); B41J 2/355 (20130101); G03C 1/49881 (20130101); G03D 13/002 (20130101); G03C 1/498 (20130101); G03C 1/498 (20130101); G03C 2001/7425 (20130101),"August 24, 2004","January 2, 2007","7,158,164",#7158164,True
