,Applicant Country,Applicant Number,Assignee Location,Assignee Name,Family ID,Fields,File Date,Patent Date,Patent Number,Title (Patent Number),fetched
10,,"11/894,844","Cary, IL",Seaquistperfect Dispensing L.L.C.,40378427,B65D 83/205 (20130101); B65D 83/206 (20130101); B65D 83/22 (20130101); B65D 83/46 (20130101); B65D 83/306 (20130101),"August 22, 2007","January 4, 2011","7,861,894",#7861894,True
11,,"12/553,431","Incline Village, NV","Quantum Corporation of New York, Inc.",39739353,G06Q 10/02 (20130101); G06Q 20/045 (20130101); G06Q 20/10 (20130101); G06Q 20/12 (20130101); G06Q 20/343 (20130101); G07F 17/42 (20130101); G06Q 30/0229 (20130101); G06Q 30/0235 (20130101); G07F 7/02 (20130101); G07F 17/0014 (20130101); G06Q 20/3678 (20130101); G07B 15/00 (20130101),"September 3, 2009","January 4, 2011","7,861,929",#7861929,True
12,,"11/948,986",,,46329878,E04F 10/0662 (20130101); F21V 33/006 (20130101); F21V 19/006 (20130101),"November 30, 2007","January 4, 2011","7,861,990",#7861990,True
13,,"12/217,802","Luxembourg, LU",BWI Company Limited S.A.,38476625,B60G 21/0555 (20130101); B60G 2202/135 (20130101); B60G 2202/413 (20130101); B60G 2202/414 (20130101); B60G 2204/62 (20130101); B60G 2800/9122 (20130101); B60G 2206/0116 (20130101); B60G 2400/51 (20130101); B60G 2600/26 (20130101); B60G 2800/012 (20130101); B60G 2204/81 (20130101),"July 9, 2008","January 4, 2011","7,862,052",#7862052,True
14,,"11/747,878","Taipei, TW","Wonderland Nurserygoods Co., Ltd",39968617,B62B 9/26 (20130101),"May 11, 2007","January 4, 2011","7,862,069",#7862069,True
15,,"11/923,441","Tokyo, JP",Seiko Epson Corporation,39329582,B41J 2/04581 (20130101); B41J 2/04588 (20130101); B41J 2/04596 (20130101); B41J 2/14274 (20130101); B41J 2/04593 (20130101); B41J 2002/14419 (20130101),"October 24, 2007","January 4, 2011","7,862,135",#7862135,True
16,,"12/209,497","Culbertson, NE","Golight, Inc.",42005743,B60Q 1/24 (20130101); B60Q 1/2615 (20130101); F21V 21/30 (20130101); F21V 21/096 (20130101); F21S 8/003 (20130101),"September 12, 2008","January 4, 2011","7,862,197",#7862197,True
17,,"11/492,550","Sylan Lake, MI","Stone Soap Company, Inc.",38982283,B01F 5/0206 (20130101); B01F 1/0022 (20130101),"July 25, 2006","January 4, 2011","7,862,225",#7862225,True
18,,"11/862,831","Boise, ID","Micron Technology, Inc.",40508256,G01K 7/30 (20130101); G01K 15/00 (20130101); G01K 7/34 (20130101),"September 27, 2007","January 4, 2011","7,862,232",#7862232,True
19,,"11/840,089","Edmonton, CA",CRC-Evans Canada Ltd.,40363078,F16L 1/24 (20130101),"August 16, 2007","January 4, 2011","7,862,256",#7862256,True
20,,"12/434,043","Moline, IL",Deere & Company,42470696,A01D 41/1217 (20130101),"May 1, 2009","January 4, 2011","7,862,286",#7862286,True
21,,"12/231,508",HK Ltd.,Multiway Industries,42266766,H01R 13/70 (20130101); H01R 31/02 (20130101); H01R 25/003 (20130101); H01R 13/72 (20130101),"September 3, 2008","January 4, 2011","7,862,385",#7862385,True
22,,"12/150,360",,,39967727,B24B 11/10 (20130101); B24B 11/02 (20130101),"April 28, 2008","January 4, 2011","7,862,403",#7862403,True
23,,"12/569,199","Reno, NV",IGT,36090457,G07F 17/3293 (20130101); G07F 17/32 (20130101),"September 29, 2009","January 4, 2011","7,862,417",#7862417,True
24,,"12/143,373","Palo Alto, CA","Pelikan Technologies, Inc.",38518839,A61B 5/15146 (20130101); A61B 5/15178 (20130101); A61B 5/150061 (20130101); A61B 5/150099 (20130101); A61B 5/150152 (20130101); A61B 5/150167 (20130101); A61B 5/150175 (20130101); A61B 5/150221 (20130101); A61B 5/150358 (20130101); A61B 5/150427 (20130101); A61B 5/150503 (20130101); A61B 5/150572 (20130101); A61B 5/15087 (20130101); A61B 5/15113 (20130101); A61B 5/15117 (20130101); A61B 5/15123 (20130101); A61B 5/15153 (20130101); A61B 5/15163 (20130101); A61B 5/15169 (20130101); A61B 5/15171 (20130101); A61B 5/15174 (20130101); A61B 5/15176 (20130101); A61B 5/15184 (20130101); A61B 5/15186 (20130101); A61B 5/157 (20130101); A61B 5/150022 (20130101),"June 20, 2008","January 4, 2011","7,862,520",#7862520,True
25,,"11/748,844",N/A,East China University of Science & Technology,38702794,C10J 3/485 (20130101); C10J 3/76 (20130101); C10J 3/845 (20130101); C10K 1/101 (20130101); C10J 3/506 (20130101); Y02E 50/32 (20130101); C10J 2200/09 (20130101); C10J 2200/152 (20130101); C10J 2300/0916 (20130101); C10J 2300/093 (20130101); C10J 2300/0933 (20130101); C10J 2300/0943 (20130101); C10J 2300/0946 (20130101); C10J 2300/1659 (20130101); C10J 2300/1665 (20130101); Y02E 20/18 (20130101); Y02E 50/18 (20130101),"May 15, 2007","January 4, 2011","7,862,632",#7862632,True
26,,"11/402,545","Cary, NC","Biolink Life Sciences, Inc.",37083420,A61K 31/19 (20130101); A61K 31/385 (20130101); A61K 33/06 (20130101); A23L 33/16 (20160801); A61K 33/24 (20130101); A61K 31/19 (20130101); A61K 31/385 (20130101); A61K 33/06 (20130101); A61K 33/24 (20130101); A23V 2002/00 (20130101); A61K 2300/00 (20130101); A61K 2300/00 (20130101); A61K 2300/00 (20130101); A61K 2300/00 (20130101); A23V 2002/00 (20130101); A23V 2200/32 (20130101); A23V 2250/1578 (20130101),"April 12, 2006","January 4, 2011","7,862,836",#7862836,True
27,,"11/597,503","Tokyo, JP",Fujifilm Corporation,35428292,B41M 5/0041 (20130101); B41M 5/30 (20130101); B41M 5/42 (20130101); B41M 2205/12 (20130101); B41M 2205/04 (20130101),"May 23, 2005","January 4, 2011","7,862,861",#7862861,True
28,,"12/090,280","Tokyo, JP","Konica Minolta Business Technologies, Inc.",37962356,G03G 15/162 (20130101); G03G 2215/0135 (20130101); Y10T 428/24802 (20150115); Y10T 428/252 (20150115); Y10T 428/24893 (20150115); Y10T 428/24851 (20150115); Y10T 428/24926 (20150115),"October 10, 2006","January 4, 2011","7,862,883",#7862883,True
29,,"11/640,979","Miyagi, JPKabushiki Kaisha Toshiba",Tohoku University,38173968,G11B 5/7325 (20130101),"December 19, 2006","January 4, 2011","7,862,915",#7862915,True
30,,"11/874,499","Los Angeles, CA","Sidkar Technologies, Inc.",40508809,C01B 3/047 (20130101); C12M 21/04 (20130101); C12P 3/00 (20130101); C12M 21/18 (20130101); Y02P 30/30 (20151101); Y02E 60/364 (20130101),"October 18, 2007","January 4, 2011","7,863,028",#7863028,True
31,,"12/581,632","Hercules, CA","Bio-Rad Laboratories, Inc.",36697336,C09B 23/105 (20130101); C09B 23/107 (20130101); G01N 33/6803 (20130101); G01N 33/582 (20130101); G01N 2458/00 (20130101),"October 19, 2009","January 4, 2011","7,863,048",#7863048,True
32,,"12/292,632","Seoul, KR","LG Display Co., Ltd.",41378665,H01L 51/5221 (20130101); H01L 27/3244 (20130101); H01L 51/56 (20130101),"November 21, 2008","January 4, 2011","7,863,064",#7863064,True
33,,"12/026,131","San Diego, CA","Qualcomm MEMS Technologies, Inc.",40931385,G02B 26/001 (20130101),"February 5, 2008","January 4, 2011","7,863,079",#7863079,True
34,,"11/775,657",KR,"Samsung Electronics Co., Ltd.",40135517,H01L 27/115 (20130101); H01L 27/11521 (20130101); H01L 45/06 (20130101); H01L 45/1233 (20130101); H01L 27/2436 (20130101); H01L 45/144 (20130101); H01L 45/16 (20130101); H01L 27/2409 (20130101); H01L 45/126 (20130101),"July 10, 2007","January 4, 2011","7,863,173",#7863173,True
35,,"10/427,306","Belmont, MA",The McLean Hospital Corporation,27392624,A61K 31/137 (20130101); A61K 31/14 (20130101); A61K 31/198 (20130101); A61K 31/513 (20130101); A61K 31/685 (20130101); A61K 31/7068 (20130101); A61K 31/7072 (20130101); A61K 31/7076 (20130101); A61K 45/06 (20130101); A61K 31/14 (20130101); A61K 31/198 (20130101); A61K 31/513 (20130101); A61K 31/7068 (20130101); A61K 31/7076 (20130101); A61K 31/685 (20130101); A61K 2300/00 (20130101); A61K 2300/00 (20130101); A61K 2300/00 (20130101); A61K 2300/00 (20130101); A61K 2300/00 (20130101); A61K 2300/00 (20130101),"May 1, 2003","January 4, 2011","7,863,254",#7863254,True
36,,"10/380,471","Humlebaek, DK",Coloplast A/S,8159754,A01N 43/50 (20130101); A01N 43/54 (20130101); C07D 239/62 (20130101); C07D 233/88 (20130101); C07D 233/80 (20130101); C07D 233/74 (20130101); A61L 29/16 (20130101); A61L 29/085 (20130101); A01N 59/16 (20130101); A61L 26/0066 (20130101); A01N 59/16 (20130101); A01N 59/16 (20130101); A01N 43/54 (20130101); A01N 43/50 (20130101); A01N 25/34 (20130101); A01N 25/22 (20130101); A01N 25/16 (20130101); A01N 25/04 (20130101); A01N 59/16 (20130101); A61L 2300/802 (20130101); A61L 2300/404 (20130101); A61L 2300/104 (20130101); A01N 2300/00 (20130101),"September 26, 2001","January 4, 2011","7,863,264",#7863264,True
37,,"11/359,713","Carlsbad, CA",Life Technologies Corporation,27558593,G01N 27/44752 (20130101); G01N 27/44747 (20130101),"February 21, 2006","January 4, 2011","7,863,357",#7863357,True
38,,"11/513,112","Tokyo, JP",Asahi Kasei Chemicals Corporation,39152658,C08L 53/025 (20130101); C08L 53/02 (20130101); C08L 25/12 (20130101); C08L 23/0815 (20130101); C08L 25/06 (20130101); C08L 23/0815 (20130101); C08L 23/0815 (20130101); C08L 25/06 (20130101); C08L 25/12 (20130101); C08L 53/02 (20130101); C08L 53/02 (20130101); C08L 53/025 (20130101); C08L 53/025 (20130101); C08F 210/16 (20130101); C08F 210/18 (20130101); C08L 2314/06 (20130101); C08L 53/00 (20130101); C08L 23/08 (20130101); C08L 2666/08 (20130101); C08L 2666/24 (20130101); C08L 2666/02 (20130101); C08L 2666/02 (20130101); C08L 2666/02 (20130101); C08L 2666/04 (20130101); C08L 2666/02 (20130101); C08L 2666/04 (20130101); C08F 210/16 (20130101); C08F 210/14 (20130101); C08F 2500/17 (20130101); C08F 210/18 (20130101); C08F 210/06 (20130101); C08F 2500/25 (20130101); C08F 2500/17 (20130101); C08F 236/20 (20130101),"August 31, 2006","January 4, 2011","7,863,378",#7863378,True
39,,"10/727,335","Wilmington, DENorth Carolina State University",Pathogen Removal and Diagnostics Technologies Inc.,32469468,C07K 5/0808 (20130101); C07K 5/081 (20130101); C07K 5/0812 (20130101); C07K 5/0821 (20130101); C07K 14/47 (20130101); G01N 33/6896 (20130101); C07K 5/0819 (20130101); G01N 2800/2828 (20130101),"December 3, 2003","January 4, 2011","7,863,411",#7863411,True
40,,"11/910,984","Fukuoka, JP","Toyo Shinyaku Co., Ltd.",37115204,C07D 311/62 (20130101); A61K 36/15 (20130101),"April 13, 2006","January 4, 2011","7,863,466",#7863466,True
41,,"11/666,745","Hombrechtikon, CH",Mebes; Reto,35511271,C10L 3/06 (20130101); C10L 3/108 (20130101); F25C 5/00 (20130101); F25C 1/00 (20130101); F17C 11/007 (20130101); F25B 2315/003 (20130101),"October 28, 2005","January 4, 2011","7,863,491",#7863491,True
42,,"11/441,702","Irvine, CA","Aalnex, Inc.",39201020,A61F 15/002 (20130101); A61F 15/008 (20130101); A61F 13/0226 (20130101); A61M 1/0088 (20130101); A61F 13/022 (20130101); A61F 2007/0054 (20130101); A61F 2013/00187 (20130101); A61F 2013/00519 (20130101); A61F 2013/00536 (20130101); A61F 2013/00557 (20130101); A61M 1/0084 (20130101); A61M 2205/36 (20130101); A61F 2013/0054 (20130101),"May 26, 2006","January 4, 2011","7,863,495",#7863495,True
43,,"11/613,771","Midland, MI",Dow Global Technologies Inc.,39301648,C08K 3/04 (20130101); H01B 1/24 (20130101); C08K 3/04 (20130101); C08L 23/02 (20130101); Y10S 977/742 (20130101),"December 20, 2006","January 4, 2011","7,863,522",#7863522,True
44,,"12/149,512","Tokyo, JP","Hitachi, Ltd.",40135480,G01N 23/225 (20130101); H01J 37/026 (20130101); H01J 37/285 (20130101); H01J 37/29 (20130101); H01J 2237/2855 (20130101); H01J 2237/221 (20130101); H01J 2237/2446 (20130101); H01J 2237/24495 (20130101); H01J 2237/2482 (20130101); H01J 2237/0047 (20130101),"May 2, 2008","January 4, 2011","7,863,565",#7863565,True
45,,"09/455,745","Velizy Villacoublay, FR",Thomson-CSF Sextant,40352602,G02B 23/125 (20130101),"November 19, 1999","January 4, 2011","7,863,592",#7863592,True
46,,"12/545,024","Santa Clara, CA",National Semiconductor Corporation,39718376,H01L 21/823807 (20130101); H01L 21/823878 (20130101); H01L 21/823892 (20130101); H01L 29/1045 (20130101); H01L 29/66659 (20130101); H01L 29/7835 (20130101); H01L 29/665 (20130101); H01L 27/1203 (20130101),"August 20, 2009","January 4, 2011","7,863,681",#7863681,True
47,,"12/507,831","Milpitas, CA",LSI Corporation,39329146,H01L 23/49838 (20130101); H01L 23/49861 (20130101); H01L 23/50 (20130101); H01L 23/552 (20130101); H01L 23/585 (20130101); H01L 24/49 (20130101); H01L 23/3128 (20130101); H01L 2924/181 (20130101); H01L 2224/45144 (20130101); H01L 2224/48233 (20130101); H01L 2224/16225 (20130101); H01L 2924/014 (20130101); H01L 2924/01033 (20130101); H01L 2224/48227 (20130101); H01L 24/48 (20130101); H01L 2224/32225 (20130101); H01L 2924/3025 (20130101); H01L 2924/30107 (20130101); H01L 2924/30105 (20130101); H01L 2924/15311 (20130101); H01L 2924/1433 (20130101); H01L 2924/14 (20130101); H01L 24/45 (20130101); H01L 2224/45124 (20130101); H01L 2224/45139 (20130101); H01L 2224/45147 (20130101); H01L 2224/4903 (20130101); H01L 2224/49051 (20130101); H01L 2224/49171 (20130101); H01L 2224/4943 (20130101); H01L 2924/01013 (20130101); H01L 2924/01014 (20130101); H01L 2924/01029 (20130101); H01L 2924/01047 (20130101); H01L 2924/01079 (20130101); H01L 2924/10253 (20130101); H01L 2224/45124 (20130101); H01L 2924/00014 (20130101); H01L 2224/45139 (20130101); H01L 2924/00014 (20130101); H01L 2224/45147 (20130101); H01L 2924/00014 (20130101); H01L 2224/49171 (20130101); H01L 2224/48227 (20130101); H01L 2924/00 (20130101); H01L 2224/4903 (20130101); H01L 2224/48227 (20130101); H01L 2924/00 (20130101); H01L 2224/45144 (20130101); H01L 2924/00014 (20130101); H01L 2924/181 (20130101); H01L 2924/00012 (20130101),"July 23, 2009","January 4, 2011","7,863,716",#7863716,True
48,,"12/848,652","Tokyo, JP",Fujikura Ltd.,39841576,H01L 23/3114 (20130101); H01L 23/562 (20130101); H01L 24/13 (20130101); H01L 24/10 (20130101); H01L 2224/13 (20130101); H01L 2224/05655 (20130101); H01L 2224/05647 (20130101); H01L 2224/05644 (20130101); H01L 2224/05624 (20130101); H01L 2224/05147 (20130101); H01L 2224/05124 (20130101); H01L 2224/05001 (20130101); H01L 2224/05548 (20130101); H01L 2224/05022 (20130101); H01L 2924/014 (20130101); H01L 2924/01006 (20130101); H01L 2224/13099 (20130101); H01L 2224/16 (20130101); H01L 2924/01013 (20130101); H01L 2924/01029 (20130101); H01L 2924/01033 (20130101); H01L 2924/01078 (20130101); H01L 2924/01079 (20130101); H01L 2924/01082 (20130101); H01L 2924/14 (20130101); H01L 2924/01005 (20130101); H01L 2224/13 (20130101); H01L 2924/00 (20130101); H01L 2224/05624 (20130101); H01L 2924/00014 (20130101); H01L 2224/05644 (20130101); H01L 2924/00014 (20130101); H01L 2224/05647 (20130101); H01L 2924/00014 (20130101); H01L 2224/05655 (20130101); H01L 2924/00014 (20130101); H01L 2224/05124 (20130101); H01L 2924/00014 (20130101); H01L 2224/05147 (20130101); H01L 2924/00014 (20130101),"August 2, 2010","January 4, 2011","7,863,719",#7863719,True
49,,"12/114,884","Stuttgart, DE",Dr. Ing. h.c. F. Porsche AG,39829198,B62D 35/007 (20130101); Y02T 10/82 (20130101),"May 5, 2008","January 4, 2011","7,863,846",#7863846,True
50,,"11/789,142","Kariya, JPNippon Soken, Inc.",Denso Corporation,38565048,H03K 17/962 (20130101); H03K 2217/96073 (20130101); H03K 2217/96038 (20130101),"April 24, 2007","January 4, 2011","7,863,891",#7863891,True
51,,"11/578,387","Milan, IT",Esaote S.p.A.,34956329,G01R 33/383 (20130101),"May 2, 2005","January 4, 2011","7,863,899",#7863899,True
52,,"12/003,899","Suwon-si, Gyeonggi-do, KR","Samsung Electronics Co., Ltd.",39593722,G01R 31/31715 (20130101); G11C 29/56 (20130101); G11C 2029/5602 (20130101),"January 3, 2008","January 4, 2011","7,863,914",#7863914,True
53,,"12/168,588","Plan-les-Ouates, CH",ST-Ericsson SA,31970444,H03H 11/1291 (20130101); H03L 7/099 (20130101); H03L 7/0805 (20130101),"July 7, 2008","January 4, 2011","7,863,972",#7863972,True
54,,"12/068,586","Goleta, CA",Innovative Micro Technology,40952612,H01H 59/0009 (20130101); H01H 1/18 (20130101),"February 8, 2008","January 4, 2011","7,864,006",#7864006,True
55,,"10/525,417","Tokyo, JP",Canon Kabushiki Kaisha,28795775,G06T 11/60 (20130101); G06T 15/503 (20130101),"October 29, 2003","January 4, 2011","7,864,197",#7864197,True
56,,"12/190,631","Chiba, JP","Hitachi Displays, Ltd.",40362673,G02F 1/133555 (20130101); G02F 1/133371 (20130101); G02F 1/133512 (20130101); G02F 2202/40 (20130101); G02F 2001/134318 (20130101),"August 13, 2008","January 4, 2011","7,864,275",#7864275,True
57,,"11/866,877",KR,"ADP Engineering Co., Ltd.",39496563,G02F 1/1303 (20130101); G02F 1/1333 (20130101); G02F 2001/133354 (20130101),"October 3, 2007","January 4, 2011","7,864,289",#7864289,True
58,,"10/734,375","Tokyo, JP",Seiko Epson Corporation,32328387,H04N 1/00167 (20130101); H04N 1/00172 (20130101); H04N 1/00188 (20130101); H04N 1/00278 (20130101); H04N 1/00132 (20130101); H04N 2201/0055 (20130101); H04N 2201/0015 (20130101); H04N 2201/0022 (20130101); H04N 2201/0027 (20130101); H04N 2201/0049 (20130101),"December 12, 2003","January 4, 2011","7,864,350",#7864350,True
59,,"11/711,283","Tucson, AZ","DMetrix, Inc.",38232484,G02B 21/34 (20130101); G01N 2001/282 (20130101); G01N 2035/00772 (20130101),"February 27, 2007","January 4, 2011","7,864,380",#7864380,True
60,,"11/722,788","Petach Tikva, IL",ECI Telecom Ltd.,35892600,H04B 10/03 (20130101); H04B 10/0777 (20130101); H04B 2210/08 (20130101),"December 20, 2005","January 4, 2011","7,864,389",#7864389,True
61,,"11/566,509","Saint Paul, MN",3M Innovative Properties Company,39493630,C09K 9/00 (20130101); G02F 1/1525 (20130101); H01B 1/122 (20130101),"December 4, 2006","January 4, 2011","7,864,397",#7864397,True
62,,"12/727,691","Holland, MI",Donnelly Corporation,46327350,F21S 43/14 (20180101); G02F 1/161 (20130101); B60Q 1/24 (20130101); B60Q 1/2665 (20130101); B60R 1/088 (20130101); B60R 1/06 (20130101); G02B 5/0875 (20130101); G02B 5/10 (20130101); B60Q 1/34 (20130101); B60R 1/04 (20130101); B60R 1/1207 (20130101); G02F 1/157 (20130101); G02F 1/155 (20130101); G02F 1/163 (20130101); F21Y 2103/10 (20160801); F21Y 2115/10 (20160801); B60Q 2400/40 (20130101),"March 19, 2010","January 4, 2011","7,864,399",#7864399,True
63,,"11/856,403","Chicago, IL","U Chicago Argonne, LLC",40669476,G02B 21/14 (20130101); G21K 1/06 (20130101); G02B 5/189 (20130101); G21K 2207/005 (20130101); G21K 2201/06 (20130101); G21K 2201/067 (20130101),"September 17, 2007","January 4, 2011","7,864,415",#7864415,True
64,,"12/043,502","Tokyo, JP",Canon Kabushiki Kaisha,39774397,G03B 21/10 (20130101); H04N 5/7408 (20130101); G03B 21/28 (20130101); G03B 21/147 (20130101); H04N 9/3141 (20130101),"March 6, 2008","January 4, 2011","7,864,436",#7864436,True
65,,"11/829,125","Tokyo, JP","Hitachi, Ltd.",39188425,G11B 5/66 (20130101); G11B 5/82 (20130101); G11B 11/26 (20130101); G11B 11/002 (20130101); G11B 9/1418 (20130101); B82Y 10/00 (20130101); G11B 2005/001 (20130101),"July 27, 2007","January 4, 2011","7,864,473",#7864473,True
66,,"12/138,652","Tu-Cheng, Taipei Hsien, TW","Hon Hai Precision Industry Co., Ltd.",41062254,G06F 1/3203 (20130101); G06F 1/3246 (20130101); Y02D 50/20 (20180101); Y10T 307/944 (20150401),"June 13, 2008","January 4, 2011","7,864,499",#7864499,True
67,,"12/164,299","Gyeonggi-do, KR",Hynix Semiconductor Inc.,41200995,G11C 8/08 (20130101); G11C 11/4085 (20130101); G11C 11/406 (20130101); G11C 2211/4065 (20130101),"June 30, 2008","January 4, 2011","7,864,559",#7864559,True
68,,"11/067,095","Fountain Valley, CA",Kingston Technology Corporation,36935962,G11C 16/30 (20130101); G11C 16/20 (20130101),"February 25, 2005","January 4, 2011","7,864,615",#7864615,True
69,,"11/051,732","Basking Ridge, NJ",Avaya Inc.,36100851,H04L 51/12 (20130101); H04L 51/28 (20130101); H04L 67/322 (20130101); H04L 63/126 (20130101); H04L 29/12783 (20130101); H04L 61/35 (20130101); H04L 67/26 (20130101),"February 4, 2005","January 4, 2011","7,864,761",#7864761,True
70,,"11/095,650","Sunnyvale, CA","Juniper Networks, Inc.",15879760,H04L 12/5601 (20130101); H04L 2012/5629 (20130101); H04L 2012/5685 (20130101); H04L 2012/5663 (20130101); H04L 2012/5636 (20130101),"April 1, 2005","January 4, 2011","7,864,784",#7864784,True
71,,"12/189,307","Daejeon, KR",Electronics and Telecommunications Research Institute,40563420,H04N 21/23611 (20130101); H04N 21/242 (20130101); H04L 69/28 (20130101); H04L 65/80 (20130101); H04L 65/607 (20130101),"August 11, 2008","January 4, 2011","7,864,793",#7864793,True
72,,"11/670,548","Waterloo, CA",Research In Motion Limited,39676141,H04L 25/03866 (20130101); H04L 27/2626 (20130101); H04L 27/2615 (20130101); H04L 5/0007 (20130101); H04L 27/2647 (20130101),"February 2, 2007","January 4, 2011","7,864,875",#7864875,True
73,,"12/394,780","Munich, DE",Siemens Aktiengesellschaft,41010943,H01J 35/06 (20130101); H01J 2235/06 (20130101),"February 27, 2009","January 4, 2011","7,864,925",#7864925,True
74,,"11/166,456","Westford, MA","Aylus Networks, Inc.",37567266,H04L 65/1006 (20130101); H04L 67/142 (20130101); H04L 67/14 (20130101); H04L 65/1016 (20130101),"June 24, 2005","January 4, 2011","7,864,936",#7864936,True
75,,"11/288,574","San Jose, CA","Cisco Technology, Inc.",37865773,H04M 3/51 (20130101); H04M 3/42068 (20130101); H04M 2203/2061 (20130101); H04M 2203/2011 (20130101); H04M 3/5233 (20130101),"November 29, 2005","January 4, 2011","7,864,944",#7864944,True
76,,"11/325,346","Kanagawa, JP",Renesas Electronics Corporation,36640476,H03F 1/0211 (20130101); H03F 3/181 (20130101); H03F 1/0261 (20130101),"January 5, 2006","January 4, 2011","7,864,970",#7864970,True
77,,"11/569,664","Seoul, KRKyung Woo Systech Inc.","TMT Engineering Co., Ltd.",35784138,F24F 12/006 (20130101); F28D 19/041 (20130101); Y02B 30/563 (20130101),"July 13, 2005","January 4, 2011","7,865,074",#7865074,True
78,,"12/297,803","Osaka, JP",Panasonic Corporation,38624965,G02B 5/003 (20130101); G02B 7/02 (20130101); G03B 17/02 (20130101); G02B 27/0018 (20130101); H04N 5/2257 (20130101); H04N 5/35545 (20130101); H04N 5/2254 (20130101),"April 13, 2007","January 4, 2011","7,865,076",#7865076,True
79,,"11/153,922","Bellevue, WA","The Invention Science Fund I, LLC",37524663,H04W 8/186 (20130101); H04W 4/08 (20130101); H04M 1/7253 (20130101); H04W 88/02 (20130101),"June 14, 2005","January 4, 2011","7,865,140",#7865140,True
80,,"11/961,204","Wilmington, DE","ITT Manufacturing Enterprises, Inc.",40789239,H01L 25/0652 (20130101); H01L 23/66 (20130101); H01L 25/18 (20130101); H01L 25/0657 (20130101); H01L 2924/14 (20130101); H01L 2924/19041 (20130101); H01L 2924/19043 (20130101); H01L 2924/3011 (20130101); H01L 2924/0002 (20130101); H01L 2924/0002 (20130101); H01L 2924/00 (20130101),"December 20, 2007","January 4, 2011","7,865,165",#7865165,True
81,,"11/932,522","Sunnyvale, CA","Palm, Inc.",39113453,H04M 3/56 (20130101); H04M 1/72522 (20130101); H04M 1/274525 (20130101); H04M 1/72583 (20130101); H04M 2250/62 (20130101); H04M 1/274575 (20130101); H04M 1/72513 (20130101),"October 31, 2007","January 4, 2011","7,865,180",#7865180,True
