,Applicant Country,Applicant Number,Assignee Location,Assignee Name,Family ID,Fields,File Date,Patent Date,Patent Number,Title (Patent Number),fetched
22,,"08/626,314",JP,"NGK Insulators, Ltd.",13818863,G01N 27/12 (20130101); G01N 33/0037 (20130101); Y02A 50/245 (20180101),"April 2, 1996","January 6, 1998","5,705,129",#5705129,True
23,,"08/190,801","Santa Monica, CA",John Wayne Cancer Institute,26812912,C07K 14/47 (20130101); C07K 14/4748 (20130101); C07K 16/3053 (20130101); A61K 38/00 (20130101); A61K 39/00 (20130101); A61K 2039/505 (20130101); C07K 2317/21 (20130101); C07K 2319/00 (20130101); C07K 2317/34 (20130101),"February 1, 1994","January 6, 1998","5,705,159",#5705159,True
24,,"08/726,064",,,24917078,A23L 2/44 (20130101); A23L 2/54 (20130101); A23L 2/84 (20130101),"October 3, 1996","January 6, 1998","5,705,211",#5705211,True
25,,"08/530,783","New York, NY",U.S. Philips Corporation,8217208,G02F 1/133711 (20130101); Y10T 428/1018 (20150115),"September 19, 1995","January 6, 1998","5,705,220",#5705220,True
26,,"08/509,330","Mosio di Acquanegra, IT",Grazioli S.p.A.,11369404,B29C 45/14811 (20130101); B29K 2995/002 (20130101); B29K 2995/0026 (20130101); Y10T 428/31507 (20150401); Y10T 428/31699 (20150401); Y10T 428/31692 (20150401); Y10T 428/31909 (20150401); Y10T 428/24802 (20150115); Y10T 428/24959 (20150115); Y10T 428/24901 (20150115); Y10T 428/24868 (20150115); Y10T 428/269 (20150115),"July 31, 1995","January 6, 1998","5,705,255",#5705255,True
27,,"08/320,933","Detroit, MI",Detroit Diesel Corporation,24860033,B22C 1/00 (20130101); B22C 1/22 (20130101); B22C 9/00 (20130101); B22D 19/0009 (20130101); B22D 19/08 (20130101); F01N 13/102 (20130101); F02B 75/22 (20130101); F02F 1/24 (20130101); F02F 1/4214 (20130101); F02F 1/4264 (20130101); F02F 7/0087 (20130101); F02B 3/06 (20130101); F02B 2075/025 (20130101); F02B 2275/16 (20130101); F02F 2001/247 (20130101); F02F 2200/06 (20130101); F05C 2251/048 (20130101); Y10T 428/249969 (20150401); Y10T 428/249971 (20150401); Y10T 428/249974 (20150401); Y10T 428/249973 (20150401); Y10T 428/249967 (20150401); Y10T 428/24999 (20150401); Y10T 428/24997 (20150401); Y10T 428/249982 (20150401); Y10T 428/2993 (20150115); Y10T 428/252 (20150115); Y10T 29/49389 (20150115); Y10T 428/257 (20150115); Y10T 428/2982 (20150115),"October 11, 1994","January 6, 1998","5,705,266",#5705266,True
28,,"08/698,983","Wilmington, DE",E. I. Du Pont de Nemours and Company,24169307,C08F 8/30 (20130101); C08G 18/6279 (20130101); C08G 18/8087 (20130101); C08F 8/30 (20130101); C08F 20/00 (20130101); Y10T 428/3154 (20150401); Y10T 428/31544 (20150401),"October 28, 1996","January 6, 1998","5,705,276",#5705276,True
29,,"07/768,791","Pittsburgh, PA","PPG Industries, Inc.",25083492,C03C 17/3435 (20130101); C03C 17/3441 (20130101); C03C 17/36 (20130101); C03C 17/3605 (20130101); C03C 17/3607 (20130101); C03C 17/3615 (20130101); C03C 17/3618 (20130101); C03C 17/3626 (20130101); C03C 17/3642 (20130101); C03C 17/3652 (20130101); C03C 17/3689 (20130101); C03C 17/40 (20130101),"September 30, 1991","January 6, 1998","5,705,278",#5705278,True
30,,"08/504,684","Tokyo, JPKazuyuki Sigita","Toyo Ink Manufacturing Co., Ltd.",12087175,G03G 9/08722 (20130101); G03G 9/08795 (20130101),"July 20, 1995","January 6, 1998","5,705,304",#5705304,True
31,,"08/709,265","Pasadena, CA",California Institute of Technology,22601539,C12Q 1/6818 (20130101); C12Q 1/6825 (20130101); C07H 21/00 (20130101); C07H 23/00 (20130101); C12Q 1/6818 (20130101); C12Q 1/6825 (20130101); C12Q 1/6827 (20130101); C12Q 1/6818 (20130101); C12Q 1/6825 (20130101); C12Q 1/6825 (20130101); C12Q 1/6818 (20130101); C12Q 1/6825 (20130101); C12Q 1/6827 (20130101); C12Q 2565/101 (20130101); C12Q 2563/137 (20130101); C12Q 2563/113 (20130101); C12Q 2565/101 (20130101); C12Q 2563/137 (20130101); C12Q 2563/113 (20130101); C12Q 2563/113 (20130101); C12Q 2565/101 (20130101); C12Q 2563/113 (20130101); C12Q 2565/101 (20130101); C12Q 2563/113 (20130101); C12Q 2565/101 (20130101); C12Q 2563/113 (20130101); C12Q 2565/301 (20130101); C12Q 2565/1015 (20130101); C12Q 2537/101 (20130101),"September 6, 1996","January 6, 1998","5,705,348",#5705348,True
32,,"08/434,095","Philadelphia, PA",SmithKline Beecham Corporation,46249911,C07K 14/005 (20130101); C07K 16/1063 (20130101); C12N 9/6459 (20130101); C12N 15/85 (20130101); C12Y 304/21069 (20130101); A61K 39/00 (20130101); C12N 2740/16122 (20130101); C12N 2800/90 (20130101); C12N 2830/002 (20130101); C12N 2830/75 (20130101); C12N 2830/80 (20130101),"May 3, 1995","January 6, 1998","5,705,359",#5705359,True
33,,"08/440,467","Tokyo, JP","Ajinomoto Company, Inc.",11652651,C12P 13/04 (20130101); Y10S 435/84 (20130101); Y10S 435/843 (20130101),"May 12, 1995","January 6, 1998","5,705,370",#5705370,True
34,,"08/324,423","Schaumburg, IL","Motorola, Inc.",23263515,H01L 27/115 (20130101); H01L 27/11556 (20130101),"October 4, 1994","January 6, 1998","5,705,415",#5705415,True
35,,"08/665,664","Hsinchu, TW",Vanguard International Semiconductor Corporation,24671049,H01L 29/665 (20130101); H01L 29/6659 (20130101); H01L 29/66545 (20130101),"June 19, 1996","January 6, 1998","5,705,417",#5705417,True
36,,"08/215,555","Taunton, MA",Kopin Corporation,22803439,A61B 3/113 (20130101); G02F 1/133526 (20130101); G02F 1/13454 (20130101); G02F 1/136277 (20130101); G02F 1/1368 (20130101); G09G 3/30 (20130101); G09G 3/36 (20130101); H01L 27/1214 (20130101); H01L 27/1266 (20130101); H01L 27/156 (20130101); H01L 29/786 (20130101); H01L 29/78603 (20130101); H01L 29/78633 (20130101); H01L 29/78648 (20130101); H04N 5/7441 (20130101); H04N 9/3105 (20130101); H04N 9/312 (20130101); H04N 9/3141 (20130101); H04N 9/3144 (20130101); H05B 33/12 (20130101); G02B 27/0093 (20130101); Y10S 438/977 (20130101); G02B 2027/0198 (20130101); G02F 1/133514 (20130101); G02F 1/133516 (20130101); G02F 1/13473 (20130101); G02F 1/136209 (20130101); G02F 2001/13613 (20130101); G02F 2202/105 (20130101); G02F 2203/01 (20130101); G09G 3/2014 (20130101); G09G 3/3607 (20130101); G09G 3/3614 (20130101); G09G 3/3648 (20130101); G09G 2300/023 (20130101); G09G 2300/0809 (20130101); G09G 2300/0842 (20130101); G09G 2310/0259 (20130101); G09G 2320/0233 (20130101); G09G 2320/041 (20130101); G09G 2320/043 (20130101); G09G 2340/0464 (20130101); G09G 2370/04 (20130101); G09G 2370/042 (20130101); H01L 29/78612 (20130101); H01L 29/78618 (20130101); H01L 2221/68359 (20130101); H01L 2221/68363 (20130101); H04N 5/70 (20130101); H04N 5/74 (20130101); H04N 5/7491 (20130101),"March 21, 1994","January 6, 1998","5,705,424",#5705424,True
37,,"08/446,742","Summit, NJ",Novartis Corporation,25690000,C07D 239/42 (20130101); C07D 401/04 (20130101),"May 31, 1995","January 6, 1998","5,705,502",#5705502,True
38,,"08/669,440","Barcelona, ES","J. Uriach & Cia, S.A.",8287905,C07D 471/04 (20130101),"October 22, 1996","January 6, 1998","5,705,504",#5705504,True
39,,"08/400,912","London, GB2",Zeneca Limited,27562903,A01N 33/22 (20130101); A01N 43/08 (20130101); C07D 471/04 (20130101); C07D 417/04 (20130101); C07D 413/04 (20130101); A01N 43/10 (20130101); A01N 43/40 (20130101); A01N 43/50 (20130101); A01N 43/54 (20130101); A01N 43/56 (20130101); A01N 43/58 (20130101); A01N 43/64 (20130101); A01N 43/66 (20130101); A01N 43/707 (20130101); A01N 43/713 (20130101); A01N 43/74 (20130101); A01N 43/80 (20130101); A01N 43/82 (20130101); C07C 17/087 (20130101); C07C 17/23 (20130101); C07C 323/09 (20130101); C07D 213/70 (20130101); C07D 213/71 (20130101); C07D 213/80 (20130101); C07D 213/82 (20130101); C07D 213/85 (20130101); C07D 231/18 (20130101); C07D 231/28 (20130101); C07D 231/30 (20130101); C07D 233/86 (20130101); C07D 233/90 (20130101); C07D 233/92 (20130101); C07D 237/18 (20130101); C07D 237/30 (20130101); C07D 241/18 (20130101); C07D 241/44 (20130101); C07D 251/22 (20130101); C07D 253/04 (20130101); C07D 253/07 (20130101); C07D 253/075 (20130101); C07D 253/10 (20130101); C07D 257/04 (20130101); C07D 261/10 (20130101); C07D 261/18 (20130101); C07D 263/34 (20130101); C07D 263/46 (20130101); C07D 271/07 (20130101); C07D 271/113 (20130101); C07D 275/03 (20130101); C07D 277/36 (20130101); C07D 277/56 (20130101); C07D 277/58 (20130101); C07D 285/08 (20130101); C07D 285/125 (20130101); C07D 285/135 (20130101); C07D 307/64 (20130101); C07D 333/34 (20130101); C07D 333/38 (20130101); C07D 333/62 (20130101); C07D 409/04 (20130101); C07C 17/087 (20130101); C07C 19/14 (20130101); C07C 17/23 (20130101); C07C 21/18 (20130101),"March 8, 1995","January 6, 1998","5,705,516",#5705516,True
40,,"08/771,934","Osaka, JP","Sumitomo Chemical Company, Limited",26445900,C08K 5/315 (20130101); C09D 167/00 (20130101); C09D 179/04 (20130101); C08K 5/315 (20130101); C08L 67/00 (20130101); C09D 179/04 (20130101); C08L 67/00 (20130101); C09D 167/00 (20130101); C08L 2666/36 (20130101),"December 23, 1996","January 6, 1998","5,705,548",#5705548,True
41,,"08/664,761","Beachwood, OH",Tremco Incorporated,22625745,C08F 220/18 (20130101); C09D 143/04 (20130101); C09D 143/04 (20130101); C08L 2666/44 (20130101),"June 17, 1996","January 6, 1998","5,705,561",#5705561,True
42,,"08/474,162","Bloomington, IN",Indiana University Foundation,23494009,A61K 6/083 (20130101); C07C 233/38 (20130101); C08F 220/60 (20130101),"June 7, 1995","January 6, 1998","5,705,581",#5705581,True
43,,"08/371,682","Pittsburgh, PA",University of Pittsburgh,26742079,C07C 323/25 (20130101); C07C 323/59 (20130101); C07C 323/60 (20130101); C07C 329/06 (20130101); C07D 207/34 (20130101); C07D 215/38 (20130101); C07D 217/22 (20130101); C07D 263/48 (20130101); C07D 277/38 (20130101); C07D 307/66 (20130101); C07K 5/1013 (20130101); C07K 5/1016 (20130101); C07K 14/5437 (20130101); C07K 14/61 (20130101); A61K 38/00 (20130101),"January 12, 1995","January 6, 1998","5,705,686",#5705686,True
44,,"08/548,989","Schwarzheide, DE",BASF Schwarzheide GmbH,6533002,C07C 43/11 (20130101); C08G 18/5012 (20130101); C08G 65/2609 (20130101); C08G 65/2639 (20130101),"October 27, 1995","January 6, 1998","5,705,709",#5705709,True
45,,"08/475,832","Puteaux, FR",Atochem,9317379,C07C 17/25 (20130101); C07C 17/25 (20130101); C07C 21/06 (20130101),"June 7, 1995","January 6, 1998","5,705,720",#5705720,True
46,,"08/791,706","Washington, DC",The United States of America as represented by the Secretary of the Army,25154547,F42C 15/184 (20130101); F42C 15/24 (20130101); F42C 19/06 (20130101); H01H 1/0036 (20130101); H01H 35/142 (20130101); H01H 35/145 (20130101); H01H 2001/0047 (20130101),"January 30, 1997","January 6, 1998","5,705,767",#5705767,True
47,,"08/554,819","Eugene, OR","Spectra-Physics Scanning Systems, Inc.",22554153,G06K 7/10574 (20130101); G06K 7/10623 (20130101); G06K 7/10673 (20130101); G06K 7/10693 (20130101); G06K 7/10772 (20130101); G06K 7/10871 (20130101); G06K 7/1096 (20130101),"November 7, 1995","January 6, 1998","5,705,802",#5705802,True
48,,"08/634,725","Paris, FR","L'Air Liquide, Societe Anonyme pour l'Etude et l'Exploitation des",9478357,G01N 21/39 (20130101),"April 19, 1996","January 6, 1998","5,705,816",#5705816,True
49,,"08/356,705","Tokyo, JP",Canon Denshi Kabushiki Kaisha,27552490,G03B 9/08 (20130101); H02K 26/00 (20130101),"December 15, 1994","January 6, 1998","5,705,873",#5705873,True
50,,"08/361,079","Tarrytown, NYTektronix, Inc.",Philips Electronics North America Corp.,23420561,G02F 1/13334 (20130101); H01J 17/485 (20130101); H01J 17/066 (20130101),"December 21, 1994","January 6, 1998","5,705,886",#5705886,True
51,,"08/590,100","Tokyo, JP","Mitsumi Electric Co., Ltd.",26350762,H02J 7/0031 (20130101); H02J 7/0063 (20130101),"January 24, 1996","January 6, 1998","5,705,913",#5705913,True
52,,"08/722,510","Armonk, NY",International Business Machines Corporation,17319431,G05F 1/40 (20130101),"September 27, 1996","January 6, 1998","5,705,920",#5705920,True
53,,"08/638,558","Tokyo, JP",Seiko Epson Corporation,26402536,H03L 1/026 (20130101); H03L 1/028 (20130101),"April 26, 1996","January 6, 1998","5,705,957",#5705957,True
54,,"08/684,465","Portland, OR","Veris Industries, Inc.",24748154,G01R 19/15 (20130101),"July 19, 1996","January 6, 1998","5,705,989",#5705989,True
55,,"08/550,206","Otone-machi, JP","Wacom Co., Ltd.",14851704,G06F 3/03543 (20130101); G06F 3/03545 (20130101); G06F 2203/0334 (20130101),"October 30, 1995","January 6, 1998","5,706,028",#5706028,True
56,,"08/339,386","Murray Hill,, NJ",Lucent Technologies Inc.,23328772,G06F 3/023 (20130101); G06F 3/03543 (20130101); G06F 3/038 (20130101); G06F 3/0489 (20130101); H04M 1/2473 (20130101); H04M 1/27455 (20130101); G06F 3/162 (20130101); G06F 3/167 (20130101),"November 14, 1994","January 6, 1998","5,706,031",#5706031,True
57,,"08/274,438","Osaka, JP",Sharp Kabushiki Kaisha,27475961,G02F 1/133377 (20130101); G02F 1/133753 (20130101); G02F 1/133707 (20130101),"July 13, 1994","January 6, 1998","5,706,109",#5706109,True
58,,"08/629,593","Tokyo, JP","Hitachi Cable, Ltd.",17806391,H01S 3/06754 (20130101); H01S 3/06737 (20130101); H04B 10/291 (20130101); H04B 10/2912 (20130101); H04B 10/294 (20130101); H01S 3/094096 (20130101); H01S 3/1608 (20130101); H01S 2301/02 (20130101); H01S 2301/04 (20130101),"April 9, 1996","January 6, 1998","5,706,124",#5706124,True
59,,"08/344,712","Tokyo, JP","Nisshinbo Industries, Inc.",18330258,H01G 9/155 (20130101); Y02E 60/13 (20130101),"November 18, 1994","January 6, 1998","5,706,165",#5706165,True
60,,"08/655,897","Kariya, JP","Nippondenso Co., Ltd.",26405886,H05B 41/2921 (20130101),"May 31, 1996","January 6, 1998","5,706,185",#5706185,True
61,,"08/610,288","Tokyo, JP",Honda Giken Kogyo Kabushiki Kaisha,12833997,G05B 19/41875 (20130101); Y02P 90/22 (20151101); Y02P 90/18 (20151101),"March 4, 1996","January 6, 1998","5,706,213",#5706213,True
62,,"08/556,109","Hopkinton, MA",EMC Corporation,24219932,G06F 11/10 (20130101); G06F 11/1076 (20130101),"November 9, 1995","January 6, 1998","5,706,298",#5706298,True
63,,"07/887,348","Richardson, TX","Alcatel Network Systems, Inc.",25390953,G06F 5/12 (20130101); H04J 3/0623 (20130101); G06F 2205/123 (20130101),"May 21, 1992","January 6, 1998","5,706,299",#5706299,True
64,,"08/640,699","Chicago, IL",The University of Chicago,24569347,G21C 17/048 (20130101); G21D 3/001 (20130101); Y02E 30/40 (20130101),"May 1, 1996","January 6, 1998","5,706,321",#5706321,True
65,,"08/393,681","Erlangen, DE",Siemens Audiologische Technik GmbH,8215800,G06N 7/043 (20130101); H04R 25/507 (20130101); Y10S 706/90 (20130101),"February 24, 1995","January 6, 1998","5,706,351",#5706351,True
66,,"08/500,259",,,23988673,H04B 15/00 (20130101); H04B 1/123 (20130101),"July 10, 1995","January 6, 1998","5,706,354",#5706354,True
67,,"08/646,322","Munich, DE",Siemens Aktiengesellschaft,6502504,G02B 6/4427 (20130101); G02B 6/4429 (20130101),"July 17, 1996","January 6, 1998","5,706,381",#5706381,True
68,,"08/448,317","Tokyo, JP",Sony Corporation,14518232,G11B 27/036 (20130101); G11B 27/3027 (20130101); G11B 27/323 (20130101); H04N 5/9262 (20130101); H04N 5/9268 (20130101); G11B 27/032 (20130101); G11B 27/034 (20130101); G11B 2220/20 (20130101); G11B 2220/90 (20130101),"May 23, 1995","January 6, 1998","5,706,386",#5706386,True
69,,"08/346,535","La Jolla, CA",The Salk Institute for Biological Studies,23359855,G06K 9/6242 (20130101); G06N 3/088 (20130101); H04L 25/03165 (20130101); H04L 2025/03464 (20130101); H03H 2021/0034 (20130101),"November 29, 1994","January 6, 1998","5,706,402",#5706402,True
70,,"08/546,651","Blue Bell, PA",Unisys Corporation,24181395,G06F 11/2733 (20130101); G06F 11/2736 (20130101); G11C 29/48 (20130101),"October 23, 1995","January 6, 1998","5,706,424",#5706424,True
71,,"08/523,305","Hopkinton, MA",EMC Corporation,24084463,G06F 12/123 (20130101); G06F 12/0871 (20130101); G06F 12/084 (20130101),"September 5, 1995","January 6, 1998","5,706,467",#5706467,True
72,,"08/245,690",,,22927671,G01C 21/32 (20130101); G06K 9/6219 (20130101); G06F 16/35 (20190101); G06F 16/532 (20190101); Y10S 707/99943 (20130101); Y10S 707/99933 (20130101); Y10S 707/99935 (20130101),"May 18, 1994","January 6, 1998","5,706,503",#5706503,True
73,,"08/431,500","Santa Clara, CA",Intel Corporation,23712211,G06Q 10/107 (20130101); G07B 17/0008 (20130101); G06F 16/27 (20190101); G07B 2017/0012 (20130101); G07B 2017/00451 (20130101); Y10S 707/99952 (20130101); Y10S 707/99953 (20130101); G07B 2017/00145 (20130101),"April 28, 1995","January 6, 1998","5,706,509",#5706509,True
74,,"08/631,649","Oakland, CA","RJR Polymers, Inc.",23513493,H01L 23/3737 (20130101); H01L 23/42 (20130101); H01L 2924/00014 (20130101); H01L 2224/32225 (20130101); H01L 2224/48091 (20130101); H01L 2224/48227 (20130101); H01L 2224/73265 (20130101); H01L 2924/0102 (20130101); H01L 2924/01039 (20130101); H01L 2924/15311 (20130101); H01L 2924/16152 (20130101); H01L 2924/181 (20130101); Y10T 29/49144 (20150115); Y10T 29/4913 (20150115); H01L 24/73 (20130101); H01L 2924/14 (20130101); H01L 2224/8592 (20130101); H01L 24/48 (20130101); H01L 2224/48091 (20130101); H01L 2924/00014 (20130101); H01L 2224/73265 (20130101); H01L 2224/32225 (20130101); H01L 2224/48227 (20130101); H01L 2924/00012 (20130101); H01L 2924/15311 (20130101); H01L 2224/73265 (20130101); H01L 2224/32225 (20130101); H01L 2224/48227 (20130101); H01L 2924/00012 (20130101); H01L 2924/181 (20130101); H01L 2924/00012 (20130101); H01L 2924/00014 (20130101); H01L 2224/05599 (20130101); H01L 2924/00014 (20130101); H01L 2224/85399 (20130101); H01L 2924/00014 (20130101); H01L 2224/45015 (20130101); H01L 2924/207 (20130101); H01L 2924/14 (20130101); H01L 2924/00 (20130101),"April 9, 1996","January 13, 1998","5,706,579",#5706579,True
75,,"08/796,243",,,25167693,D06F 81/06 (20130101),"February 6, 1997","January 13, 1998","5,706,593",#5706593,True
76,,"08/812,915","Portland, OR",Crimson Trace Corporation,23038601,F41G 1/35 (20130101),"March 10, 1997","January 13, 1998","5,706,600",#5706600,True
77,,"08/342,362",,,23341509,E04B 1/3211 (20130101); E04B 2001/3276 (20130101); E04B 2001/3294 (20130101); Y10T 403/73 (20150115),"November 18, 1994","January 13, 1998","5,706,624",#5706624,True
78,,"08/524,429","Suwon, KR","Samsung Electronics Co., Ltd.",26630563,F24F 13/04 (20130101); F25D 17/065 (20130101); F24F 2013/0612 (20130101); F25B 2500/13 (20130101); F25D 2317/0653 (20130101); F25D 2317/0672 (20130101); F25D 2317/0681 (20130101); F25D 2400/04 (20130101),"September 6, 1995","January 13, 1998","5,706,671",#5706671,True
79,,"08/678,877","Induno Olona, IT",MEC-MOR S.p.A.,11372018,D04B 15/60 (20130101),"July 12, 1996","January 13, 1998","5,706,676",#5706676,True
80,,"08/637,164","Tokyo, JP","Fuji Kiko Co., Ltd.",14399148,B60R 16/0215 (20130101); H01H 2009/066 (20130101); Y10T 74/20098 (20150115); Y10T 74/20049 (20150115); Y10T 74/19251 (20150115),"April 24, 1996","January 13, 1998","5,706,701",#5706701,True
81,,"08/635,975",AT,Isosport Verbundbauteile Gesellschaft m.b.H.,3520593,B41M 5/0358 (20130101); B41M 7/0027 (20130101); B44C 1/1716 (20130101),"May 8, 1996","January 13, 1998","5,706,733",#5706733,True
82,,"08/495,452",,,8536987,B63B 25/22 (20130101); B65D 19/0002 (20130101); B65D 85/68 (20130101); B65D 2519/00273 (20130101); B65D 2519/00293 (20130101); B65D 2585/6872 (20130101); B65D 2519/00567 (20130101); B65D 2519/00761 (20130101); B65D 2585/6865 (20130101); B65D 2585/6867 (20130101); B65D 2519/00323 (20130101),"September 11, 1995","January 13, 1998","5,706,738",#5706738,True
83,,"08/754,499","Chattanooga, TN",Card-Monroe Corp.,21726131,D05C 15/22 (20130101); D05C 15/24 (20130101),"November 20, 1996","January 13, 1998","5,706,745",#5706745,True
84,,"08/566,053","London, GB2","British Technology Group, Ltd.",10697070,A01J 5/0175 (20130101),"December 1, 1995","January 13, 1998","5,706,758",#5706758,True
85,,"08/801,614","Detroit, MI",General Motors Corporation,24643182,F01L 1/2405 (20130101); Y10T 29/49304 (20150115),"February 18, 1997","January 13, 1998","5,706,773",#5706773,True
86,,"08/721,906",,,21710342,A61B 5/0051 (20130101); A61B 5/103 (20130101); A61B 5/442 (20130101); A61B 5/444 (20130101); A61B 5/445 (20130101); A61B 5/6834 (20130101); A61B 2562/0247 (20130101),"September 27, 1996","January 13, 1998","5,706,815",#5706815,True
87,,"08/695,484","Bothell, WA",Quinton Instrument Company,26670517,A61B 5/0428 (20130101); A61B 5/7217 (20130101),"August 12, 1996","January 13, 1998","5,706,823",#5706823,True
88,,"08/566,890",,,24264833,A45D 29/11 (20130101),"December 4, 1995","January 13, 1998","5,706,835",#5706835,True
89,,"08/398,276","Albuquerque, NM",Sandia Corporation,23574747,B08B 3/00 (20130101); G01G 3/13 (20130101); G01H 13/00 (20130101),"March 3, 1995","January 13, 1998","5,706,840",#5706840,True
90,,"08/433,161","Phoenix, AZ",Arizona Instruments Inc.,23719070,B67D 7/3227 (20130101); F16K 24/044 (20130101); G01F 23/2963 (20130101); G01F 23/68 (20130101); G01F 23/72 (20130101); Y10T 137/3099 (20150401); Y10T 137/8342 (20150401),"May 3, 1995","January 13, 1998","5,706,857",#5706857,True
91,,"08/516,063","Nancy, FR",Pont-A-Mousson S.A.,9444194,C23C 4/18 (20130101); C23C 28/021 (20130101); C23C 28/025 (20130101); F16L 58/04 (20130101); C23C 28/028 (20130101); Y10T 428/1393 (20150115); Y10T 428/12611 (20150115),"August 17, 1995","January 13, 1998","5,706,866",#5706866,True
92,,"08/491,239","Traverse City, MI","Geofurnace Systems, Inc.",23951352,F25B 30/06 (20130101); F24T 10/10 (20180501); F25B 13/00 (20130101); Y02E 10/12 (20130101); Y10S 62/17 (20130101); F25B 2400/19 (20130101),"June 16, 1995","January 13, 1998","5,706,888",#5706888,True
