,Applicant Country,Applicant Number,Assignee Name,Family ID,Fields,File Date,Patent Date,Patent Number,Title (Patent Number),fetched
23,,"06/049,550",Wupa-Maschinenfabrik GmbH,25770570,B26D 7/18 (20130101); B65H 31/3009 (20130101); B65H 31/32 (20130101); B65H 29/04 (20130101); Y10T 83/2079 (20150401); B65H 2301/42256 (20130101); B65H 2301/42261 (20130101); B65H 2301/4263 (20130101); Y10T 225/371 (20150401); Y10T 225/12 (20150401); Y10T 83/0476 (20150401); Y10T 225/357 (20150401); Y10T 83/2048 (20150401); Y10T 225/329 (20150401); Y10T 225/10 (20150401); Y10T 83/2055 (20150401); Y10T 225/307 (20150401),"June 18, 1979","January 6, 1981","4,243,166",#4243166,True
24,,"06/059,317",,22022215,A47J 43/25 (20130101); A47J 47/20 (20130101); A47J 47/005 (20130101),"July 20, 1979","January 6, 1981","4,243,184",#4243184,True
25,,"05/939,402",,25473122,B60N 2/504 (20130101); B60N 2/544 (20130101); B60N 2/507 (20130101),"September 5, 1978","January 6, 1981","4,243,195",#4243195,True
26,,"06/059,168",,22021265,F16K 1/222 (20130101),"July 20, 1979","January 6, 1981","4,243,203",#4243203,True
27,,"05/934,624",Miller-Johannisberg Druckmaschinen GmbH,3842909,B65H 45/1015 (20130101); B65H 45/20 (20130101); B65H 45/107 (20130101),"August 17, 1978","January 6, 1981","4,243,215",#4243215,True
28,,"05/967,903",,25513481,A63F 9/0079 (20130101); A63F 2250/0421 (20130101); A63F 2009/0084 (20130101),"December 11, 1978","January 6, 1981","4,243,220",#4243220,True
29,,"05/947,267",,25485858,B63C 13/00 (20130101); F16C 33/34 (20130101); F16C 19/46 (20130101); F16C 2326/30 (20130101),"September 29, 1978","January 6, 1981","4,243,239",#4243239,True
30,,"06/002,960",IDN Inventions and Development of Novelties AG,6029987,B65D 21/0201 (20130101); G11B 23/023 (20130101); B65D 21/0224 (20130101),"January 12, 1979","January 6, 1981","4,243,279",#4243279,True
31,,"06/016,456",American Optical Corporation,21777219,A61B 3/04 (20130101),"February 28, 1979","January 6, 1981","4,243,304",#4243304,True
32,,"05/920,254",Canon Kabushiki Kaisha,26462069,G03B 7/093 (20130101),"June 29, 1978","January 6, 1981","4,243,308",#4243308,True
33,,"06/017,196",Polaroid Corporation,21781259,G03B 7/093 (20130101); G02B 7/40 (20130101),"March 5, 1979","January 6, 1981","4,243,309",#4243309,True
34,,"06/038,305",Delattre-Levivier,9208874,B63C 3/12 (20130101),"May 11, 1979","January 6, 1981","4,243,344",#4243344,True
35,,"05/950,456",Textron,25490453,B64C 27/605 (20130101); B64C 27/72 (20130101); Y02T 50/34 (20130101),"October 11, 1978","January 6, 1981","4,243,358",#4243358,True
36,,"06/076,518",The Dow Chemical Company,22132521,B26D 9/00 (20130101); B65H 19/29 (20130101); B65H 35/04 (20130101); Y10T 83/283 (20150401); Y10S 428/91 (20130101); Y10S 428/906 (20130101); B65H 2301/41505 (20130101),"September 17, 1979","January 6, 1981","4,243,366",#4243366,True
37,,"05/929,304",,25457635,B29C 66/1122 (20130101); B29C 43/006 (20130101); B29C 43/12 (20130101); B29C 43/3642 (20130101); B29C 65/18 (20130101); B29C 66/001 (20130101); B29C 66/80 (20130101); B29C 66/8163 (20130101); B29C 66/82661 (20130101); B29C 65/245 (20130101); B29C 65/305 (20130101); B29C 66/343 (20130101); B29C 66/83221 (20130101); B29C 37/006 (20130101); B29C 66/81455 (20130101); B29C 66/472 (20130101); B29C 66/45 (20130101); B29C 33/68 (20130101); B29K 2023/0683 (20130101); B29K 2027/06 (20130101); B29K 2105/251 (20130101); B29K 2105/256 (20130101); B29L 2031/709 (20130101); Y10S 425/812 (20130101); Y10S 425/808 (20130101); Y10S 425/06 (20130101); B29C 66/81261 (20130101); B29C 66/8122 (20130101); B29C 66/71 (20130101); B29C 66/712 (20130101); B29C 66/8122 (20130101); B29K 2827/18 (20130101); B29C 66/71 (20130101); B29K 2033/08 (20130101); B29C 66/71 (20130101); B29K 2027/06 (20130101); B29C 66/71 (20130101); B29K 2025/06 (20130101); B29C 66/71 (20130101); B29K 2023/12 (20130101); B29C 66/71 (20130101); B29K 2023/0683 (20130101); B29C 66/71 (20130101); B29K 2023/06 (20130101),"July 31, 1978","January 6, 1981","4,243,368",#4243368,True
38,,"06/024,566",,11268015,F27B 13/06 (20130101); Y10T 137/6579 (20150401),"March 28, 1979","January 6, 1981","4,243,381",#4243381,True
39,,"06/010,799",Kawasaki Jukogyo Kabushiki Kaisha,11867702,F27B 7/33 (20130101); F27B 2007/3264 (20130101),"February 9, 1979","January 6, 1981","4,243,382",#4243382,True
40,,"05/841,937",Banner Energy Corporation,25286111,C10L 5/36 (20130101),"October 13, 1977","January 6, 1981","4,243,393",#4243393,True
41,,"06/038,382",Parlee-Anderson Corporation,21899626,C01G 1/12 (20130101); C22B 21/0053 (20130101); C22B 5/04 (20130101); Y02P 10/212 (20151101),"May 14, 1979","January 6, 1981","4,243,411",#4243411,True
42,,"06/046,325",Sybron Corporation,21942850,C22C 19/055 (20130101); A61K 6/04 (20130101),"June 7, 1979","January 6, 1981","4,243,412",#4243412,True
43,,"06/091,162",Union Carbide Corporation,22226381,B23K 7/06 (20130101),"November 5, 1979","January 6, 1981","4,243,436",#4243436,True
44,,"05/924,724","Fafco, Inc.",25450618,B29C 53/12 (20130101); B29C 53/8016 (20130101); B29C 65/1432 (20130101); B29C 66/5227 (20130101); B29C 65/1464 (20130101); B29C 66/1122 (20130101); F24S 10/73 (20180501); B29C 66/836 (20130101); B29C 66/93451 (20130101); B29C 53/78 (20130101); B29C 66/961 (20130101); B29L 2031/601 (20130101); B29L 2031/779 (20130101); Y02E 10/44 (20130101); B29C 66/83411 (20130101); B29C 66/73921 (20130101),"July 14, 1978","January 6, 1981","4,243,454",#4243454,True
45,,"06/002,779",,21702471,B27D 1/10 (20130101); B27M 3/0026 (20130101); Y10T 156/1751 (20150115); Y10T 156/1749 (20150115),"January 11, 1979","January 6, 1981","4,243,465",#4243465,True
46,,"06/076,448",Developak Corporation,22132083,B29C 65/18 (20130101); B65B 51/146 (20130101); B29C 66/1122 (20130101); B29C 66/83221 (20130101); B29C 66/43121 (20130101); B29C 66/8222 (20130101); B65B 2051/105 (20130101); B29C 66/9241 (20130101),"September 17, 1979","January 6, 1981","4,243,469",#4243469,True
47,,"06/049,455",Telic Corporation,21959900,H01J 37/3405 (20130101),"June 18, 1979","January 6, 1981","4,243,505",#4243505,True
48,,"06/023,852",Marathon Oil Company,21817579,C10G 1/02 (20130101),"March 26, 1979","January 6, 1981","4,243,511",#4243511,True
49,,"06/051,545","Kobe, Inc.",21971967,B01D 17/0208 (20130101); C10G 33/04 (20130101); C10G 33/06 (20130101); B01D 17/0214 (20130101); B01D 17/0217 (20130101); B01D 17/047 (20130101); E21B 43/34 (20130101); Y10S 210/05 (20130101),"June 25, 1979","January 6, 1981","4,243,528",#4243528,True
50,,"06/102,288",PQ Corporation,22289098,C11D 3/128 (20130101); C11D 3/08 (20130101),"December 10, 1979","January 6, 1981","4,243,545",#4243545,True
51,,"06/047,239",Union Carbide Corporation,21947840,B01J 27/051 (20130101); C01B 3/16 (20130101); C01G 39/06 (20130101); C10G 45/04 (20130101); C07C 1/0445 (20130101); Y02P 20/52 (20151101); C07C 2527/051 (20130101),"June 11, 1979","January 6, 1981","4,243,554",#4243554,True
52,,"06/014,452",Polymer Investments N.V.,9831652,C08K 3/26 (20130101); C08L 23/0869 (20130101); C09D 123/0869 (20130101); C09J 123/0853 (20130101); C08L 23/0853 (20130101); C08K 3/26 (20130101); C08L 23/08 (20130101); C08L 23/0853 (20130101); C08L 23/0869 (20130101); C09D 123/0869 (20130101); C09J 123/0853 (20130101); Y10S 524/915 (20130101); C08L 91/00 (20130101); C08L 2666/02 (20130101); C08L 2666/02 (20130101); C08L 2666/02 (20130101); C08L 2666/02 (20130101); C08L 2666/02 (20130101),"February 23, 1979","January 6, 1981","4,243,568",#4243568,True
53,,"05/972,763",Monsanto Company,25520096,C08K 5/11 (20130101); C08K 5/11 (20130101); C08L 27/06 (20130101),"December 26, 1978","January 6, 1981","4,243,571",#4243571,True
54,,"06/026,149",National Distillers and Chemical Corp.,21830184,C08L 23/08 (20130101); C08L 31/04 (20130101); C08L 23/08 (20130101); C08L 23/16 (20130101); C08L 31/04 (20130101); C08L 23/08 (20130101); C08L 23/08 (20130101); C08L 31/04 (20130101); C08L 31/04 (20130101); C08L 21/00 (20130101); C08L 2666/14 (20130101); C08L 2666/04 (20130101); C08L 2666/04 (20130101); C08L 2666/14 (20130101),"April 2, 1979","January 6, 1981","4,243,576",#4243576,True
55,,"05/871,741",Kali-Chemie Aktiengesellschaft,5843904,A61K 31/395 (20130101); C07D 491/04 (20130101); C07D 245/06 (20130101); C07C 233/12 (20130101),"January 23, 1978","January 6, 1981","4,243,585",#4243585,True
56,,"06/095,116",Mobay Chemical Corporation,22249782,B29B 17/0026 (20130101); B29C 67/207 (20130101); B29C 44/10 (20130101); B29K 2075/00 (20130101); B29K 2105/04 (20130101); Y10S 425/046 (20130101); Y10S 264/916 (20130101); Y02W 30/62 (20150501); Y10S 264/07 (20130101),"November 16, 1979","January 6, 1981","4,243,625",#4243625,True
57,,"05/908,862",,25426339,C01F 7/66 (20130101); C01F 7/24 (20130101),"May 23, 1978","January 6, 1981","4,243,640",#4243640,True
58,,"05/954,647",Occidental Chemical Company,25495740,A23K 20/26 (20160501); C01B 25/238 (20130101),"October 25, 1978","January 6, 1981","4,243,643",#4243643,True
59,,"06/048,224",IRT Corporation,21953383,B01J 21/10 (20130101); B01J 21/18 (20130101); C01C 1/0411 (20130101); B01J 37/08 (20130101); Y02P 20/52 (20151101),"June 13, 1979","January 6, 1981","4,243,644",#4243644,True
60,,"05/962,760",Synthelabo,26220312,C07D 295/096 (20130101); C07D 295/185 (20130101); C07D 295/26 (20130101); C07D 295/205 (20130101); C07D 295/215 (20130101); C07D 295/192 (20130101),"November 21, 1978","January 6, 1981","4,243,665",#4243665,True
61,,"06/065,257",FMC Corporation,27370758,C07F 9/5442 (20130101); A01N 53/00 (20130101),"July 30, 1979","January 6, 1981","4,243,677",#4243677,True
62,,"05/968,565",Montedison S.p.A.,11187507,A01G 9/1438 (20130101); A01G 13/0231 (20130101); Y10T 428/31504 (20150401); Y02A 40/252 (20180101); Y10T 428/24826 (20150115); Y10T 428/24802 (20150115); Y10S 428/907 (20130101); Y10T 428/8305 (20150401),"December 11, 1978","January 6, 1981","4,243,703",#4243703,True
63,,"06/047,509",Standard Oil Company,21949376,B05D 7/14 (20130101); C09D 133/20 (20130101); C09D 151/04 (20130101); C09D 133/20 (20130101); C09D 151/04 (20130101); C08L 2666/40 (20130101); C08L 2666/54 (20130101); C08L 2666/40 (20130101); C08L 2666/54 (20130101),"June 11, 1979","January 6, 1981","4,243,707",#4243707,True
64,,"05/973,997",Hoechst Aktiengesellschaft,5933988,B29C 61/003 (20130101); Y10T 428/1331 (20150115); Y10T 428/31786 (20150401); Y10S 428/91 (20130101),"December 28, 1978","January 6, 1981","4,243,712",#4243712,True
65,,"06/117,682",BASF Wyandotte Corporation,22374245,C08J 9/0061 (20130101); C08J 9/20 (20130101); Y10T 428/2991 (20150115); C08J 2491/00 (20130101); Y10T 428/2982 (20150115); C08J 2325/02 (20130101),"February 1, 1980","January 6, 1981","4,243,717",#4243717,True
66,,"06/024,637",Dow Corning Corporation,21821619,C09D 183/08 (20130101); C09D 183/08 (20130101); Y10T 428/31663 (20150401); C08L 2666/54 (20130101),"March 28, 1979","January 6, 1981","4,243,722",#4243722,True
67,,"06/099,113",Standard Oil Company,22272818,B32B 27/04 (20130101); B29C 48/30 (20190201); B29C 48/21 (20190201); B32B 27/08 (20130101); B29C 48/307 (20190201); Y10T 428/31935 (20150401); B29C 48/07 (20190201); Y10T 428/31928 (20150401); B32B 2270/00 (20130101); Y10T 428/3192 (20150401); Y10T 428/31924 (20150401),"November 29, 1979","January 6, 1981","4,243,725",#4243725,True
68,,"06/052,846",Union Carbide Corporation,21980276,H01M 6/182 (20130101); H01M 4/36 (20130101),"June 28, 1979","January 6, 1981","4,243,732",#4243732,True
69,,"06/083,750","Fuji Photo Film Co., Ltd.",14914188,C07C 243/00 (20130101); G03C 1/061 (20130101); G03C 1/043 (20130101),"October 11, 1979","January 6, 1981","4,243,739",#4243739,True
70,,"06/028,500",SRI International,21843793,C12P 19/14 (20130101); C12Y 302/01021 (20130101); C12N 9/2445 (20130101); Y10S 435/816 (20130101); Y10S 435/911 (20130101),"April 9, 1979","January 6, 1981","4,243,752",#4243752,True
71,,"06/112,290",,26704664,C08G 18/6484 (20130101); C08J 9/02 (20130101); C08J 2301/02 (20130101); C08G 2101/00 (20130101),"January 15, 1980","January 6, 1981","4,243,757",#4243757,True
72,,"05/885,275",American Dental Association Health Foundation,25386528,A61K 6/083 (20130101); A61L 24/001 (20130101); A61L 24/0073 (20130101); A61L 24/06 (20130101); A61L 27/16 (20130101); A61L 27/44 (20130101); A61L 27/50 (20130101); C08F 299/0457 (20130101); C08F 20/12 (20130101); A61L 24/06 (20130101); C08L 33/00 (20130101); A61L 27/16 (20130101); C08L 33/00 (20130101),"March 10, 1978","January 6, 1981","4,243,763",#4243763,True
73,,"05/917,568",Snamprogetti S.p.A.,11218887,A61L 27/14 (20130101); A61L 27/18 (20130101); A61L 33/0041 (20130101); A61L 33/062 (20130101); C08B 15/06 (20130101); A61K 47/595 (20170801); C08G 85/00 (20130101); C08G 18/3844 (20130101); A61K 47/59 (20170801); A61L 27/18 (20130101); C08L 75/00 (20130101),"June 21, 1978","January 6, 1981","4,243,776",#4243776,True
74,,"06/005,728",Rocol Limited,9750157,C08F 279/02 (20130101); C09J 4/06 (20130101); C09J 109/02 (20130101); C09J 119/006 (20130101); C08F 279/02 (20130101); C08F 220/10 (20130101); C09J 4/06 (20130101); C08F 279/00 (20130101); C08K 5/14 (20130101),"January 23, 1979","January 6, 1981","4,243,791",#4243791,True
75,,"06/025,641",International Minerals & Chemical Corp.,21827246,C08G 73/00 (20130101); Y10T 428/31942 (20150401),"March 30, 1979","January 6, 1981","4,243,800",#4243800,True
76,,"05/954,820",Ciba-Geigy Corporation,19728752,C07D 213/71 (20130101); C09B 29/363 (20130101); C07D 213/82 (20130101),"October 26, 1978","January 6, 1981","4,243,809",#4243809,True
77,,"05/912,649",Mobil Oil Corporation,26948645,B01J 20/186 (20130101); B01J 29/088 (20130101); B01J 29/18 (20130101); B01J 29/40 (20130101); B01J 29/7007 (20130101); C01B 33/2869 (20130101); C07C 2/66 (20130101); C07C 2/865 (20130101); C07C 2/867 (20130101); C07C 29/106 (20130101); C07C 29/32 (20130101); C07C 29/38 (20130101); C07C 37/055 (20130101); C07C 37/115 (20130101); C07C 37/14 (20130101); B01J 29/087 (20130101); C07C 41/06 (20130101); C07C 67/04 (20130101); C07C 29/44 (20130101); C07C 2/66 (20130101); C07C 15/107 (20130101); C07C 2/865 (20130101); C07C 15/02 (20130101); C07C 2/867 (20130101); C07C 15/02 (20130101); C07C 29/106 (20130101); C07C 35/14 (20130101); C07C 29/32 (20130101); C07C 31/20 (20130101); C07C 29/38 (20130101); C07C 31/20 (20130101); C07C 67/04 (20130101); C07C 69/14 (20130101); C07C 37/14 (20130101); C07C 39/06 (20130101); C07C 29/38 (20130101); C07C 33/46 (20130101); C07C 37/115 (20130101); C07C 39/16 (20130101); C07C 37/055 (20130101); C07C 39/04 (20130101); C07C 37/055 (20130101); C07C 39/07 (20130101); C07C 29/44 (20130101); C07C 33/14 (20130101); C07C 41/06 (20130101); C07C 43/184 (20130101); C07C 2601/14 (20170501); B01J 2229/16 (20130101); C07C 2529/06 (20130101); C07C 2529/08 (20130101); Y02P 20/52 (20151101),"June 5, 1978","January 6, 1981","4,243,828",#4243828,True
78,,"05/936,282",,25468417,H04R 9/06 (20130101); H04R 9/025 (20130101),"August 23, 1978","January 6, 1981","4,243,838",#4243838,True
79,,"06/009,656",Northern Telecom Limited,21738971,H04M 1/23 (20130101); H05K 1/18 (20130101); H05K 2201/10053 (20130101); H05K 1/053 (20130101),"February 5, 1979","January 6, 1981","4,243,846",#4243846,True
80,,"06/019,596",TEAC Corporation,12347140,G11B 7/0917 (20130101); G11B 7/0908 (20130101),"March 12, 1979","January 6, 1981","4,243,848",#4243848,True
81,,"05/944,413",United Electric Controls Company,25481349,H01H 35/2635 (20130101),"September 21, 1978","January 6, 1981","4,243,857",#4243857,True
82,,"06/020,594","National Element, Inc.",21799480,H05B 3/32 (20130101),"March 14, 1979","January 6, 1981","4,243,872",#4243872,True
83,,"06/007,421",Susquehanna Broadcasting Co.,21726055,H05B 3/68 (20130101); H05B 3/08 (20130101),"January 29, 1979","January 6, 1981","4,243,873",#4243873,True
84,,"05/870,571",LKB-Produkter AB,20330210,G01T 1/16 (20130101),"January 18, 1978","January 6, 1981","4,243,880",#4243880,True
85,,"06/084,245",International Business Machines Corporation,22183730,H01S 3/305 (20130101); G01J 3/44 (20130101),"October 12, 1979","January 6, 1981","4,243,881",#4243881,True
86,,"05/917,978",U.S. Philips Corporation,6010735,H01J 61/18 (20130101),"June 22, 1978","January 6, 1981","4,243,906",#4243906,True
87,,"05/933,911",Tokyo Shibaura Denki Kabushiki Kaisha,14270738,H02P 23/186 (20160201); Y10S 388/912 (20130101); Y10S 388/901 (20130101),"August 15, 1978","January 6, 1981","4,243,921",#4243921,True
88,,"05/946,380","Web Printing Controls Co., Inc.",25484384,B26D 5/34 (20130101),"September 27, 1978","January 6, 1981","4,243,925",#4243925,True
89,,"06/040,251",The United States of America as represented by the Secretary of the Navy,21909971,G01R 23/165 (20130101); H03H 21/00 (20130101); G01S 7/292 (20130101); G10L 21/0208 (20130101),"May 18, 1979","January 6, 1981","4,243,935",#4243935,True
90,,"05/907,803",,25424659,H03F 3/3067 (20130101); H03F 1/52 (20130101),"May 19, 1978","January 6, 1981","4,243,946",#4243946,True
91,,"05/878,753",,25372764,G01S 13/767 (20130101); G08B 13/2471 (20130101); H01Q 7/00 (20130101); H01Q 1/52 (20130101); G08B 13/2474 (20130101),"February 17, 1978","January 6, 1981","4,243,980",#4243980,True
92,,"05/919,652",Xerox Corporation,25442417,G09G 5/30 (20130101),"June 27, 1978","January 6, 1981","4,243,987",#4243987,True
93,,"06/031,242",U.S. Philips Corporation,9207447,H01L 33/0025 (20130101),"April 18, 1979","January 6, 1981","4,243,996",#4243996,True
94,,"06/096,165",Nippon Telegraph and Telephone Public Corporation,15399124,H01L 27/1443 (20130101); H01L 29/102 (20130101); H01L 29/7408 (20130101); H03K 17/725 (20130101); H01L 29/747 (20130101); H01L 31/1113 (20130101); H03K 17/0824 (20130101); H01L 29/742 (20130101),"November 20, 1979","January 6, 1981","4,244,000",#4244000,True
95,,"06/042,387","Litton Systems, Inc.",21921652,H02M 7/4807 (20130101),"May 24, 1979","January 6, 1981","4,244,015",#4244015,True
96,,"05/957,908",General Electric Company,25500333,G01S 15/60 (20130101); G01P 5/24 (20130101),"November 6, 1978","January 6, 1981","4,244,026",#4244026,True
97,,"05/918,104",Fondiller; Robert,25439809,G04G 9/10 (20130101); H05K 1/182 (20130101); H01M 2/1044 (20130101); G04G 17/02 (20130101),"October 10, 1978","January 6, 1981","4,244,040",#4244040,True
98,,"05/926,633",Kabushiki Kaisha Seikosha,14041881,G04G 13/025 (20130101),"July 21, 1978","January 6, 1981","4,244,042",#4244042,True
99,,"06/032,618",The Procter & Gamble Company,21865890,A41B 9/004 (20130101); A41B 9/04 (20130101); A61Q 15/00 (20130101); A61K 8/0208 (20130101); A61K 8/19 (20130101); A41B 2400/34 (20130101),"April 23, 1979","January 13, 1981","4,244,059",#4244059,True
100,,"06/043,888",La National S.A.,4300725,G02C 5/2227 (20130101); G02C 2200/20 (20130101); G02C 2200/26 (20130101); Y10T 16/526 (20150115); Y10T 16/5377 (20150115); Y10T 403/604 (20150115); Y10T 16/551 (20150115),"May 30, 1979","January 13, 1981","4,244,081",#4244081,True
101,,"06/022,271",Trutzschler GmbH & Co. KG,6036591,D01G 13/00 (20130101),"March 20, 1979","January 13, 1981","4,244,082",#4244082,True
102,,"06/095,581",Mego Corp.,22252658,A63H 11/04 (20130101); A63H 3/50 (20130101),"November 19, 1979","January 13, 1981","4,244,136",#4244136,True
103,,"06/118,185",Marvin Glass & Associates,22377015,A63H 13/02 (20130101),"February 4, 1980","January 13, 1981","4,244,138",#4244138,True
104,,"06/059,956",,22026400,A01G 9/14 (20130101); Y02A 40/252 (20180101),"July 23, 1979","January 13, 1981","4,244,146",#4244146,True
105,,"05/949,725",,25489474,A01G 27/04 (20130101),"October 10, 1978","January 13, 1981","4,244,147",#4244147,True
106,,"05/966,089",,25510897,E02D 5/226 (20130101); E04B 1/72 (20130101); E04H 12/2292 (20130101); E04H 12/04 (20130101); Y10T 428/19 (20150115); Y10T 428/233 (20150115),"December 4, 1978","January 13, 1981","4,244,156",#4244156,True
107,,"05/963,039",,25506654,D02G 1/04 (20130101); D02G 1/0266 (20130101),"November 22, 1978","January 13, 1981","4,244,175",#4244175,True
108,,"05/971,535",Thomassen Holland B.V.,19830084,F01K 23/10 (20130101); F02C 7/10 (20130101); F02C 6/18 (20130101); F02C 3/103 (20130101),"December 20, 1978","January 13, 1981","4,244,191",#4244191,True
109,,"06/008,361",General Electric Company,21731198,F01D 17/02 (20130101); F01D 21/003 (20130101); G01K 1/14 (20130101); G01F 1/684 (20130101); G01F 1/68 (20130101),"February 1, 1979","January 13, 1981","4,244,222",#4244222,True
110,,"06/043,216",Siemens Aktiengesellschaft,6041377,G01L 9/0072 (20130101); G01L 19/0618 (20130101); G01L 13/025 (20130101),"May 29, 1979","January 13, 1981","4,244,228",#4244228,True
111,,"05/860,879",Nippon Gakki Seizo Kabushiki Kaisha,15900392,G10H 1/055 (20130101); G10H 1/24 (20130101); G10H 5/002 (20130101); G10H 1/344 (20130101); G10H 2210/231 (20130101); G10H 2210/211 (20130101),"December 15, 1977","January 13, 1981","4,244,261",#4244261,True
112,,"06/085,480",Sun Chemical Corporation,22191885,B41F 31/04 (20130101); B41F 31/20 (20130101); Y10S 101/38 (20130101),"October 17, 1979","January 13, 1981","4,244,292",#4244292,True
113,,"06/002,265",GTE Products Corporation,21699971,F42B 39/00 (20130101); F42B 4/04 (20130101),"January 10, 1979","January 13, 1981","4,244,295",#4244295,True
114,,"06/029,260","Railroad Dynamics, Inc.",21848097,B61F 5/122 (20130101),"April 11, 1979","January 13, 1981","4,244,298",#4244298,True
115,,"06/036,649",,21889822,A47B 43/006 (20130101),"May 7, 1979","January 13, 1981","4,244,301",#4244301,True
116,,"06/058,533",,22017406,A47G 1/06 (20130101); A47G 2001/0672 (20130101),"July 18, 1979","January 13, 1981","4,244,303",#4244303,True
117,,"05/896,884",Automatech Industries Inc.,25407013,D05B 59/00 (20130101),"April 17, 1978","*     January 13, 1981","4,244,313",#4244313,True
