,Applicant Country,Applicant Number,Assignee Location,Assignee Name,Family ID,Fields,File Date,Patent Date,Patent Number,Title (Patent Number),fetched
10,,"07/961,503","Kansas City, MO",Knappco Corporation,25504557,F16K 17/10 (20130101); F16K 17/36 (20130101); Y10T 137/7769 (20150401); Y10T 137/7835 (20150401),"October 15, 1992","January 4, 1994","5,275,202",#5275202,True
11,,"07/989,135",,,25534797,B44C 7/022 (20130101),"December 11, 1992","January 4, 1994","5,275,224",#5275224,True
12,,"07/984,024","Houston, TX",Schlumberger Technology Corporation,10705567,E21B 33/1294 (20130101); E21B 34/102 (20130101); E21B 34/063 (20130101),"December 1, 1992","January 4, 1994","5,275,241",#5275241,True
13,,"08/029,437",,,21848997,A61G 5/042 (20130101); A61G 5/1078 (20161101); B60K 17/046 (20130101); B62D 11/16 (20130101); B60L 3/0046 (20130101); B60L 3/0061 (20130101); B60L 15/2036 (20130101); B60L 50/11 (20190201); B60L 50/52 (20190201); B60L 50/66 (20190201); B60K 1/02 (20130101); Y10S 180/907 (20130101); B60L 2200/34 (20130101); B60L 2220/46 (20130101); B60L 2240/421 (20130101); B60L 2240/461 (20130101); Y02T 10/645 (20130101); Y02T 10/7077 (20130101); Y02T 10/7005 (20130101); Y02T 10/705 (20130101); Y02T 10/7275 (20130101); Y02T 10/70 (20130101); Y02T 10/72 (20130101),"March 11, 1993","January 4, 1994","5,275,248",#5275248,True
14,,"07/804,932","Nordborg, DK",Danfoss A/S,6421641,B62D 5/32 (20130101); B62D 5/093 (20130101),"December 11, 1991","January 4, 1994","5,275,251",#5275251,True
15,,"07/816,181",,,3885265,B65D 35/14 (20130101); B65D 83/0055 (20130101); B65D 85/36 (20130101),"January 2, 1992","January 4, 1994","5,275,311",#5275311,True
16,,"07/988,873","Bethpage, NY",Grumman Aerospace Corporation,25534568,B21D 26/055 (20130101); B23K 20/2336 (20130101); B23K 20/02 (20130101),"December 10, 1992","January 4, 1994","5,275,325",#5275325,True
17,,"07/913,340","Calabasas, CA",Lockheed Corporation,25433192,B64C 29/0016 (20130101); B64C 29/0041 (20130101); F04D 25/045 (20130101); F02K 3/068 (20130101); F02K 3/08 (20130101); F02K 3/025 (20130101),"July 15, 1992","January 4, 1994","5,275,356",#5275356,True
18,,"07/821,376","Cincinnati, OH",General Electric Company,25233223,B64D 27/26 (20130101); B64D 2027/266 (20130101),"January 16, 1992","January 4, 1994","5,275,357",#5275357,True
19,,"07/960,509",LU,Paul Wurth S.A.,19731317,F27D 3/16 (20130101); C21C 5/462 (20130101),"October 13, 1992","January 4, 1994","5,275,384",#5275384,True
20,,"07/912,816","Dusseldorf, DE",Mannessmann Aktiengesellschaft,6436289,B60B 23/10 (20130101); B60B 3/002 (20130101),"July 13, 1992","January 4, 1994","5,275,471",#5275471,True
21,,"07/910,073","Stuttgart, DE",Robert Bosch GmbH,6398127,B60T 8/3675 (20130101); Y10T 137/87885 (20150401); Y10S 303/10 (20130101),"July 14, 1992","January 4, 1994","5,275,478",#5275478,True
22,,"07/739,007","Syracuse, NY",Carrier Corporation,24970421,F04D 29/102 (20130101),"August 1, 1991","January 4, 1994","5,275,530",#5275530,True
23,,"07/784,858","Cincinnati, OH",General Electric Company,25133742,F01D 11/006 (20130101),"October 30, 1991","January 4, 1994","5,275,534",#5275534,True
24,,"07/931,034",,,25460126,F23D 14/085 (20130101); F23D 14/26 (20130101); F23D 2900/14042 (20130101),"August 14, 1992","January 4, 1994","5,275,555",#5275555,True
25,,"07/969,002",,,25515044,A61C 1/16 (20130101); A61B 90/05 (20160201),"October 30, 1992","January 4, 1994","5,275,559",#5275559,True
26,,"07/834,662","Troy, MI","American Dental Laser, Inc.",27540072,A61B 18/20 (20130101); A61C 1/0046 (20130101); A61B 2018/00636 (20130101); A61C 19/066 (20130101); A61C 1/00 (20130101); A61B 2018/2025 (20130101),"February 12, 1992","January 4, 1994","5,275,564",#5275564,True
27,,"07/762,110","Osaka, JP",Nitta Gelatin Inc.,25064166,A61F 13/58 (20130101),"September 19, 1991","January 4, 1994","5,275,588",#5275588,True
28,,"08/028,645","Wickliffe, OH",The Lubrizol Corporation,27534241,C10L 1/14 (20130101); C10L 10/04 (20130101); C10L 10/06 (20130101); C10L 1/188 (20130101); C10L 1/238 (20130101); C10L 1/2437 (20130101); C10L 1/26 (20130101); F02B 3/06 (20130101); C10L 1/245 (20130101),"March 5, 1993","January 4, 1994","5,275,630",#5275630,True
29,,"07/997,072","Windsor, CT","Combustion Engineering, Inc.",25543628,B01D 45/08 (20130101); F22B 37/322 (20130101); F22B 37/261 (20130101); B01D 45/12 (20130101),"December 29, 1992","January 4, 1994","5,275,644",#5275644,True
30,,"08/019,054","Schijndel, NL",ColoRSil B.V.,19860447,C09C 1/28 (20130101); C09C 1/0012 (20130101); C01P 2002/54 (20130101); C01P 2002/90 (20130101); C01P 2004/51 (20130101); C01P 2004/61 (20130101); C01P 2006/13 (20130101); C01P 2006/60 (20130101); C01P 2006/80 (20130101); C01P 2004/62 (20130101),"February 18, 1993","January 4, 1994","5,275,649",#5275649,True
31,,"07/855,329",GebaeudeN/A,Hoechst Aktiengesellschaft,6428002,C09B 19/02 (20130101); C09B 67/0034 (20130101); C09B 67/0022 (20130101); C09B 67/0014 (20130101),"March 20, 1992","January 4, 1994","5,275,653",#5275653,True
32,,"07/911,494",,,3775568,B29C 39/10 (20130101); B44C 1/24 (20130101); B29C 59/02 (20130101); B29C 39/00 (20130101); Y10T 428/24736 (20150115); B29K 2033/12 (20130101),"July 10, 1992","January 4, 1994","5,275,675",#5275675,True
33,,"07/875,947","Cupertino, CA","Apple Computer, Inc.",25366648,B32B 37/0038 (20130101); Y10T 428/2495 (20150115); G02F 1/1347 (20130101); G02F 1/133502 (20130101),"April 30, 1992","January 4, 1994","5,275,680",#5275680,True
34,,"08/057,370","Washington, DC",The United States of America as represented by the Secretary of the Navy,22010164,C09J 5/02 (20130101); C23G 1/086 (20130101); C23C 22/50 (20130101); C09J 2400/166 (20130101),"May 3, 1993","January 4, 1994","5,275,696",#5275696,True
35,,"07/957,683","Seattle, WA",University of Washington,25499966,D21H 17/70 (20130101); D21H 17/675 (20130101),"October 7, 1992","January 4, 1994","5,275,699",#5275699,True
36,,"07/901,049","Murray Hill, NJ",AT&T Bell Laboratories,25413521,G01N 27/426 (20130101); Y10S 204/07 (20130101),"June 19, 1992","January 4, 1994","5,275,711",#5275711,True
37,,"07/942,242","San Francisco, CA",Chevron Research and Technology Company,27118827,C09K 8/54 (20130101); C23F 11/141 (20130101); Y10S 507/939 (20130101),"September 9, 1992","January 4, 1994","5,275,744",#5275744,True
38,,"07/904,058",DusseldorfN/A,Mannesmann Aktiengesellschaft,6435021,C10M 169/00 (20130101); E21B 17/08 (20130101); F16B 33/06 (20130101); F16L 15/004 (20130101); C10M 2201/0626 (20130101); C10M 2201/0656 (20130101); C10M 2201/1026 (20130101); C10M 2203/1006 (20130101); C10N 2210/04 (20130101); C10N 2240/22 (20130101); C10N 2250/10 (20130101); C10N 2210/02 (20130101),"June 24, 1992","January 4, 1994","5,275,845",#5275845,True
39,,"07/917,852","Tokyo, JP","Kanzaki Paper Mfg. Co., Ltd.",27325427,D21H 19/40 (20130101); D21H 25/14 (20130101); D21H 19/58 (20130101),"July 21, 1992","January 4, 1994","5,275,846",#5275846,True
40,,"07/874,468","Cheshire, CT",Olin Corporation,27052948,G03G 9/125 (20130101); G03G 9/13 (20130101); G03G 9/135 (20130101); G03G 9/133 (20130101); G03G 9/132 (20130101),"April 27, 1992","January 4, 1994","5,275,906",#5275906,True
41,,"07/907,258","Dallas, TX",Texas Instruments Incorporated,26863759,H01L 23/49555 (20130101); H05K 3/303 (20130101); H05K 2201/10454 (20130101); H05K 2201/10568 (20130101); H05K 2201/10696 (20130101); Y02P 70/613 (20151101); H01L 2924/0002 (20130101); H05K 2203/167 (20130101); Y10T 29/49121 (20150115); H01L 2924/0002 (20130101); H01L 2924/00 (20130101),"July 1, 1992","January 4, 1994","5,275,975",#5275975,True
42,,"07/923,457","Danbury, CT",Union Carbide Chemicals & Plastics,24515230,C08G 77/08 (20130101); C08G 77/20 (20130101); C08G 77/12 (20130101); C08G 77/10 (20130101),"August 3, 1992","January 4, 1994","5,275,980",#5275980,True
43,,"07/576,135","Houston, TX","Cooper Industries, Inc.",27381092,C04B 35/591 (20130101),"August 23, 1990","January 4, 1994","5,275,985",#5275985,True
44,,"07/990,190","Surrey, GB",Efamol Holdings plc,26295232,C07D 473/00 (20130101); C07H 19/16 (20130101); C07H 19/06 (20130101),"December 14, 1992","*     January 4, 1994","5,276,020",#5276020,True
45,,"07/891,528","Wayne, NJ",American Cyanamid Company,25398351,A01N 43/54 (20130101); C07D 239/92 (20130101); C07D 239/96 (20130101); C07D 239/95 (20130101); C07D 239/93 (20130101),"June 1, 1992","January 4, 1994","5,276,038",#5276038,True
46,,"08/032,759","Velperweg, NL",Akzo N.V.,27233616,A61K 31/38 (20130101),"March 16, 1993","January 4, 1994","5,276,052",#5276052,True
47,,"07/985,417","Osaka, JP","Nippon Paint Co., Ltd.",18405045,C08G 59/02 (20130101); C08G 59/04 (20130101); C08G 59/12 (20130101); C08G 59/1444 (20130101); C08G 59/1455 (20130101); C09D 163/00 (20130101); C08G 59/42 (20130101); C08G 59/50 (20130101); C08G 59/62 (20130101); C09D 5/4449 (20130101); C08G 59/26 (20130101),"December 4, 1992","January 4, 1994","5,276,072",#5276072,True
48,,"07/815,736","Tokyo, JP",Bridgestone Corporation,25218702,C08C 19/44 (20130101),"December 30, 1991","January 4, 1994","5,276,099",#5276099,True
49,,"07/994,580","Ponca City, OK",Conoco Inc.,27402382,C09K 8/32 (20130101); C10L 1/165 (20130101); F17D 1/16 (20130101); C10L 10/08 (20130101); C10L 1/285 (20130101),"December 21, 1992","January 4, 1994","5,276,116",#5276116,True
50,,"07/929,548","Tokyo, JP","Shin-Etsu Chemical Co., Ltd.",16893179,C08G 77/26 (20130101),"August 14, 1992","January 4, 1994","5,276,122",#5276122,True
51,,"07/616,546","Leverkusen, DE",Bayer Aktiengesellschaft,6394719,C08G 18/0819 (20130101); C08G 18/10 (20130101); C08G 18/40 (20130101); C08G 18/409 (20130101); C09D 175/04 (20130101); C08G 18/10 (20130101); C08G 18/3234 (20130101); C08G 18/10 (20130101); C08G 18/286 (20130101); C09D 175/04 (20130101); C08L 2666/20 (20130101),"November 21, 1990","January 4, 1994","5,276,125",#5276125,True
52,,"08/015,055","West Paterson, NJ","OCG Microelectronic Materials, Inc.",26686906,C08G 8/24 (20130101); G03F 7/094 (20130101); Y10T 428/31688 (20150401); Y10T 428/12528 (20150115); Y10T 428/12549 (20150115); Y10T 428/1352 (20150115); Y10T 428/12569 (20150115),"February 8, 1993","January 4, 1994","5,276,126",#5276126,True
53,,"07/870,867","Leverkusen, DE",Bayer Aktiengesellschaft,27561501,A01N 47/38 (20130101); A01N 51/00 (20130101); C07D 249/12 (20130101); C07D 249/14 (20130101); C07D 401/12 (20130101); C07D 401/14 (20130101); C07D 487/04 (20130101); C07D 405/12 (20130101); C07D 409/12 (20130101); C07D 413/10 (20130101); C07D 417/12 (20130101); C07D 471/04 (20130101); C07D 403/12 (20130101),"April 20, 1992","January 4, 1994","5,276,162",#5276162,True
54,,"07/956,223","Midland, MI",Dow Corning Corporation,25497949,C07F 7/089 (20130101); C07F 7/0838 (20130101); C08G 77/34 (20130101); C07F 7/20 (20130101),"October 5, 1992","January 4, 1994","5,276,173",#5276173,True
55,,"08/002,235","New York, NY",International Flavors & Fragrances Inc.,25444465,C07C 33/14 (20130101); C11D 3/50 (20130101); C11B 9/0034 (20130101); C07C 69/007 (20130101),"January 8, 1993","January 4, 1994","5,276,176",#5276176,True
56,,"07/882,761","Osaka, JP",Asahi Kasei Kogyo K.K.,27335534,C07C 209/00 (20130101); C07C 211/63 (20130101); C07F 9/5456 (20130101); C07F 9/5407 (20130101); C07D 303/48 (20130101),"May 11, 1992","January 4, 1994","5,276,189",#5276189,True
57,,"07/944,027","Nutley, NJ",Hoffman-La Roche Inc.,27174521,B01J 23/755 (20130101); C07C 45/67 (20130101); C07C 45/67 (20130101); C07C 49/603 (20130101),"September 11, 1992","January 4, 1994","5,276,197",#5276197,True
58,,"07/914,128","Ludwigshafen, DE",BASF Aktiengesellschaft,6436567,C07C 45/60 (20130101); C07C 403/08 (20130101); C07C 403/12 (20130101); C07C 403/14 (20130101); C07D 319/06 (20130101); C07C 403/22 (20130101); C07C 45/60 (20130101); C07C 47/21 (20130101); C07C 2601/16 (20170501),"July 17, 1992","January 4, 1994","5,276,209",#5276209,True
59,,"07/919,311","Des Plaines, IL",UOP,25441871,C07C 15/107 (20130101),"July 27, 1992","January 4, 1994","5,276,231",#5276231,True
60,,"07/919,455","White Plains, NY",Texaco Chemical Company,25442112,C10G 50/02 (20130101),"July 27, 1992","January 4, 1994","5,276,239",#5276239,True
61,,"07/935,664",JP,"Sumitomo Electric Industries, Ltd.",27308802,H01B 12/06 (20130101); H01B 12/16 (20130101); H01L 39/143 (20130101); Y10S 505/886 (20130101); Y02E 40/647 (20130101); Y10S 505/887 (20130101); Y02E 40/642 (20130101),"August 24, 1992","January 4, 1994","5,276,281",#5276281,True
62,,"07/911,855",,,25430981,E04F 17/04 (20130101); F01N 1/04 (20130101); G10K 11/172 (20130101); F16L 55/033 (20130101); F24F 13/24 (20130101); F01N 2490/15 (20130101); F01N 2490/155 (20130101),"July 10, 1992","January 4, 1994","5,276,291",#5276291,True
63,,"07/740,830","Farmington, CT",Otis Elevator Company,16648996,B66B 1/308 (20130101); H02P 3/18 (20130101),"August 6, 1991","January 4, 1994","5,276,292",#5276292,True
64,,"07/804,562","Farmington, CT",Otis Elevator Company,25189280,B66B 1/462 (20130101); G07C 9/00714 (20130101); B66B 1/468 (20130101); B66B 2201/4661 (20130101),"December 10, 1991","January 4, 1994","5,276,294",#5276294,True
65,,"07/936,996","Schenectady, NY",General Electric Company,25469328,H01H 69/00 (20130101); B23K 26/323 (20151001); B23K 26/32 (20130101); H01H 71/08 (20130101); H01H 71/16 (20130101); H01H 2011/0087 (20130101); H01H 2037/525 (20130101); B23K 2103/50 (20180801); B23K 2103/02 (20180801); B23K 2103/18 (20180801); B23K 2103/26 (20180801),"August 31, 1992","January 4, 1994","5,276,298",#5276298,True
66,,"07/883,004","Atlanta, GA","United Parcel Service of America, Inc.",25381792,G06K 7/1092 (20130101); G06K 7/10 (20130101),"May 14, 1992","January 4, 1994","5,276,315",#5276315,True
67,,"07/599,402","Cleveland, OH","Edjewise Sensor Products, Inc.",24399461,G01P 15/093 (20130101),"October 17, 1990","January 4, 1994","5,276,322",#5276322,True
68,,"07/945,926","Tokyo, JP","Hitachi, Ltd.",17377054,G02B 21/002 (20130101); H01J 37/28 (20130101); H01J 37/265 (20130101),"September 17, 1992","January 4, 1994","5,276,325",#5276325,True
69,,"08/048,548","Seal Beach, CA",Rockwell International Corporation,26726249,G01S 17/95 (20130101); Y02A 90/19 (20180101); G01W 2001/003 (20130101),"April 16, 1993","January 4, 1994","5,276,326",#5276326,True
70,,"07/809,398","Carrollton, TX","SGS-Thomson Microelectronics, Inc.",25201256,H01L 21/28061 (20130101); H01L 21/28114 (20130101); H01L 29/7836 (20130101); H01L 29/6659 (20130101); H01L 29/42376 (20130101),"December 18, 1991","January 4, 1994","5,276,347",#5276347,True
71,,"07/763,718","Murray Hill, NJ",AT&T Bell Laboratories,25068623,G07C 9/00103 (20130101),"September 23, 1991","January 4, 1994","5,276,444",#5276444,True
72,,"06/246,509","Dayton, OH","Systems Research Laboratories, Inc.",22930975,G01S 7/36 (20130101); H04K 3/228 (20130101); H03D 7/165 (20130101); H03D 7/16 (20130101),"March 23, 1981","January 4, 1994","5,276,450",#5276450,True
73,,"07/911,109","Tokyo, JP",Pioneer Electronic Corporation,27322944,G01S 19/49 (20130101); G01C 21/28 (20130101),"July 9, 1992","January 4, 1994","5,276,451",#5276451,True
74,,"08/028,091","Washington, DC",The United States of America as represented by the Administrator of the,21841530,G01S 13/582 (20130101); G01S 13/30 (20130101),"February 2, 1993","January 4, 1994","5,276,453",#5276453,True
75,,"07/880,832","Abeno, JP",Sharp Kabushiki Kaisha,14652018,G03G 21/1628 (20130101); G03G 2221/1636 (20130101); G03G 2221/1687 (20130101); G03G 2221/1651 (20130101),"May 11, 1992","January 4, 1994","5,276,480",#5276480,True
76,,"07/583,245","Tokyo, JP",Canon Kabushiki Kaisha,26533664,G03G 15/167 (20130101),"September 17, 1990","January 4, 1994","5,276,489",#5276489,True
77,,"07/716,987","Kawasaki, JP",Fujitsu Limited,15773821,G03F 1/26 (20130101); G03F 1/74 (20130101); G03F 1/30 (20130101),"June 18, 1991","January 4, 1994","5,276,551",#5276551,True
78,,"08/069,646","Schaumburg, IL","Motorola, Inc.",26750276,G06F 7/508 (20130101),"June 1, 1993","January 4, 1994","5,276,635",#5276635,True
79,,"07/858,330","Eugene, OH",State of Oregon acting by and through the State Board of Higher,25328059,G11C 13/04 (20130101),"March 25, 1992","January 4, 1994","5,276,637",#5276637,True
80,,"07/920,496","Rueil-Malmaison, FR",Institut Francais du Petrole,9403809,G01V 1/22 (20130101),"August 20, 1992","January 4, 1994","5,276,655",#5276655,True
81,,"07/675,248",,,24709657,H04B 13/00 (20130101); H05H 3/06 (20130101); Y10S 376/913 (20130101),"March 26, 1991","January 4, 1994","5,276,717",#5276717,True
82,,"08/018,468","Tokyo, JP",Sony Corporation,27454961,A61F 11/08 (20130101); G10K 11/178 (20130101); H04R 1/1075 (20130101); A61F 2011/145 (20130101); G10K 2210/1081 (20130101); G10K 2210/3013 (20130101); G10K 2210/3222 (20130101); G10K 2210/509 (20130101); H04R 1/1016 (20130101); G10K 2210/3214 (20130101),"February 16, 1993","January 4, 1994","5,276,740",#5276740,True
83,,"07/759,598","Tokyo, JP",Ebara Corporation,25056263,G02B 6/032 (20130101); G02B 6/4296 (20130101); G02B 6/102 (20130101),"September 16, 1991","January 4, 1994","5,276,761",#5276761,True
84,,"07/713,776","Paramus, NJ",Ericsson-GE Mobile Communications Holding Inc.,26660807,H04B 1/64 (20130101); H03M 3/022 (20130101),"June 12, 1991","January 4, 1994","5,276,764",#5276764,True
85,,"07/523,168","Palo Alto, CA",Hewlett-Packard Co.,24083934,G06F 17/509 (20130101); H04L 41/12 (20130101); H04L 41/22 (20130101); G06T 11/206 (20130101); G06F 2217/04 (20130101); Y10S 715/969 (20130101),"May 14, 1990","January 4, 1994","5,276,789",#5276789,True
86,,"07/587,696","Fremont, CA",Grid Systems Corporation,24350831,G06F 3/04883 (20130101),"September 25, 1990","January 4, 1994","5,276,794",#5276794,True
87,,"07/542,567","Tokyo, JP",NEC Corporation,15735798,G06T 1/60 (20130101),"June 25, 1990","January 4, 1994","5,276,800",#5276800,True
88,,"07/414,106","Plano, TX","Pixel Semiconductor, Inc.",23639989,G11C 11/4076 (20130101); G06F 1/08 (20130101),"September 28, 1989","January 4, 1994","5,276,856",#5276856,True
89,,"07/452,960","Westborough, MA","Epoch Systems, Inc.",23798670,G06F 11/1451 (20130101),"December 19, 1989","January 4, 1994","5,276,860",#5276860,True
90,,"07/580,336","Armonk, NY",International Business Machines Corporation,24320672,G06Q 10/10 (20130101); G06F 16/93 (20190101); G06Q 10/107 (20130101); Y10S 707/99939 (20130101),"September 10, 1990","January 4, 1994","5,276,869",#5276869,True
91,,"07/627,639","Palo Alto, CA",Stream Computers,24515480,G06F 15/17 (20130101); G06F 13/126 (20130101),"December 14, 1990","January 4, 1994","5,276,900",#5276900,True
92,,"07/729,187",,,24929946,B41J 29/17 (20130101); B08B 1/00 (20130101),"July 12, 1991","January 11, 1994","5,276,936",#5276936,True
93,,"07/999,218","Norristown, PA","United States Environmental Services, Inc.",25546039,B08B 15/00 (20130101); H05K 3/26 (20130101); B08B 2215/006 (20130101),"December 30, 1992","January 11, 1994","5,276,938",#5276938,True
94,,"07/892,747",,,25400429,B60B 33/0002 (20130101); B60B 33/0042 (20130101); Y10T 16/1853 (20150115); Y10T 16/212 (20150115); Y10T 16/191 (20150115); B62B 2301/20 (20130101),"June 3, 1992","January 11, 1994","5,276,941",#5276941,True
95,,"07/959,649","Kailua-Kona, HI",Cyanotech Corporation,25502256,F26B 3/12 (20130101); F26B 25/005 (20130101); F26B 23/02 (20130101); F26B 21/04 (20130101),"October 13, 1992","January 11, 1994","5,276,977",#5276977,True
96,,"07/893,532",,,25156620,E04B 1/12 (20130101); E04B 7/04 (20130101); E04B 7/02 (20130101),"June 4, 1992","January 11, 1994","5,277,002",#5277002,True
97,,"07/998,597","Paris, FR",Societe Nationale d'Etude et de Construction de Motors d'Aviation,9420680,B64C 13/40 (20130101); B64C 13/505 (20180101); B64D 41/00 (20130101); Y02T 50/44 (20130101),"December 30, 1992","January 11, 1994","5,277,020",#5277020,True
98,,"07/885,499","Zeeland, MI","Fuel Systems Textron, Inc.",27235205,F02B 77/04 (20130101); F02C 7/232 (20130101); F23R 3/28 (20130101); F23K 5/18 (20130101); F23D 2209/30 (20130101),"May 19, 1992","January 11, 1994","5,277,023",#5277023,True
99,,"07/979,747",,,25527128,G01N 11/04 (20130101); G01R 33/44 (20130101); G01N 33/442 (20130101),"November 23, 1992","January 11, 1994","5,277,058",#5277058,True
100,,"07/841,360","Laatzen, DE",H. Meinecke AG,6425814,G01F 1/12 (20130101); G01F 1/10 (20130101),"February 25, 1992","January 11, 1994","5,277,071",#5277071,True
101,,"07/826,565","Midland, MI",The Dow Chemical Company,25246909,G01N 30/20 (20130101); G01N 35/1097 (20130101); Y10S 277/91 (20130101); G01N 2030/204 (20130101),"January 27, 1992","January 11, 1994","5,277,073",#5277073,True
102,,"08/047,694",,,21950418,B67B 7/406 (20130101),"April 14, 1993","January 11, 1994","5,277,083",#5277083,True
103,,"07/983,139",,,25529808,B25B 13/481 (20130101); B25B 23/00 (20130101); B25B 17/00 (20130101),"November 30, 1992","January 11, 1994","5,277,086",#5277086,True
104,,"07/902,225","Woodcliff Lake, NJ",Ingersoll-Rand Company,25581626,F01L 25/04 (20130101); E21B 6/00 (20130101),"June 22, 1992","January 11, 1994","5,277,098",#5277098,True
105,,"07/900,804","Schaumburg, IL","Motorola, Inc.",24123125,F42C 13/023 (20130101),"January 25, 1991","January 11, 1994","5,277,113",#5277113,True
106,,"07/930,920",DE,Dyes GmbH,6438419,A47B 13/06 (20130101); A47B 17/02 (20130101); A47B 2200/0013 (20130101); A47B 2009/185 (20130101),"August 17, 1992","January 11, 1994","5,277,129",#5277129,True
107,,"08/075,366","Washington, DC",The United States of America as represented by the Secretary of the Navy,22125234,B63G 8/38 (20130101); B63G 8/39 (20130101); Y10T 137/86863 (20150401),"June 11, 1993","January 11, 1994","5,277,144",#5277144,True
108,,"08/022,244","Toyota, JP",Toyota Jidosha Kabushiki Kaisha,12560502,F02D 41/08 (20130101); F02P 5/1508 (20130101); F02P 5/1506 (20130101); Y02T 10/46 (20130101),"February 25, 1993","January 11, 1994","5,277,161",#5277161,True
109,,"07/721,157","Boston, MA","New England Medical Center Hospitals, Inc.",24896782,A61B 5/0452 (20130101); A61B 5/7275 (20130101); G16H 15/00 (20180101); G16H 50/30 (20180101); G16H 10/60 (20180101),"June 26, 1991","January 11, 1994","5,277,188",#5277188,True
110,,"07/920,036","Arab, AL",Ryder International Corporation,25443051,A61M 5/2429 (20130101); A61B 5/153 (20130101); A61B 5/15003 (20130101); A61B 5/150213 (20130101); A61B 5/150236 (20130101); A61B 5/150251 (20130101); A61B 5/150259 (20130101); A61B 5/150351 (20130101); A61B 5/150389 (20130101); A61B 5/150519 (20130101); A61B 5/150732 (20130101); A61B 5/150809 (20130101); A61B 5/150816 (20130101); A61M 5/2448 (20130101); A61M 5/3145 (20130101); A61M 2005/3112 (20130101); A61M 2205/581 (20130101),"July 27, 1992","January 11, 1994","5,277,198",#5277198,True
111,,"07/927,868","Murray Hill, NJ","C. R. Bard, Inc.",24333474,A61M 25/10 (20130101); A61M 25/0125 (20130101),"August 10, 1992","January 11, 1994","5,277,199",#5277199,True
112,,"07/937,126",NM,"MB Hays, Inc.",25469539,A63B 71/085 (20130101),"August 31, 1992","January 11, 1994","5,277,203",#5277203,True
113,,"08/046,209","Farmington Hills, MI",Jervis B. Webb Company,21942177,B65G 17/20 (20130101); B65G 2201/02 (20130101),"April 12, 1993","January 11, 1994","5,277,298",#5277298,True
114,,"07/746,492","Norwalk, CT",United States Surgical Corporation,27090851,A61B 17/06138 (20130101); A61B 2017/06152 (20130101); A61B 2017/06142 (20130101),"August 16, 1991","January 11, 1994","5,277,299",#5277299,True
115,,"07/963,656",,,25507523,A01K 97/06 (20130101); A01K 97/08 (20130101); Y10S 224/922 (20130101),"October 20, 1992","January 11, 1994","5,277,306",#5277306,True
116,,"07/882,967","Nagano, JP","Shinko Electric Industries Co., Ltd.",27304654,H01L 21/50 (20130101); H01L 23/04 (20130101); H01L 23/057 (20130101); H01L 2924/0002 (20130101); H01L 2924/0002 (20130101); H01L 2924/00 (20130101),"May 14, 1992","January 11, 1994","5,277,357",#5277357,True
117,,"07/546,532","Devizes, GB2",Kidd Farm Machinery Limited,10659415,A01F 29/005 (20130101); B02C 18/067 (20130101); Y10S 241/605 (20130101),"June 29, 1990","January 11, 1994","5,277,372",#5277372,True
