,Applicant Country,Applicant Number,Assignee Location,Assignee Name,Family ID,Fields,File Date,Patent Date,Patent Number,Title (Patent Number),fetched
22,,"09/159,580",JP,"Murata Manufacturing Co., Ltd.",17358944,H01L 21/486 (20130101); H05K 1/092 (20130101); H01L 23/49883 (20130101); Y10T 428/24273 (20150115); H05K 3/4061 (20130101); H05K 3/4629 (20130101); Y10S 428/901 (20130101); H01L 2924/0002 (20130101); Y10T 428/2991 (20150115); Y10T 29/49165 (20150115); Y10T 428/2982 (20150115); Y10T 428/24331 (20150115); Y10T 428/24322 (20150115); H01L 2924/0002 (20130101); H01L 2924/00 (20130101),"September 24, 1998","January 1, 2002","6,335,077",#6335077,True
23,,"09/403,503","Tokyo, JP","Mitsui Mining and Smelting Co., Ltd.",26379631,C25D 11/30 (20130101),"October 22, 1999","January 1, 2002","6,335,099",#6335099,True
24,,"09/510,996","Armonk, NY",International Business Machines Corporation,24033047,H01L 23/53238 (20130101); H01L 24/03 (20130101); H01L 24/05 (20130101); H01L 24/11 (20130101); H01L 24/48 (20130101); H05K 3/244 (20130101); H05K 13/06 (20130101); C23C 18/1831 (20130101); C23C 18/1844 (20130101); C23C 18/1608 (20130101); C23C 18/1651 (20130101); C23C 18/34 (20130101); C23C 18/36 (20130101); Y10T 428/12889 (20150115); Y10T 428/12778 (20150115); Y10T 428/12903 (20150115); Y10T 428/12875 (20150115); Y10T 428/12674 (20150115); Y10T 428/12493 (20150115); Y10T 428/12944 (20150115); H01L 2224/48799 (20130101); H01L 2224/05556 (20130101); Y10T 428/1291 (20150115); H01L 2224/48839 (20130101); H01L 2224/48844 (20130101); H01L 2224/48864 (20130101); H01L 2224/48869 (20130101); Y10T 428/12896 (20150115); Y10T 428/12771 (20150115); Y10T 428/12646 (20150115); H01L 2924/181 (20130101); H01L 24/45 (20130101); H01L 2224/04042 (20130101); H01L 2224/04073 (20130101); H01L 2224/05082 (20130101); H01L 2224/05147 (20130101); H01L 2224/05639 (20130101); H01L 2224/05644 (20130101); H01L 2224/05664 (20130101); H01L 2224/05669 (20130101); H01L 2224/13099 (20130101); H01L 2224/13111 (20130101); H01L 2224/45124 (20130101); H01L 2224/45144 (20130101); H01L 2224/48463 (20130101); H01L 2224/85205 (20130101); H01L 2924/01005 (20130101); H01L 2924/01006 (20130101); H01L 2924/01011 (20130101); H01L 2924/01013 (20130101); H01L 2924/01014 (20130101); H01L 2924/01015 (20130101); H01L 2924/01027 (20130101); H01L 2924/01028 (20130101); H01L 2924/01029 (20130101); H01L 2924/01032 (20130101); H01L 2924/01047 (20130101); H01L 2924/0105 (20130101); H01L 2924/01074 (20130101); H01L 2924/01075 (20130101); H01L 2924/10253 (20130101); H01L 2924/01078 (20130101); H01L 2924/01079 (20130101); H01L 2924/014 (20130101); H01L 2924/10271 (20130101); H01L 2924/14 (20130101); H01L 2924/19043 (20130101); H01L 2924/01019 (20130101); H01L 2924/01044 (20130101); C23C 18/54 (20130101); Y10S 428/926 (20130101); Y10S 428/936 (20130101); H01L 2224/45147 (20130101); H01L 2224/48639 (20130101); H01L 2224/48739 (20130101); H01L 2224/48764 (20130101); H01L 2224/48769 (20130101); H01L 2224/48644 (20130101); H01L 2224/48664 (20130101); H01L 2224/48669 (20130101); H01L 2224/0401 (20130101); Y10T 428/12986 (20150115); H01L 2224/45124 (20130101); H01L 2924/00014 (20130101); H01L 2224/45144 (20130101); H01L 2924/00014 (20130101); H01L 2224/48463 (20130101); H01L 2924/00014 (20130101); H01L 2224/05644 (20130101); H01L 2924/00014 (20130101); H01L 2224/85205 (20130101); H01L 2224/45144 (20130101); H01L 2924/00 (20130101); H01L 2224/85205 (20130101); H01L 2224/45124 (20130101); H01L 2924/00 (20130101); H01L 2224/48644 (20130101); H01L 2924/00 (20130101); H01L 2224/48664 (20130101); H01L 2924/00 (20130101); H01L 2224/48669 (20130101); H01L 2924/00 (20130101); H01L 2224/48744 (20130101); H01L 2924/00 (20130101); H01L 2224/48739 (20130101); H01L 2924/00 (20130101); H01L 2224/48764 (20130101); H01L 2924/00 (20130101); H01L 2224/48769 (20130101); H01L 2924/00 (20130101); H01L 2224/48639 (20130101); H01L 2924/00 (20130101); H01L 2224/48799 (20130101); H01L 2924/00 (20130101); H01L 2224/45124 (20130101); H01L 2924/00015 (20130101); H01L 2224/48839 (20130101); H01L 2924/00 (20130101); H01L 2224/48844 (20130101); H01L 2924/00 (20130101); H01L 2224/48864 (20130101); H01L 2924/00 (20130101); H01L 2224/48869 (20130101); H01L 2924/00 (20130101); H01L 2224/45147 (20130101); H01L 2924/00015 (20130101); H01L 2924/181 (20130101); H01L 2924/00 (20130101),"February 22, 2000","January 1, 2002","6,335,104",#6335104,True
25,,"09/462,776","St. Leon-Rot, DE",KS Gleitlager GmbH,7835932,C22C 21/003 (20130101); F16C 33/121 (20130101); Y10S 384/912 (20130101); Y10T 428/12757 (20150115),"January 14, 2000","January 1, 2002","6,335,106",#6335106,True
26,,"09/212,855","Tokyo, JP",Hoya Corporation,18483983,C23C 14/0676 (20130101); C23C 14/3414 (20130101); G03F 1/32 (20130101),"December 17, 1998","January 1, 2002","6,335,124",#6335124,True
27,,"09/630,433","Osaka, JP","Minolta Co., Ltd.",16741790,G03G 9/08782 (20130101); G03G 9/09733 (20130101),"August 1, 2000","January 1, 2002","6,335,134",#6335134,True
28,,"09/557,321",Minami-AshigaraN/A,"Fuji Photo Film Co., Ltd.",27313761,C08F 2/50 (20130101); G03F 7/029 (20130101); G03F 7/031 (20130101); Y10S 430/127 (20130101); Y10S 430/114 (20130101),"April 25, 2000","January 1, 2002","6,335,144",#6335144,True
29,,"09/486,837","Columbia, MD",Martek Biosciences Corp.,25445613,C07B 59/008 (20130101); C07K 14/59 (20130101); C12N 1/20 (20130101); C12P 21/00 (20130101); G01R 33/465 (20130101); C12N 5/0018 (20130101); Y10T 436/24 (20150115); C12N 2500/32 (20130101),"March 15, 2000","January 1, 2002","6,335,196",#6335196,True
30,,"09/339,422",JP,Matsushita Electronics Corporation,11670585,H01L 21/565 (20130101); H01L 23/49541 (20130101); H01L 2224/49171 (20130101); H01L 2224/48091 (20130101); H01L 2924/00014 (20130101); H01L 2224/48091 (20130101); H01L 2224/48247 (20130101); H01L 24/48 (20130101); H01L 24/49 (20130101); H01L 2224/49171 (20130101); H01L 2224/48247 (20130101); H01L 2924/00 (20130101); H01L 2224/451 (20130101); H01L 2924/00014 (20130101); H01L 2924/00014 (20130101); H01L 2224/05599 (20130101); H01L 2224/451 (20130101); H01L 2924/00014 (20130101); H01L 2224/451 (20130101); H01L 2924/00015 (20130101); H01L 24/45 (20130101); H01L 2924/181 (20130101); H01L 2924/181 (20130101); H01L 2924/00012 (20130101),"June 24, 1999","January 1, 2002","6,335,223",#6335223,True
31,,"09/848,863","Boise, ID","Micron Technology, Inc.",23528192,H01L 21/32051 (20130101); H01L 21/76895 (20130101); H01L 21/76897 (20130101); H01L 27/10888 (20130101); H01L 27/10855 (20130101); H01L 27/10885 (20130101),"May 3, 2001","January 1, 2002","6,335,270",#6335270,True
32,,"09/716,528","Warren, NJ",Celgene Corporation,37618612,A61K 31/445 (20130101); C07D 401/04 (20130101); Y10S 514/825 (20130101); Y10S 514/908 (20130101); Y10S 514/886 (20130101),"November 20, 2000","January 1, 2002","6,335,349",#6335349,True
33,,"09/461,806","Frankfurt am Main, DE",Aventis Pharma Deutschland GmbH,7891421,A61K 31/00 (20130101); A61K 31/18 (20130101); A61K 31/4433 (20130101); A61K 31/353 (20130101); A61K 31/352 (20130101),"December 16, 1999","January 1, 2002","6,335,363",#6335363,True
34,,"09/431,782",France S.A.,Clariant,9533658,C09D 4/00 (20130101); C09D 4/00 (20130101); C08F 222/1006 (20130101); C09D 4/00 (20130101); C08F 230/08 (20130101),"November 2, 1999","January 1, 2002","6,335,380",#6335380,True
35,,"09/247,516",KR,"Samsung Display Devices Co., Ltd.",26633440,C01G 1/02 (20130101),"February 10, 1999","January 1, 2002","6,335,393",#6335393,True
36,,"08/979,616","Phialdelphia, PASmithKline Beecham PLC",SmithKline Beecham Corporation,25527017,C07K 14/3156 (20130101); C12N 9/1205 (20130101); C12N 9/78 (20130101); C12N 9/80 (20130101); C12N 9/90 (20130101); C12N 15/52 (20130101); C12Y 207/01002 (20130101); A61K 38/00 (20130101); A61K 39/00 (20130101),"November 25, 1997","January 1, 2002","6,335,424",#6335424,True
37,,"09/273,513",,,23044247,B01J 20/26 (20130101); B01J 20/28042 (20130101); B01J 20/285 (20130101); C08F 212/14 (20130101); C08F 8/00 (20130101); C08F 8/00 (20130101); C08F 212/04 (20130101); B01J 2220/82 (20130101),"March 22, 1999","January 1, 2002","6,335,438",#6335438,True
38,,"09/095,811","Carlsbad, CA","ISIS Pharmaceuticals, Inc.",22253690,C07H 19/10 (20130101); C07H 19/20 (20130101),"June 11, 1998","January 1, 2002","6,335,439",#6335439,True
39,,"09/462,989","Tokyo, JP","Hitachi, Ltd.",17628302,H02B 13/0354 (20130101); H01H 33/6661 (20130101); H01H 1/5822 (20130101); H01H 31/003 (20130101); H01H 33/027 (20130101); H01H 33/6606 (20130101); H01H 33/6664 (20130101); H01H 2001/5827 (20130101); H01H 2033/566 (20130101),"January 19, 2000","January 1, 2002","6,335,502",#6335502,True
40,,"09/495,999",TW,"Welcome Company, Ltd.",23970849,B29C 66/225 (20130101); B29C 66/80 (20130101); B29C 66/8161 (20130101); B29C 66/861 (20130101); B29C 66/8618 (20130101); B29C 66/8324 (20130101); B29C 66/1122 (20130101); B29C 66/43121 (20130101); B29C 65/222 (20130101); B29C 65/228 (20130101); B29C 66/81821 (20130101); B29C 66/8221 (20130101); B29C 66/8122 (20130101); B29C 66/8122 (20130101); B29K 2827/18 (20130101),"February 1, 2000","January 1, 2002","6,335,515",#6335515,True
41,,"09/756,121","Suwon, KR","SamSung Electronics Co., Ltd.",19680381,H05B 6/666 (20130101); H05B 6/687 (20130101),"January 9, 2001","January 1, 2002","6,335,519",#6335519,True
42,,"09/552,315","Tokyo, JP","Oki Electric Industry Co., Ltd.",14852960,H03K 17/223 (20130101),"April 19, 2000","January 1, 2002","6,335,646",#6335646,True
43,,"09/699,488","Kawasaki, JP",Kabushiki Kaisha Toshiba,14463313,H03K 17/063 (20130101); H03K 17/162 (20130101); H03K 17/6872 (20130101); H03K 2217/0018 (20130101),"October 31, 2000","January 1, 2002","6,335,653",#6335653,True
44,,"09/274,327",publ,Telefonaktiebolaget LM Ericsson,10829098,H03D 3/22 (20130101),"March 23, 1999","January 1, 2002","6,335,659",#6335659,True
45,,"09/075,726","Tokyo, JP",NEC Corporation,14808391,H04W 8/245 (20130101); H04W 88/022 (20130101),"May 11, 1998","January 1, 2002","6,335,676",#6335676,True
46,,"09/646,116","Paris, FR",Thomson-CSF,9524581,H05K 1/144 (20130101); H05K 7/00 (20130101); H05K 7/023 (20130101),"September 27, 2000","January 1, 2002","6,335,707",#6335707,True
47,,"09/299,533","Seoul, KR","LG. Philips LCD Co., Ltd.",19569955,H04L 25/4915 (20130101),"April 26, 1999","January 1, 2002","6,335,718",#6335718,True
48,,"09/347,813","Seoul, KR","LG. Philips LCD Co., Ltd.",19543170,G09G 3/3614 (20130101); G09G 3/3648 (20130101); G09G 3/3666 (20130101),"July 2, 1999","January 1, 2002","6,335,719",#6335719,True
49,,"09/172,170","Tokyo, JP",Canon Kabushiki Kaisha,17767826,G06F 3/0481 (20130101),"October 14, 1998","January 1, 2002","6,335,740",#6335740,True
50,,"09/692,615","Tokyo, JP",Asahi Kogaku Kogyo Kabushiki Kaisha,17877652,G02B 7/04 (20130101),"October 20, 2000","January 1, 2002","6,335,834",#6335834,True
51,,"09/188,836","Armonk, NY",International Business Machine Corporation,22694736,G11B 5/00 (20130101); G11B 5/012 (20130101); G11B 5/59622 (20130101); G11B 5/59683 (20130101); G11B 5/09 (20130101); G11B 19/04 (20130101),"November 9, 1998","January 1, 2002","6,335,840",#6335840,True
52,,"09/489,184","Armonk, NY",International Business Machines Corporation,23942749,G02B 6/4201 (20130101); G02B 6/4277 (20130101); G02B 6/4292 (20130101); H05K 9/0058 (20130101); G02B 6/4261 (20130101); G02B 6/4284 (20130101); G02B 6/4246 (20130101),"January 20, 2000","January 1, 2002","6,335,869",#6335869,True
53,,"09/033,978","Tokyo, JP","Hitachi, Ltd.",17793286,H04Q 11/0478 (20130101); H04L 2012/5649 (20130101),"March 3, 1998","January 1, 2002","6,335,917",#6335917,True
54,,"08/971,204","Armonk, NY",International Business Machines Corporation,26725090,H04L 9/0894 (20130101); H04L 63/0428 (20130101),"November 14, 1997","January 1, 2002","6,335,972",#6335972,True
55,,"09/774,636","Kanagawa-ken, JP","Fuji Photo Film Co., Ltd.",27530076,G03B 17/24 (20130101); G03B 27/462 (20130101); G03D 15/003 (20130101); G03B 2206/004 (20130101); G03B 2217/242 (20130101); G03B 2217/244 (20130101); G03B 2217/246 (20130101),"February 1, 2001","January 1, 2002","6,336,006",#6336006,True
56,,"09/800,919","El Segundo, CA",Hughes Electronics Corporation,25350258,H04B 7/18578 (20130101); H04B 7/18521 (20130101),"March 5, 2001","January 1, 2002","6,336,030",#6336030,True
57,,"09/348,756","Osaka, JP",Nitto Denko Corporation,26507851,A61N 1/0436 (20130101); A61N 1/044 (20130101),"July 7, 1999","January 1, 2002","6,336,049",#6336049,True
58,,"09/626,122","Osaka-fu, JP","Matsushita Electric Industrial Co., Ltd.",16678416,G01C 21/3682 (20130101); G08G 1/096827 (20130101); G08G 1/096838 (20130101); G08G 1/096861 (20130101); G08G 1/096866 (20130101); H04L 29/06 (20130101); H04L 67/16 (20130101); H04L 67/18 (20130101); H04L 69/329 (20130101),"July 26, 2000","January 1, 2002","6,336,073",#6336073,True
59,,"09/538,482","Armonk, NY",International Business Machines Corporation,25522860,G06Q 30/02 (20130101); H04L 12/185 (20130101); H04L 12/1859 (20130101); G06F 16/9027 (20190101); Y10S 707/99944 (20130101); Y10S 707/99948 (20130101); Y10S 707/99945 (20130101),"March 30, 2000","January 1, 2002","6,336,119",#6336119,True
60,,"09/139,959","Palo Alto, CA",Hewlett-Packard Company,22489091,H04L 41/12 (20130101); H04L 41/5035 (20130101); H04L 41/5058 (20130101),"August 25, 1998","January 1, 2002","6,336,138",#6336138,True
61,,"09/149,535","Armonk, NY",International Business Machines Corporation,17092970,G11B 20/1883 (20130101); G11B 2220/20 (20130101),"September 8, 1998","January 1, 2002","6,336,202",#6336202,True
62,,"09/244,662","San Jose, CA","Xilinx, Inc.",22923631,G06F 17/5054 (20130101),"February 4, 1999","January 1, 2002","6,336,208",#6336208,True
63,,"09/593,212","Pittsfield, NH",Globe Manufacturing Company,24373853,A41D 27/10 (20130101); A62B 17/003 (20130101),"June 14, 2000","January 8, 2002","6,336,223",#6336223,True
64,,"09/526,084",,,24095841,A46B 5/06 (20130101); A46B 9/005 (20130101); A46B 2200/1066 (20130101),"March 15, 2000","January 8, 2002","6,336,242",#6336242,True
65,,"09/484,649",IT,Armi San Marco S.R.L.,11346315,F41A 17/74 (20130101); F41A 19/14 (20130101),"January 18, 2000","January 8, 2002","6,336,282",#6336282,True
66,,"09/369,106",,,23454117,F16L 5/04 (20130101),"August 5, 1999","January 8, 2002","6,336,297",#6336297,True
67,,"09/643,697","Providence, RI",Textron Inc.,24581907,A01D 34/74 (20130101); A01D 75/30 (20130101),"August 22, 2000","January 8, 2002","6,336,312",#6336312,True
68,,"08/842,990","Tokyo, JP","Mitsubishi Steel Mfg. Co., Ltd.",14017814,B21C 37/30 (20130101); B21K 1/063 (20130101); B21K 1/066 (20130101); B21K 1/10 (20130101); B21K 3/00 (20130101),"December 20, 1996","January 8, 2002","6,336,351",#6336351,True
69,,"09/595,637","Sullivan, IL",Hydro-Gear Limited Partnership,25411713,F16H 57/029 (20130101); F16H 57/032 (20130101); F16H 57/037 (20130101); F16H 2057/02052 (20130101); F16H 2057/02091 (20130101); F16H 2057/02095 (20130101); Y10T 74/2186 (20150115),"June 16, 2000","January 8, 2002","6,336,378",#6336378,True
70,,"09/585,223","Boras, SE",Parker Hannifin A.B.,20409302,F01B 3/0032 (20130101); F01B 3/10 (20130101); F03C 1/0655 (20130101),"June 1, 2000","January 8, 2002","6,336,391",#6336391,True
71,,"09/585,878","New Orleanse, LA",The Babcock & Wilcox Company,24343335,F22B 21/343 (20130101); F22B 37/32 (20130101),"June 1, 2000","January 8, 2002","6,336,429",#6336429,True
72,,"09/106,549","Calgary, CA",FatPower Inc.,22312020,C25B 9/06 (20130101); C25B 11/02 (20130101); H01M 2/266 (20130101); H01M 10/0413 (20130101); H01M 10/045 (20130101); H01M 2/1247 (20130101),"June 29, 1998","January 8, 2002","6,336,430",#6336430,True
73,,"09/545,800",,,24177592,A41D 13/1245 (20130101); A61M 2025/0206 (20130101),"April 8, 2000","January 8, 2002","6,336,458",#6336458,True
74,,"09/554,823","Casale Monferrato, IT",Eltek S.p.A.,11417056,A62C 37/21 (20130101); Y10T 137/1963 (20150401),"July 17, 2000","January 8, 2002","6,336,510",#6336510,True
75,,"09/259,207","Las Vegas, NV",Casinovations Incorporated,22983990,G07D 5/04 (20130101); G07D 9/00 (20130101),"March 1, 1999","January 8, 2002","6,336,544",#6336544,True
76,,"09/424,680","Dusseldorf, DE",Mannesmann AG,7831066,B22D 41/50 (20130101); B22D 41/52 (20130101),"November 29, 1999","January 8, 2002","6,336,575",#6336575,True
77,,"09/588,712","Tokyo, JP",Seiko Epson Corporation,15717200,B41J 11/425 (20130101); G06K 15/105 (20130101),"June 7, 2000","January 8, 2002","6,336,703",#6336703,True
78,,"09/519,759",,,24069664,B62J 6/00 (20130101); B62J 6/20 (20130101); G02B 6/0006 (20130101),"March 6, 2000","January 8, 2002","6,336,736",#6336736,True
79,,"09/568,799","Tokyo, JP",Canon Kabushiki Kaisha,27316750,B41J 13/103 (20130101); B65H 3/0638 (20130101); B65H 2403/481 (20130101); B65H 2403/72 (20130101); B65H 2403/723 (20130101),"May 11, 2000","January 8, 2002","6,336,759",#6336759,True
80,,"09/586,197",,,22948701,B66F 9/065 (20130101); B66F 9/18 (20130101); E02F 3/401 (20130101); E02F 3/404 (20130101),"June 2, 2000","January 8, 2002","6,336,786",#6336786,True
81,,"09/213,570","Caledonia, MI",Steelcase Development Corporation,22795618,H01R 13/6463 (20130101); Y10S 439/941 (20130101),"December 17, 1998","January 8, 2002","6,336,826",#6336826,True
82,,"09/546,475","Suwon, KR","Samsung Electronics Co., Ltd.",19598911,B24B 37/32 (20130101),"April 10, 2000","January 8, 2002","6,336,846",#6336846,True
83,,"09/120,134","Tokyo, JP","Oki Electric Industry Co., Ltd.",17107825,B24B 29/005 (20130101); B24B 29/02 (20130101); H01L 21/4835 (20130101); Y10T 29/49121 (20150115),"July 22, 1998","January 8, 2002","6,336,848",#6336848,True
84,,"09/712,332","Jefferson, IA","American Sports International, Ltd.",24861676,A63B 3/00 (20130101),"November 14, 2000","January 8, 2002","6,336,892",#6336892,True
85,,"09/572,951","Humlebaek, DK",Coloplast A/S,26064702,A61F 5/4407 (20130101),"May 18, 2000","January 8, 2002","6,336,918",#6336918,True
86,,"09/469,295","Nagano-ken, JPNOK Corporation",Sun Medical Technology Research Corporation,46256861,A61M 1/1074 (20140204); A61M 1/101 (20130101); Y10S 415/90 (20130101); A61M 1/1017 (20140204); A61M 1/102 (20140204); A61M 1/125 (20140204); A61M 1/127 (20130101); A61M 1/1013 (20140204); A61M 1/1029 (20140204); A61M 1/1031 (20140204); A61M 1/122 (20140204),"December 22, 1999","January 8, 2002","6,336,939",#6336939,True
87,,"09/493,997","Tokyo, JPYazaki Corporation","Dowa Mining Co., Ltd.",11955871,C22F 1/02 (20130101); C22F 1/08 (20130101); C23C 26/00 (20130101); C25D 5/505 (20130101); H01R 13/03 (20130101); Y10S 428/929 (20130101); Y10S 428/941 (20130101); Y10T 428/12715 (20150115); Y10T 428/1259 (20150115),"January 27, 2000","January 8, 2002","6,336,979",#6336979,True
88,,"09/579,283","Stamford, CT",Xerox Corporation,24316293,B29C 66/03241 (20130101); B29C 66/91411 (20130101); B29C 66/723 (20130101); B29C 66/91945 (20130101); G03G 5/043 (20130101); G03G 5/10 (20130101); G03G 5/147 (20130101); G03G 7/00 (20130101); G03G 15/754 (20130101); B29C 66/4322 (20130101); G03G 15/162 (20130101); B29C 66/49 (20130101); B29C 66/1122 (20130101); B29C 66/91445 (20130101); B29C 66/4324 (20130101); B29L 2031/709 (20130101); B29L 2031/764 (20130101); B29C 65/7847 (20130101); B29C 65/08 (20130101),"May 30, 2000","January 8, 2002","6,336,982",#6336982,True
