,Applicant Country,Applicant Number,Assignee Location,Assignee Name,Family ID,Fields,File Date,Patent Date,Patent Number,Title (Patent Number),fetched
11,,"06/868,600","Aki, JP",Mazda Motor Corporation,13798640,F02B 29/0418 (20130101); F02B 37/18 (20130101); F02D 23/00 (20130101); F02M 69/32 (20130101); F02M 3/075 (20130101); Y02T 10/144 (20130101); Y02T 10/146 (20130101),"May 30, 1986","January 5, 1988","4,716,734",#4716734,True
12,,"06/780,340",Societe Anonyme de Telecommunications,SAT,9308251,F17C 3/085 (20130101); F25D 3/00 (20130101); G01J 5/061 (20130101); F25D 3/10 (20130101); F25D 16/00 (20130101),"September 26, 1985","January 5, 1988","4,716,742",#4716742,True
13,,"06/826,248","Pordenone, IT",Officine Savio S.p.A.,11158099,D04B 15/78 (20130101),"February 5, 1986","January 5, 1988","4,716,743",#4716743,True
14,,"06/922,783","Budapest, HU",Richter Gedeon Vegyeszeti Gyar Rt,10964486,G01N 11/06 (20130101); G01N 2033/0091 (20130101),"October 23, 1986","January 5, 1988","4,716,768",#4716768,True
15,,"06/879,349",,,25373970,B62K 23/02 (20130101); B62L 3/02 (20130101); Y10T 74/20822 (20150115); Y10T 74/20426 (20150115),"June 27, 1986","January 5, 1988","4,716,782",#4716782,True
16,,"06/780,679",,,11319222,F01L 9/02 (20130101); F01L 13/0015 (20130101); F02B 2075/027 (20130101),"September 26, 1985","January 5, 1988","4,716,862",#4716862,True
17,,"06/851,796","Tokyo, JP",Kioritz Corporation,26406320,F02M 15/06 (20130101); Y10S 261/81 (20130101),"April 14, 1986","January 5, 1988","4,716,878",#4716878,True
18,,"06/900,869","Warsaw, IN","Zimmer, Inc.",25413216,A61F 2/4609 (20130101); A61F 2002/3404 (20130101); A61F 2002/4629 (20130101); A61F 2002/4624 (20130101); A61F 2002/4623 (20130101),"August 27, 1986","January 5, 1988","4,716,894",#4716894,True
19,,"06/829,341","Winston-Salem, NC",R. J. Reynolds Tobacco Company,25254253,A24D 3/041 (20130101),"February 14, 1986","January 5, 1988","4,716,912",#4716912,True
20,,"06/881,275",,,20360853,B05B 3/02 (20130101); B63B 57/02 (20130101); B08B 9/0936 (20130101),"July 2, 1986","January 5, 1988","4,716,917",#4716917,True
21,,"06/724,699","Ashland, KY","Ashland Oil, Inc.",26974348,C10G 11/18 (20130101); B01D 53/508 (20130101),"April 18, 1985","January 5, 1988","4,716,958",#4716958,True
22,,"06/922,916","New York, NY",Mobil Oil Corporation,25447782,C09K 8/512 (20130101); C09K 8/905 (20130101); C09K 8/514 (20130101),"October 24, 1986","January 5, 1988","4,716,966",#4716966,True
23,,"06/941,390","Meriden, CT",Teleco Oilfield Services Inc.,27114507,G01V 3/20 (20130101),"December 15, 1986","January 5, 1988","4,716,973",#4716973,True
24,,"07/029,210","New York, NY",Philip Morris Incorporated,21847820,A61L 9/12 (20130101); B65D 85/1081 (20130101); Y10S 428/905 (20130101); B65D 2203/12 (20130101),"March 23, 1987","January 5, 1988","4,717,017",#4717017,True
25,,"06/896,108",,,25405639,G11B 23/0233 (20130101),"August 13, 1986","January 5, 1988","4,717,021",#4717021,True
26,,"06/917,288","New York, NY",Mobil Oil Corporation,27082697,B01J 2/08 (20130101); B01J 35/08 (20130101); B05B 1/02 (20130101); F23D 11/10 (20130101); B05B 7/0892 (20130101); C10L 1/00 (20130101); B05B 7/066 (20130101),"October 9, 1986","January 5, 1988","4,717,049",#4717049,True
27,,"06/866,236",,,25347208,B60R 9/08 (20130101); B60R 9/00 (20130101),"May 21, 1986","January 5, 1988","4,717,055",#4717055,True
28,,"06/925,077","Tokyo, JP",Yoshida Kogyo K. K.,15836148,A41H 37/10 (20130101),"October 30, 1986","January 5, 1988","4,717,061",#4717061,True
29,,"06/843,283","Minneapolis, MN","Ag-Chem Equipment Co., Inc.",27021458,B05B 15/658 (20180201),"March 24, 1986","January 5, 1988","4,717,077",#4717077,True
30,,"06/783,495","Stuttgart, DE",Robert Bosch GmbH,6260707,F02M 51/0678 (20130101),"October 3, 1985","January 5, 1988","4,717,080",#4717080,True
31,,"06/827,365","St. Louis, MO",Lee-Rowan Company,25249032,A47B 96/024 (20130101),"February 7, 1986","January 5, 1988","4,717,104",#4717104,True
32,,"06/933,291",,,27105733,A47K 3/034 (20130101); A47F 5/00 (20130101),"November 20, 1986","January 5, 1988","4,717,105",#4717105,True
33,,"06/369,405","New Britain, CT",The Stanley Works,23455344,B65D 73/00 (20130101),"April 19, 1982","January 5, 1988","4,717,106",#4717106,True
34,,"06/883,070","Brighton, AU",Monier Limited,25632548,B28B 23/005 (20130101),"July 8, 1986","January 5, 1988","4,717,114",#4717114,True
35,,"06/916,739","Baar, CH",Stopinc Aktiengesellschaft,6786859,B22D 41/40 (20130101),"October 8, 1986","January 5, 1988","4,717,127",#4717127,True
36,,"06/934,712","Ayase, JP","Ikeda Bussan Co., Ltd.",11940004,B60N 2/067 (20130101); B60N 2/0715 (20130101); B60N 2/0705 (20130101),"November 25, 1986","January 5, 1988","4,717,194",#4717194,True
37,,"06/757,588","Appleton, WI","Presto Products, Incorporated",25048415,E01C 3/00 (20130101); E02B 3/12 (20130101); E01C 23/163 (20130101),"July 22, 1985","January 5, 1988","4,717,283",#4717283,True
38,,"07/012,093","Houston, TX",Shell Oil Company,19844333,F16L 1/26 (20130101); E21B 43/013 (20130101),"February 6, 1987","January 5, 1988","4,717,287",#4717287,True
39,,"06/895,538","Houston, TX",Exxon Production Research Company,27116225,E02B 17/027 (20130101); F16C 11/12 (20130101); F16M 11/125 (20130101); Y10T 403/45 (20150115); Y10T 403/54 (20150115),"August 13, 1986","January 5, 1988","4,717,288",#4717288,True
40,,"07/045,713",GB,Dom Holdings PLC,10567866,B25D 17/088 (20130101); Y10S 279/905 (20130101); Y10T 279/17752 (20150115); B25D 2217/0034 (20130101); Y10T 408/907 (20150115),"May 6, 1987","January 5, 1988","4,717,292",#4717292,True
41,,"06/927,194","Harrisburg, PA",AMP Incorporated,25454361,H05K 13/0084 (20130101); H05K 13/021 (20130101); Y10T 29/53478 (20150115),"November 4, 1986","January 5, 1988","4,717,304",#4717304,True
42,,"06/798,301",,,27502940,F01C 20/20 (20130101); F04C 2/105 (20130101); F04C 2/104 (20130101); F01C 20/24 (20130101),"November 15, 1985","January 5, 1988","4,717,320",#4717320,True
43,,"06/614,015","Ohsaka, JP",Chisso Corporation,14188237,D01D 5/34 (20130101),"May 25, 1984","January 5, 1988","4,717,325",#4717325,True
44,,"06/817,925",,,25224219,A61C 7/00 (20130101); Y10T 428/2929 (20150115),"January 13, 1986","January 5, 1988","4,717,341",#4717341,True
45,,"06/784,882",N/A,Piky S. A.,10949527,A63F 9/10 (20130101); A63F 9/1204 (20130101); A63F 9/12 (20130101); A63F 2009/0688 (20130101),"September 30, 1985","January 5, 1988","4,717,342",#4717342,True
46,,"06/893,071","Harrisburg, PA",AMP Incorporated,25400990,G02B 6/4466 (20130101); H01R 13/745 (20130101); H01R 25/164 (20130101),"July 31, 1986","January 5, 1988","4,717,358",#4717358,True
47,,"07/002,436","Chicago, IL",Marvin Glass & Associates,21700753,A63H 33/00 (20130101); A63H 33/425 (20130101); A63H 33/003 (20130101),"January 12, 1987","January 5, 1988","4,717,365",#4717365,True
48,,"06/885,593",,,20354471,C10L 11/04 (20130101),"July 14, 1986","January 5, 1988","4,717,392",#4717392,True
49,,"06/911,112","Bridgeport, CT",Casco Products Corporation,25429758,B01D 53/0446 (20130101); B01D 53/0438 (20130101); B01D 2259/4516 (20130101); B01D 2258/01 (20130101); B01D 2259/40086 (20130101); B01D 2253/102 (20130101),"September 24, 1986","January 5, 1988","4,717,401",#4717401,True
50,,"06/886,297","Tokyo, JP",Somar Corporation,10601000,B32B 37/226 (20130101); B32B 38/185 (20130101); B29C 31/00 (20130101); Y10T 156/1744 (20150115); Y10T 156/1343 (20150115); Y10T 156/1339 (20150115),"July 16, 1986","January 5, 1988","4,717,441",#4717441,True
51,,"06/903,341","New York, NY",Mobil Oil Corporation,25417340,B01J 29/80 (20130101); C10G 11/18 (20130101); B01J 29/084 (20130101); B01J 29/40 (20130101); B01J 2208/00442 (20130101); B01J 2208/0053 (20130101); B01J 2208/00283 (20130101),"September 3, 1986","January 5, 1988","4,717,466",#4717466,True
52,,"06/888,450","Tokyo, JP",Kioritz Corporation,14837455,B01D 29/58 (20130101); B01D 35/02 (20130101),"July 21, 1986","January 5, 1988","4,717,477",#4717477,True
53,,"06/835,010","Columbus, IN","Fleetguard, Inc.",27101575,C02F 5/105 (20130101); C02F 5/125 (20130101); C02F 5/145 (20130101); C23F 11/08 (20130101); C09K 5/20 (20130101); F02B 3/06 (20130101); F01P 2003/001 (20130101); F01P 2031/18 (20130101),"February 28, 1986","January 5, 1988","4,717,495",#4717495,True
54,,"06/522,671","Tokyo, JPFujisawa Pharmaceutical Co., Ltd.","Mitsubishi Mining & Co., Ltd.",26372370,C04B 28/10 (20130101); E21C 37/06 (20130101); E04G 23/08 (20130101); C04B 41/0009 (20130101),"August 12, 1983","January 5, 1988","4,717,503",#4717503,True
55,,"06/810,121","Norwalk, CT",Occidental Chemical Corporation,9310724,B29C 70/882 (20130101); C08K 3/04 (20130101); C08K 7/06 (20130101); H01M 8/0213 (20130101); B29C 48/297 (20190201); B29C 48/022 (20190201); Y02P 70/56 (20151101); B29K 2105/12 (20130101); B29K 2707/04 (20130101); B29K 2995/0005 (20130101); B29K 2105/16 (20130101); B29C 48/05 (20190201); B29C 48/288 (20190201); B29C 48/2886 (20190201); B29K 2105/06 (20130101),"December 18, 1985","January 5, 1988","4,717,505",#4717505,True
56,,"07/034,745","Cologne, DE",Chemische Fabrik Kalk,6298090,C08G 18/2885 (20130101); C08G 18/381 (20130101); C08G 18/3889 (20130101); C08G 18/4829 (20130101); C08G 18/6461 (20130101); C08G 18/5033 (20130101); Y10S 521/904 (20130101); C08G 2101/0025 (20130101); C08G 2101/005 (20130101); Y10S 521/906 (20130101),"April 6, 1987","January 5, 1988","4,717,509",#4717509,True
57,,"06/813,346","Stamford, CT",American Cyanamid Company,25212117,C09K 11/07 (20130101),"December 26, 1985","January 5, 1988","4,717,511",#4717511,True
58,,"06/824,305",JP,Toyo Boseki Kabushiki Kaisha,27298960,B29C 59/12 (20130101); C08J 7/123 (20130101); C08J 2367/02 (20130101); B29K 2067/00 (20130101),"January 30, 1986","January 5, 1988","4,717,516",#4717516,True
59,,"06/923,511","Muncie, IN",Ball Corporation,27109202,B29C 49/04 (20130101); B29C 49/4242 (20130101); B29C 49/36 (20130101); B29C 2049/4869 (20130101),"October 27, 1986","January 5, 1988","4,717,522",#4717522,True
60,,"06/704,290",,,12395739,B29C 49/06 (20130101); B29C 51/02 (20130101); B29C 51/262 (20130101); B29B 2911/1402 (20130101); B29L 2031/716 (20130101); B29B 2911/14033 (20130101); B29B 2911/1404 (20130101); B29B 2911/14053 (20130101); B29B 2911/14066 (20130101); B29B 2911/1408 (20130101); B29B 2911/14093 (20130101); B29B 2911/14106 (20130101); B29B 2911/14113 (20130101); B29C 49/12 (20130101); B29C 49/221 (20130101); B29L 2031/7132 (20130101); B29B 2911/14026 (20130101),"February 22, 1985","January 5, 1988","4,717,524",#4717524,True
61,,"06/916,746","Tokyo, JPMinistry of International Trade & Industry",Agency of Industrial Science & Technology,16862576,C01B 25/327 (20130101),"October 8, 1986","January 5, 1988","4,717,556",#4717556,True
62,,"07/023,734","Elkhart, IN","Miles Laboratories, Inc.",26697534,C07K 16/088 (20130101); A61K 38/00 (20130101); Y10S 530/83 (20130101),"March 9, 1987","January 5, 1988","4,717,564",#4717564,True
63,,"06/844,901","Morris Plains, NJ",Warner-Lambert Company,25293921,A61K 9/143 (20130101),"March 27, 1986","January 5, 1988","4,717,565",#4717565,True
64,,"06/860,606","Cincinnati, OH",The Procter & Gamble Co.,25333597,A23F 3/18 (20130101); A23F 3/163 (20130101),"May 7, 1986","January 5, 1988","4,717,579",#4717579,True
65,,"06/866,175","Midland, MI",The Dow Chemical Company,25347069,B01F 15/00227 (20130101); G05D 11/137 (20130101); B01F 15/0408 (20130101); B29K 2105/04 (20130101); Y10T 137/034 (20150401); Y10T 137/2499 (20150401),"May 22, 1986","January 5, 1988","4,717,582",#4717582,True
66,,"06/888,645",JP,"Semiconductor Energy Laboratory Co., Ltd.",26386977,C23C 16/345 (20130101); H01L 21/3185 (20130101); H01L 21/0217 (20130101); H01L 21/02208 (20130101); H01L 21/02277 (20130101),"July 24, 1986","January 5, 1988","4,717,602",#4717602,True
67,,"07/024,733","Danvers, MA",GTE Products Corporation,21822123,C03B 17/04 (20130101); H01J 9/247 (20130101); C03C 15/00 (20130101); Y10T 428/1317 (20150115),"March 11, 1987","January 5, 1988","4,717,607",#4717607,True
68,,"06/934,944","Tokyo, JP","Mitsubishi Gas Chemical Company, Inc.",26388731,C09J 167/00 (20130101); C09J 7/10 (20180101); C09J 167/00 (20130101); Y10T 428/14 (20150115); C08L 2666/02 (20130101); C08L 2666/02 (20130101),"November 19, 1986","January 5, 1988","4,717,609",#4717609,True
69,,"07/002,508",,,21701113,B44C 5/02 (20130101),"January 12, 1987","January 5, 1988","4,717,626",#4717626,True
70,,"06/863,988","Frankfurt am Main, DE",Licentia Patent-Verwaltungs-GmbH,6271741,G03G 5/08207 (20130101); G03G 5/0433 (20130101),"May 16, 1986","January 5, 1988","4,717,635",#4717635,True
71,,"06/740,065","Trangsund, SE",Vertrik Bioteknik AB,26658582,B01L 3/5055 (20130101); G01N 33/528 (20130101); Y10S 435/805 (20130101); Y10S 435/975 (20130101),"May 23, 1985","January 5, 1988","4,717,656",#4717656,True
72,,"06/820,354","Rochester, NY",Castle Company,25230554,C12Q 1/22 (20130101); C12M 23/22 (20130101); C12M 23/34 (20130101); C12M 37/06 (20130101); C12M 23/32 (20130101); Y10S 435/81 (20130101),"January 21, 1986","January 5, 1988","4,717,661",#4717661,True
73,,"06/860,425","Osaka, JP","Sumitomo Electric Industries, Ltd.",14215875,H01L 21/2654 (20130101); H01L 21/26546 (20130101); H01L 21/2656 (20130101); H01L 29/66924 (20130101); H01L 21/26553 (20130101); Y10S 438/945 (20130101),"May 7, 1986","January 5, 1988","4,717,685",#4717685,True
74,,"06/924,227","Houston, TX",Shell Oil Company,25449921,B01J 27/188 (20130101); B01J 27/19 (20130101); B01J 35/10 (20130101); C10G 45/08 (20130101); B01J 35/0026 (20130101); B01J 35/108 (20130101); B01J 35/1023 (20130101); B01J 35/1042 (20130101); B01J 35/1047 (20130101); B01J 35/1061 (20130101); B01J 35/1019 (20130101),"October 28, 1986","*     January 5, 1988","4,717,707",#4717707,True
75,,"06/688,629","both of, JPSanrio Company, Ltd.",Matsui Shikiso Chemical Co. Ltd.,8193235,C09K 9/02 (20130101); D06P 1/004 (20130101); D06P 1/0096 (20130101); Y10S 252/962 (20130101); Y10S 428/913 (20130101),"January 3, 1985","January 5, 1988","4,717,710",#4717710,True
76,,"06/734,622","Midland, MI",The Dow Chemical Company,24952434,C08F 279/02 (20130101); C08F 291/02 (20130101); C08L 25/04 (20130101); C08L 25/12 (20130101); C08L 51/06 (20130101); C08F 279/02 (20130101); C08F 212/08 (20130101); C08L 25/04 (20130101); C08L 25/12 (20130101); C08L 51/06 (20130101); C08L 51/00 (20130101); C08L 2666/24 (20130101); C08L 2666/24 (20130101); C08L 2666/04 (20130101),"May 16, 1985","January 5, 1988","4,717,741",#4717741,True
77,,"06/807,647","Courbevoie, FR",Rhone-Poulenc Specialites Chimiques,9310576,C08G 69/34 (20130101); C08G 69/40 (20130101),"December 11, 1985","January 5, 1988","4,717,763",#4717763,True
78,,"07/020,430","New York, NY",General Electric Company,26693430,H01H 1/66 (20130101); H01H 57/00 (20130101); H01H 3/222 (20130101),"March 2, 1987","January 5, 1988","4,717,798",#4717798,True
79,,"06/878,936","San Bruno, CA","Spectro-Scan, Inc.",25373118,G01N 23/2252 (20130101); G01N 33/84 (20130101); G01N 2800/04 (20130101),"June 26, 1986","January 5, 1988","4,717,826",#4717826,True
80,,"06/830,714","Tokyo, JPNippon Hoso Kyokai","Hitachi, Ltd.",12302646,H01J 29/456 (20130101),"February 19, 1986","January 5, 1988","4,717,854",#4717854,True
81,,"06/362,521","Greensboro, NC","Burlington Industries, Inc.",23426436,G01N 33/367 (20130101),"March 26, 1982","January 5, 1988","4,717,870",#4717870,True
82,,"06/859,693","Durham, NC",Duke University,25331516,G01R 33/4835 (20130101),"May 5, 1986","January 5, 1988","4,717,879",#4717879,True
83,,"06/893,219","Tokyo, JP",JEOL Ltd.,27462742,G01R 33/345 (20130101); G01R 33/343 (20130101),"August 5, 1986","January 5, 1988","4,717,880",#4717880,True
84,,"07/040,240","Munich, DE",Siemens Aktiengesellschaft,6793987,H01H 50/545 (20130101),"April 20, 1987","January 5, 1988","4,717,899",#4717899,True
85,,"06/930,401","Loveland, OH","`totes`, Incorporated",25459296,A45C 11/184 (20130101); A45C 13/24 (20130101); G08B 13/149 (20130101); G07F 7/0833 (20130101); G07F 7/08 (20130101),"November 21, 1986","January 5, 1988","4,717,908",#4717908,True
86,,"06/861,345","Tokyo, JP",Canon Kabushiki Kaisha,14344472,B41J 2/04541 (20130101); B41J 2/04593 (20130101); B41J 2/04581 (20130101),"May 9, 1986","January 5, 1988","4,717,927",#4717927,True
87,,"06/843,629","Tokyo, JP",Copal Company Limited,12645015,G03B 7/24 (20130101),"March 25, 1986","January 5, 1988","4,717,929",#4717929,True
88,,"06/918,718",,,25440826,G03B 17/12 (20130101); G03B 17/24 (20130101); G03B 2217/241 (20130101),"October 14, 1986","January 5, 1988","4,717,930",#4717930,True
89,,"06/864,375","Rochester, NY",Eastman Kodak Company,25343134,G11B 5/0086 (20130101); G11B 5/09 (20130101); G11B 27/36 (20130101); G11B 15/02 (20130101); G11B 5/531 (20130101),"May 19, 1986","January 5, 1988","4,717,974",#4717974,True
90,,"06/790,042","Tokyo, JP",Canon Kabushiki Kaisha,16819951,H03M 1/285 (20130101); G01R 33/09 (20130101),"October 22, 1985","January 5, 1988","4,717,979",#4717979,True
91,,"06/874,677",,,8491304,H02M 7/60 (20130101); H03K 4/026 (20130101),"June 16, 1986","January 5, 1988","4,717,995",#4717995,True
92,,"06/778,602",,,25113879,F24F 3/044 (20130101); G05D 23/1934 (20130101); F24F 2110/10 (20180101); F24F 11/30 (20180101),"September 20, 1985","January 5, 1988","4,718,021",#4718021,True
93,,"06/614,171","London, GB2","Imperial Group, PLC",36685702,G01N 21/3563 (20130101); G01N 21/314 (20130101); G01N 21/86 (20130101),"May 25, 1984","January 5, 1988","4,718,026",#4718026,True
94,,"06/791,858","New York, NY",U.S. Philips Corporation,19844695,G08C 15/00 (20130101); G08B 25/10 (20130101),"October 28, 1985","January 5, 1988","4,718,059",#4718059,True
95,,"06/814,616","Tokyo, JP","Olympus Optical Co., Ltd.",11629701,G11B 19/02 (20130101); G11B 7/126 (20130101),"December 30, 1985","January 5, 1988","4,718,068",#4718068,True
96,,"06/880,282",,,25375949,H02J 13/0072 (20130101); H04M 11/002 (20130101); H04M 11/04 (20130101); Y02E 60/7846 (20130101); Y04S 10/16 (20130101); Y04S 40/125 (20130101); Y02E 60/723 (20130101),"June 30, 1986","January 5, 1988","4,718,079",#4718079,True
97,,"06/593,891","Florham Park, NJ",Exxon Research and Engineering Company,24376632,G10L 15/063 (20130101); G10L 15/083 (20130101); G10L 25/87 (20130101); G10L 15/02 (20130101); G10L 2015/0638 (20130101); G10L 25/27 (20130101); G10L 15/12 (20130101),"March 27, 1984","January 5, 1988","4,718,088",#4718088,True
98,,"06/593,894","Florham Park, NJ",Exxon Research and Engineering Company,24376648,G10L 15/00 (20130101),"March 27, 1984","January 5, 1988","4,718,093",#4718093,True
99,,"06/829,242","Princeton, NJ",RCA Corporation,25253951,H04N 7/162 (20130101); H04N 21/2221 (20130101); H04N 21/441 (20130101); H04N 21/4542 (20130101); H04N 21/6543 (20130101); H04N 21/4753 (20130101); H04N 21/4755 (20130101); H04N 21/64 (20130101); H04N 21/45457 (20130101),"February 14, 1986","January 5, 1988","4,718,107",#4718107,True
100,,"06/929,324",,,27128654,B08B 9/087 (20130101),"November 10, 1986","January 12, 1988","4,718,137",#4718137,True
101,,"06/888,217","Lively, CA",655063 Ontario Limited,25392768,A01K 97/01 (20130101),"July 23, 1986","January 12, 1988","4,718,190",#4718190,True
102,,"06/902,371","Bromma, SE",AB UVA,20358241,B24B 53/053 (20130101),"September 25, 1986","January 12, 1988","4,718,196",#4718196,True
103,,"07/043,885","Cologne, DE",Cyklop International AG,6299956,B65B 11/045 (20130101),"April 29, 1987","January 12, 1988","4,718,219",#4718219,True
104,,"06/516,496","Ansonia, OH",Lambert Corporation,24055859,A01D 43/063 (20130101); A01D 34/63 (20130101); A01D 2101/00 (20130101),"July 25, 1983","January 12, 1988","4,718,222",#4718222,True
105,,"06/576,507",,,24304710,F03B 13/1815 (20130101); Y02E 10/38 (20130101); F05B 2260/4031 (20130101),"February 2, 1984","January 12, 1988","4,718,231",#4718231,True
106,,"06/920,457",JP,"Isuzu Motors, Ltd.",17029341,F02B 37/005 (20130101); F02B 37/22 (20130101); Y02T 10/163 (20130101); Y02T 10/144 (20130101),"October 20, 1986","January 12, 1988","4,718,235",#4718235,True
107,,"06/921,798","Leverkusen, DE",Bayer Aktiengesellschaft,6236481,D06C 7/00 (20130101),"October 17, 1986","January 12, 1988","4,718,257",#4718257,True
108,,"07/006,334","Denver, CO","Hampton Lock Co., Inc.",21720392,E05B 19/0005 (20130101); Y10T 70/496 (20150401); Y10T 70/489 (20150401); Y10T 70/493 (20150401); Y10T 70/5031 (20150401),"February 2, 1987","January 12, 1988","4,718,259",#4718259,True
109,,"07/008,982","New York, NY",ITT Corporation,21734850,G01F 15/14 (20130101); G01F 1/3209 (20130101),"January 30, 1987","January 12, 1988","4,718,283",#4718283,True
110,,"06/852,521",DE,Endress u. Hauser GmbH u. Co.,6269125,B23Q 1/36 (20130101); G01F 1/30 (20130101); F16C 29/00 (20130101); F16C 2322/39 (20130101),"April 16, 1986","January 12, 1988","4,718,285",#4718285,True
111,,"06/863,893","Dearborn, MI",Ford Motor Company,25342042,F16H 3/089 (20130101); F16H 3/10 (20130101); Y10T 74/19447 (20150115); Y10T 74/19233 (20150115); Y10T 74/194 (20150115),"May 16, 1986","January 12, 1988","4,718,295",#4718295,True
112,,"06/800,785","Toyota, JP",Toyota Jidosha Kabushiki Kaisha,17163289,F16H 61/061 (20130101); F16H 63/44 (20130101); F16H 2061/0255 (20130101); F16H 2061/044 (20130101); Y10T 477/6937 (20150115); Y10S 477/908 (20130101); F16H 2061/0466 (20130101); Y10T 477/69365 (20150115); F16H 2061/0451 (20130101),"November 22, 1985","January 12, 1988","4,718,310",#4718310,True
113,,"06/746,478","Washington, DC",The United States of America as represented by the United States,25001016,F41B 6/006 (20130101),"June 19, 1985","*     January 12, 1988","4,718,321",#4718321,True
114,,"06/857,725",CH,Feintool International Holding,4219906,B23Q 1/0063 (20130101); B30B 15/026 (20130101); Y10S 100/918 (20130101),"April 30, 1986","January 12, 1988","4,718,339",#4718339,True
115,,"06/714,505","Wilmington, DE",E. I. Du Pont de Nemours and Company,27087676,F42D 1/04 (20130101); F42B 3/26 (20130101),"March 25, 1985","January 12, 1988","4,718,345",#4718345,True
116,,"06/876,500","Karlskoga, SE",Nobel Kemi AB,20360656,B21D 39/042 (20130101); B23K 20/085 (20130101); C06B 45/10 (20130101),"June 20, 1986","January 12, 1988","4,718,346",#4718346,True
117,,"06/906,372","Chicago, IL",Thrall Car Manufacturing Co.,25422329,B61D 3/20 (20130101); B61D 3/14 (20130101),"September 12, 1986","January 12, 1988","4,718,353",#4718353,True
118,,"07/001,596",,,21696882,F23G 5/16 (20130101); F23J 15/04 (20130101); F23G 5/444 (20130101); F23G 5/26 (20130101),"January 8, 1987","January 12, 1988","4,718,357",#4718357,True
119,,"06/767,280",,,3770405,B63B 1/14 (20130101); B63H 7/00 (20130101); B63C 11/49 (20130101); B63B 2001/145 (20130101); B63C 11/36 (20130101),"September 12, 1985","January 12, 1988","4,718,368",#4718368,True
120,,"06/885,289","Pewaukee, WI","Vanguard, Inc.",25386565,B63B 21/10 (20130101),"July 14, 1986","January 12, 1988","4,718,371",#4718371,True
121,,"06/833,267","Mannheim, DE",Brown Boveri Reaktor GmbH,6265213,B23P 19/022 (20130101); F28F 11/02 (20130101); F22B 37/003 (20130101); Y10S 122/14 (20130101),"February 24, 1986","January 12, 1988","4,718,377",#4718377,True
122,,"06/917,177","Tokyo, JP",Honda Giken Kogyo Kabushiki Kaisha,16863062,F02D 41/182 (20130101); F02D 41/32 (20130101); F02D 41/28 (20130101),"October 9, 1986","January 12, 1988","4,718,388",#4718388,True
123,,"06/392,185","Washington, DC",The United States of America as represented by the Secretary of the Navy,23549608,A61B 1/0005 (20130101); A61B 1/00165 (20130101); A61B 1/00197 (20130101); A61B 18/245 (20130101); A61B 1/07 (20130101); A61B 1/307 (20130101); A61B 1/042 (20130101),"June 28, 1982","January 12, 1988","4,718,406",#4718406,True
124,,"06/866,668","Tokyo, JP",Mitsui Toatsu Chemicals Incorporated,14633391,A61B 5/0215 (20130101); A61L 29/085 (20130101); C08L 27/18 (20130101); A61M 25/0041 (20130101); A61M 2025/0002 (20130101),"May 27, 1986","January 12, 1988","4,718,425",#4718425,True
125,,"06/945,722","London, GB2","British-American Tobacco Company, Ltd.",10590204,A24D 3/043 (20130101),"December 22, 1986","January 12, 1988","4,718,436",#4718436,True
